지점,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),시정(10m),지면상태(지면상태코드),현상번호(국내식),지면온도(°C),5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C)
119,2017-01-01 00:00,.6,,.2,0,93,5.9,-.4,1025.7,1030.1,,,,,8,8,Sc,8,429,,19,-.2,,,,
119,2017-01-01 01:00,.1,,.3,0,96,5.9,-.4,1025.6,1030,,,,,,4,,7,339,,19,-.2,,,,
119,2017-01-01 02:00,-1.1,,0,0,97,5.5,-1.5,1025.3,1029.7,,,,,,7,,8,298,,19,-.3,,,,
119,2017-01-01 03:00,-1.9,,0,0,100,5.3,-1.9,1025.5,1029.9,,,,,0,0,,,209,,19,-.5,,,,
119,2017-01-01 04:00,-2.5,,0,0,100,5.1,-2.5,1025.5,1029.9,,,,,0,0,,,184,,19,-.7,,,,
119,2017-01-01 05:00,-2.5,,.4,0,100,5.1,-2.5,1025,1029.4,,,,,0,0,,,167,,19,-.9,,,,
119,2017-01-01 06:00,-2.6,,0,0,100,5,-2.6,1024.7,1029.1,,,,,4,4,Sc,10,170,,19,-1,,,,
119,2017-01-01 07:00,-1.9,,.1,0,100,5.3,-1.9,1025.5,1029.9,,,,,7,7,Sc,8,147,,19,-.7,,,,
119,2017-01-01 08:00,-1.5,,.6,160,100,5.5,-1.5,1025.7,1030.1,0,0,,,8,8,Sc,10,159,,19,-.6,,,,
119,2017-01-01 09:00,-.2,,.3,0,100,6,-.2,1026.4,1030.8,0,.09,,,9,9,Sc,10,179,,19,-.4,,,,
119,2017-01-01 10:00,2.2,,.3,0,96,6.9,1.6,1026.9,1031.2,0,.29,,,9,9,Sc,11,275,,19,-.2,,,,
119,2017-01-01 11:00,4.3,,.9,160,79,6.5,.9,1026.5,1030.8,.5,.67,,,2,2,Sc,11,365,,19,-.1,,,,
119,2017-01-01 12:00,5.9,,1.2,160,76,7,1.9,1025.5,1029.8,.3,.84,,,7,7,Sc,8,434,,19,.2,,,,
