lon,lat,lev,time,pe
2.0,32.5,12.0,2020-06-01,0.7112285
2.0,32.5,12.0,2020-06-02,0.6522604
2.0,32.5,12.0,2020-06-03,0.667371
2.0,32.5,12.0,2020-06-04,0.47484028
2.0,32.5,12.0,2020-06-05,0.6793858
2.0,32.5,12.0,2020-06-06,0.69346434
2.0,32.5,12.0,2020-06-07,0.5450123
2.0,32.5,12.0,2020-06-08,0.5839312
2.0,32.5,12.0,2020-06-09,0.19879608
2.0,32.5,12.0,2020-06-10,0.6518919
2.0,32.5,12.0,2020-06-11,0.39464372
2.0,32.5,12.0,2020-06-12,0.7074693
2.0,32.5,12.0,2020-06-13,0.72862405
2.0,32.5,12.0,2020-06-14,0.43592137
2.0,32.5,12.0,2020-06-15,0.21943489
2.0,32.5,12.0,2020-06-16,0.69567573
2.0,32.5,12.0,2020-06-17,0.6243243
2.0,32.5,12.0,2020-06-18,0.6932432
2.0,32.5,12.0,2020-06-19,0.6867568
2.0,32.5,12.0,2020-06-20,0.5708845
2.0,32.5,12.0,2020-06-21,0.103120394
2.0,32.5,12.0,2020-06-22,0.123169534
2.0,32.5,12.0,2020-06-23,0.6874201
2.0,32.5,12.0,2020-06-24,0.5368305
2.0,32.5,12.0,2020-06-25,0.56845206
2.0,32.5,12.0,2020-06-26,0.2678624
2.0,32.5,12.0,2020-06-27,0.1323833
2.0,32.5,12.0,2020-06-28,0.5592383
2.0,32.5,12.0,2020-06-29,0.23911548
2.0,32.5,12.0,2020-06-30,0.3487961
2.0,32.5,12.0,2020-07-01,0.33530712
2.0,32.5,12.0,2020-07-02,0.50896806
2.0,32.5,12.0,2020-07-03,0.33471742
2.0,32.5,12.0,2020-07-04,0.497027
2.0,32.5,12.0,2020-07-05,0.6136364
2.0,32.5,12.0,2020-07-06,0.45781326
2.0,32.5,12.0,2020-07-07,0.39972973
2.0,32.5,12.0,2020-07-08,0.0914742
2.0,32.5,12.0,2020-07-09,0.073341526
2.0,32.5,12.0,2020-07-10,0.10186732
2.0,32.5,12.0,2020-07-11,0.3446683
2.0,32.5,12.0,2020-07-12,0.36140049
2.0,32.5,12.0,2020-07-13,0.5571008
2.0,32.5,12.0,2020-07-14,0.43872234
2.0,32.5,12.0,2020-07-15,0.28651106
2.0,32.5,12.0,2020-07-16,0.07791155
2.0,32.5,12.0,2020-07-17,0.5245946
2.0,32.5,12.0,2020-07-18,0.11601966
2.0,32.5,12.0,2020-07-19,0.09597052
2.0,32.5,12.0,2020-07-20,0.13864864
2.0,32.5,12.0,2020-07-21,0.41800985
2.0,32.5,12.0,2020-07-22,0.45191646
2.0,32.5,12.0,2020-07-23,0.27692875
2.0,32.5,12.0,2020-07-24,0.215086
2.0,32.5,12.0,2020-07-25,0.11882064
2.0,32.5,12.0,2020-07-26,0.17277642
2.0,32.5,12.0,2020-07-27,0.23329237
2.0,32.5,13.0,2020-04-01,0.7508845
2.0,32.5,13.0,2020-04-02,0.812801
2.0,32.5,13.0,2020-04-03,0.76120394
2.0,32.5,13.0,2020-04-04,0.8579853
2.0,32.5,13.0,2020-04-05,0.82348895
2.0,32.5,13.0,2020-04-06,0.563145
2.0,32.5,13.0,2020-04-07,0.8698526
2.0,32.5,13.0,2020-04-08,0.8255528
2.0,32.5,13.0,2020-04-09,0.7668059
2.0,32.5,13.0,2020-04-10,0.4977641
2.0,32.5,13.0,2020-04-11,0.3199017
2.0,32.5,13.0,2020-04-12,0.87154794
2.0,32.5,13.0,2020-04-13,0.8349877
2.0,32.5,13.0,2020-04-14,0.7402703
2.0,32.5,13.0,2020-04-15,0.77955776
2.0,32.5,13.0,2020-04-16,0.20233415
2.0,32.5,13.0,2020-04-17,0.7836118
2.0,32.5,13.0,2020-04-18,0.10798526
2.0,32.5,13.0,2020-04-19,0.58923835
2.0,32.5,13.0,2020-04-20,0.8995577
2.0,32.5,13.0,2020-04-21,0.38977888
2.0,32.5,13.0,2020-04-22,0.8582064
2.0,32.5,13.0,2020-04-23,0.8724324
2.0,32.5,13.0,2020-04-24,0.7942997
2.0,32.5,13.0,2020-04-25,0.85385746
2.0,32.5,13.0,2020-04-26,0.35852578
2.0,32.5,13.0,2020-04-27,0.8225307
2.0,32.5,13.0,2020-04-28,0.78847665
2.0,32.5,13.0,2020-04-29,0.7945946
2.0,32.5,13.0,2020-04-30,0.6430467
2.0,32.5,13.0,2020-05-01,0.2531204
2.0,32.5,13.0,2020-05-02,0.4953317
2.0,32.5,13.0,2020-05-03,0.095454544
2.0,32.5,13.0,2020-05-04,0.7992383
2.0,32.5,13.0,2020-05-05,0.8010074
2.0,32.5,13.0,2020-05-06,0.7365848
2.0,32.5,13.0,2020-05-07,0.09213759
2.0,32.5,13.0,2020-05-08,0.18626535
2.0,32.5,13.0,2020-05-09,0.7650368
2.0,32.5,13.0,2020-05-10,0.6210074
2.0,32.5,13.0,2020-05-11,0.8155283
2.0,32.5,13.0,2020-05-12,0.74388206
2.0,32.5,13.0,2020-05-13,0.046511058
2.0,32.5,13.0,2020-05-14,0.2209828
2.0,32.5,13.0,2020-05-15,0.7488206
2.0,32.5,13.0,2020-05-16,0.52356267
2.0,32.5,13.0,2020-05-17,0.2599017
2.0,32.5,13.0,2020-05-18,0.69692874
2.0,32.5,13.0,2020-05-19,0.5364619
2.0,32.5,13.0,2020-05-20,0.7112285
2.0,32.5,13.0,2020-05-21,0.67076164
2.0,32.5,13.0,2020-05-22,0.58791155
2.0,32.5,13.0,2020-05-23,0.30110565
2.0,32.5,13.0,2020-05-24,0.7013514
2.0,32.5,13.0,2020-05-25,0.74461913
2.0,32.5,13.0,2020-05-26,0.67422605
2.0,32.5,13.0,2020-05-27,0.73570025
2.0,32.5,13.0,2020-05-28,0.6731204
2.0,32.5,13.0,2020-05-29,0.48980346
2.0,32.5,13.0,2020-05-30,0.19872235
2.0,32.5,13.0,2020-05-31,0.5917445
2.0,32.5,13.0,2020-06-01,0.7310565
2.0,32.5,13.0,2020-06-02,0.6748157
2.0,32.5,13.0,2020-06-03,0.6832924
2.0,32.5,13.0,2020-06-04,0.602285
2.0,32.5,13.0,2020-06-05,0.6896314
2.0,32.5,13.0,2020-06-06,0.7091646
2.0,32.5,13.0,2020-06-07,0.7002457
2.0,32.5,13.0,2020-06-08,0.63169533
2.0,32.5,13.0,2020-06-09,0.106953315
2.0,32.5,13.0,2020-06-10,0.5873956
2.0,32.5,13.0,2020-06-11,0.44941032
2.0,32.5,13.0,2020-06-12,0.59085995
2.0,32.5,13.0,2020-06-13,0.7399018
2.0,32.5,13.0,2020-06-14,0.6431204
2.0,32.5,13.0,2020-06-15,0.19061425
2.0,32.5,13.0,2020-06-16,0.6929484
2.0,32.5,13.0,2020-06-17,0.70304674
2.0,32.5,13.0,2020-06-18,0.7196315
2.0,32.5,13.0,2020-06-19,0.7135872
2.0,32.5,13.0,2020-06-20,0.5274693
2.0,32.5,13.0,2020-06-21,0.1441769
2.0,32.5,13.0,2020-06-22,0.22444718
2.0,32.5,13.0,2020-06-23,0.5114742
2.0,32.5,13.0,2020-06-24,0.6532186
2.0,32.5,13.0,2020-06-25,0.6016216
2.0,32.5,13.0,2020-06-26,0.40732187
2.0,32.5,13.0,2020-06-27,0.11366093
2.0,32.5,13.0,2020-06-28,0.59742016
2.0,32.5,13.0,2020-06-29,0.29800984
2.0,32.5,13.0,2020-06-30,0.4653317
2.0,32.5,13.0,2020-07-01,0.36117935
2.0,32.5,13.0,2020-07-02,0.38882065
2.0,32.5,13.0,2020-07-03,0.36840296
2.0,32.5,13.0,2020-07-04,0.56749386
2.0,32.5,13.0,2020-07-05,0.5564374
2.0,32.5,13.0,2020-07-06,0.44218674
2.0,32.5,13.0,2020-07-07,0.44793612
2.0,32.5,13.0,2020-07-08,0.119926296
2.0,32.5,13.0,2020-07-09,0.08513514
2.0,32.5,13.0,2020-07-10,0.1880344
2.0,32.5,13.0,2020-07-11,0.27324325
2.0,32.5,13.0,2020-07-12,0.50601965
2.0,32.5,13.0,2020-07-13,0.3663391
2.0,32.5,13.0,2020-07-14,0.2815725
2.0,32.5,13.0,2020-07-15,0.48530713
2.0,32.5,13.0,2020-07-16,0.047321867
2.0,32.5,13.0,2020-07-17,0.73835385
2.0,32.5,13.0,2020-07-18,0.13149877
2.0,32.5,13.0,2020-07-19,0.120368555
2.0,32.5,13.0,2020-07-20,0.21206388
2.0,32.5,13.0,2020-07-21,0.25179362
2.0,32.5,13.0,2020-07-22,0.40083537
2.0,32.5,13.0,2020-07-23,0.29550368
2.0,32.5,13.0,2020-07-24,0.14240786
2.0,32.5,13.0,2020-07-25,0.069950856
2.0,32.5,13.0,2020-07-26,0.22886978
2.0,32.5,13.0,2020-07-27,0.2859214
2.0,32.5,14.0,2020-04-01,0.6493857
2.0,32.5,14.0,2020-04-02,0.7948894
2.0,32.5,14.0,2020-04-03,0.8035135
2.0,32.5,14.0,2020-04-04,0.83506143
2.0,32.5,14.0,2020-04-05,0.7909828
2.0,32.5,14.0,2020-04-06,0.7261179
2.0,32.5,14.0,2020-04-07,0.8583538
2.0,32.5,14.0,2020-04-08,0.80262905
2.0,32.5,14.0,2020-04-09,0.7219165
2.0,32.5,14.0,2020-04-10,0.5475921
2.0,32.5,14.0,2020-04-11,0.3497543
2.0,32.5,14.0,2020-04-12,0.83417696
2.0,32.5,14.0,2020-04-13,0.8010074
2.0,32.5,14.0,2020-04-14,0.6558722
2.0,32.5,14.0,2020-04-15,0.75058967
2.0,32.5,14.0,2020-04-16,0.37562653
2.0,32.5,14.0,2020-04-17,0.6103194
2.0,32.5,14.0,2020-04-18,0.12029484
2.0,32.5,14.0,2020-04-19,0.18022113
2.0,32.5,14.0,2020-04-20,0.8761179
2.0,32.5,14.0,2020-04-21,0.53122854
2.0,32.5,14.0,2020-04-22,0.75759214
2.0,32.5,14.0,2020-04-23,0.8422113
2.0,32.5,14.0,2020-04-24,0.76857495
2.0,32.5,14.0,2020-04-25,0.8202457
2.0,32.5,14.0,2020-04-26,0.3036118
2.0,32.5,14.0,2020-04-27,0.78943485
2.0,32.5,14.0,2020-04-28,0.76385754
2.0,32.5,14.0,2020-04-29,0.75140053
2.0,32.5,14.0,2020-04-30,0.49223587
2.0,32.5,14.0,2020-05-01,0.31769043
2.0,32.5,14.0,2020-05-02,0.572285
2.0,32.5,14.0,2020-05-03,0.06972973
2.0,32.5,14.0,2020-05-04,0.7628993
2.0,32.5,14.0,2020-05-05,0.77771497
2.0,32.5,14.0,2020-05-06,0.6033907
2.0,32.5,14.0,2020-05-07,0.064938575
2.0,32.5,14.0,2020-05-08,0.2568059
2.0,32.5,14.0,2020-05-09,0.7265602
2.0,32.5,14.0,2020-05-10,0.5240786
2.0,32.5,14.0,2020-05-11,0.7912039
2.0,32.5,14.0,2020-05-12,0.6577887
2.0,32.5,14.0,2020-05-13,0.059705157
2.0,32.5,14.0,2020-05-14,0.25113022
2.0,32.5,14.0,2020-05-15,0.71343976
2.0,32.5,14.0,2020-05-16,0.67621624
2.0,32.5,14.0,2020-05-17,0.56719905
2.0,32.5,14.0,2020-05-18,0.78110564
2.0,32.5,14.0,2020-05-19,0.45221132
2.0,32.5,14.0,2020-05-20,0.69597054
2.0,32.5,14.0,2020-05-21,0.7242015
2.0,32.5,14.0,2020-05-22,0.6819656
2.0,32.5,14.0,2020-05-23,0.47712532
2.0,32.5,14.0,2020-05-24,0.41019654
2.0,32.5,14.0,2020-05-25,0.7155037
2.0,32.5,14.0,2020-05-26,0.6777641
2.0,32.5,14.0,2020-05-27,0.6919164
2.0,32.5,14.0,2020-05-28,0.6218182
2.0,32.5,14.0,2020-05-29,0.45670763
2.0,32.5,14.0,2020-05-30,0.15530713
2.0,32.5,14.0,2020-05-31,0.6857248
2.0,32.5,14.0,2020-06-01,0.7061425
2.0,32.5,14.0,2020-06-02,0.6349386
2.0,32.5,14.0,2020-06-03,0.613489
2.0,32.5,14.0,2020-06-04,0.7000983
2.0,32.5,14.0,2020-06-05,0.6687715
2.0,32.5,14.0,2020-06-06,0.647027
2.0,32.5,14.0,2020-06-07,0.6869042
2.0,32.5,14.0,2020-06-08,0.68668306
2.0,32.5,14.0,2020-06-09,0.13769042
2.0,32.5,14.0,2020-06-10,0.6867568
2.0,32.5,14.0,2020-06-11,0.4119656
2.0,32.5,14.0,2020-06-12,0.567715
2.0,32.5,14.0,2020-06-13,0.7124816
2.0,32.5,14.0,2020-06-14,0.60692877
2.0,32.5,14.0,2020-06-15,0.2553317
2.0,32.5,14.0,2020-06-16,0.61651105
2.0,32.5,14.0,2020-06-17,0.6975922
2.0,32.5,14.0,2020-06-18,0.6972973
2.0,32.5,14.0,2020-06-19,0.68240786
2.0,32.5,14.0,2020-06-20,0.38520885
2.0,32.5,14.0,2020-06-21,0.12597051
2.0,32.5,14.0,2020-06-22,0.20071253
2.0,32.5,14.0,2020-06-23,0.387199
2.0,32.5,14.0,2020-06-24,0.4685012
2.0,32.5,14.0,2020-06-25,0.38601965
2.0,32.5,14.0,2020-06-26,0.22009829
2.0,32.5,14.0,2020-06-27,0.15545455
2.0,32.5,14.0,2020-06-28,0.5988206
2.0,32.5,14.0,2020-06-29,0.24007371
2.0,32.5,14.0,2020-06-30,0.6128256
2.0,32.5,14.0,2020-07-01,0.30832922
2.0,32.5,14.0,2020-07-02,0.35447174
2.0,32.5,14.0,2020-07-03,0.31061426
2.0,32.5,14.0,2020-07-04,0.570516
2.0,32.5,14.0,2020-07-05,0.60611796
2.0,32.5,14.0,2020-07-06,0.3737838
2.0,32.5,14.0,2020-07-07,0.4835381
2.0,32.5,14.0,2020-07-08,0.13017198
2.0,32.5,14.0,2020-07-09,0.043636363
2.0,32.5,14.0,2020-07-10,0.15331696
2.0,32.5,14.0,2020-07-11,0.6154054
2.0,32.5,14.0,2020-07-12,0.60619164
2.0,32.5,14.0,2020-07-13,0.6628747
2.0,32.5,14.0,2020-07-14,0.48265356
2.0,32.5,14.0,2020-07-15,0.5301228
2.0,32.5,14.0,2020-07-16,0.42449632
2.0,32.5,14.0,2020-07-17,0.657199
2.0,32.5,14.0,2020-07-18,0.10113022
2.0,32.5,14.0,2020-07-19,0.04879607
2.0,32.5,14.0,2020-07-20,0.3773219
2.0,32.5,14.0,2020-07-21,0.17646192
2.0,32.5,14.0,2020-07-22,0.5572482
2.0,32.5,14.0,2020-07-23,0.30199018
2.0,32.5,14.0,2020-07-24,0.2063882
2.0,32.5,14.0,2020-07-25,0.1031941
2.0,32.5,14.0,2020-07-26,0.28658476
2.0,32.5,14.0,2020-07-27,0.5961671
2.0,32.5,15.0,2020-04-01,0.66199017
2.0,32.5,15.0,2020-04-02,0.701941
2.0,32.5,15.0,2020-04-03,0.74196565
2.0,32.5,15.0,2020-04-04,0.75007373
2.0,32.5,15.0,2020-04-05,0.7058477
2.0,32.5,15.0,2020-04-06,0.62911546
2.0,32.5,15.0,2020-04-07,0.76886976
2.0,32.5,15.0,2020-04-08,0.6760688
2.0,32.5,15.0,2020-04-09,0.6700246
2.0,32.5,15.0,2020-04-10,0.4068059
2.0,32.5,15.0,2020-04-11,0.34872234
2.0,32.5,15.0,2020-04-12,0.7124816
2.0,32.5,15.0,2020-04-13,0.7339312
2.0,32.5,15.0,2020-04-14,0.55127764
2.0,32.5,15.0,2020-04-15,0.6659705
2.0,32.5,15.0,2020-04-16,0.29764128
2.0,32.5,15.0,2020-04-17,0.65808356
2.0,32.5,15.0,2020-04-18,0.091916464
2.0,32.5,15.0,2020-04-19,0.045921378
2.0,32.5,15.0,2020-04-20,0.77019656
2.0,32.5,15.0,2020-04-21,0.30678132
2.0,32.5,15.0,2020-04-22,0.6395823
2.0,32.5,15.0,2020-04-23,0.7599508
2.0,32.5,15.0,2020-04-24,0.66442263
2.0,32.5,15.0,2020-04-25,0.7342997
2.0,32.5,15.0,2020-04-26,0.27707615
2.0,32.5,15.0,2020-04-27,0.7122605
2.0,32.5,15.0,2020-04-28,0.6874201
2.0,32.5,15.0,2020-04-29,0.66818184
2.0,32.5,15.0,2020-04-30,0.42110565
2.0,32.5,15.0,2020-05-01,0.3652334
2.0,32.5,15.0,2020-05-02,0.6361916
2.0,32.5,15.0,2020-05-03,0.06199017
2.0,32.5,15.0,2020-05-04,0.6761425
2.0,32.5,15.0,2020-05-05,0.67754304
2.0,32.5,15.0,2020-05-06,0.35100737
2.0,32.5,15.0,2020-05-07,0.044078626
2.0,32.5,15.0,2020-05-08,0.26587224
2.0,32.5,15.0,2020-05-09,0.66538084
2.0,32.5,15.0,2020-05-10,0.5970516
2.0,32.5,15.0,2020-05-11,0.7050369
2.0,32.5,15.0,2020-05-12,0.5711794
2.0,32.5,15.0,2020-05-13,0.1068059
2.0,32.5,15.0,2020-05-14,0.37525797
2.0,32.5,15.0,2020-05-15,0.6385504
2.0,32.5,15.0,2020-05-16,0.57766587
2.0,32.5,15.0,2020-05-17,0.43945947
2.0,32.5,15.0,2020-05-18,0.7199263
2.0,32.5,15.0,2020-05-19,0.58710074
2.0,32.5,15.0,2020-05-20,0.45339066
2.0,32.5,15.0,2020-05-21,0.6468059
2.0,32.5,15.0,2020-05-22,0.5258477
2.0,32.5,15.0,2020-05-23,0.44528255
2.0,32.5,15.0,2020-05-24,0.44388208
2.0,32.5,15.0,2020-05-25,0.6125307
2.0,32.5,15.0,2020-05-26,0.54619163
2.0,32.5,15.0,2020-05-27,0.5890909
2.0,32.5,15.0,2020-05-28,0.5094103
2.0,32.5,15.0,2020-05-29,0.38948405
2.0,32.5,15.0,2020-05-30,0.40886977
2.0,32.5,15.0,2020-05-31,0.6379607
2.0,32.5,15.0,2020-06-01,0.63515973
2.0,32.5,15.0,2020-06-02,0.50896806
2.0,32.5,15.0,2020-06-03,0.54471743
2.0,32.5,15.0,2020-06-04,0.47572482
2.0,32.5,15.0,2020-06-05,0.61275184
2.0,32.5,15.0,2020-06-06,0.5721376
2.0,32.5,15.0,2020-06-07,0.58363634
2.0,32.5,15.0,2020-06-08,0.61850125
2.0,32.5,15.0,2020-06-09,0.18773957
2.0,32.5,15.0,2020-06-10,0.5610074
2.0,32.5,15.0,2020-06-11,0.33110565
2.0,32.5,15.0,2020-06-12,0.63840294
2.0,32.5,15.0,2020-06-13,0.5165602
2.0,32.5,15.0,2020-06-14,0.51567566
2.0,32.5,15.0,2020-06-15,0.24862409
2.0,32.5,15.0,2020-06-16,0.50830466
2.0,32.5,15.0,2020-06-17,0.63206387
2.0,32.5,15.0,2020-06-18,0.63545454
2.0,32.5,15.0,2020-06-19,0.60523343
2.0,32.5,15.0,2020-06-20,0.21766584
2.0,32.5,15.0,2020-06-21,0.096928746
2.0,32.5,15.0,2020-06-22,0.21390663
2.0,32.5,15.0,2020-06-23,0.594398
2.0,32.5,15.0,2020-06-24,0.50226045
2.0,32.5,15.0,2020-06-25,0.6638329
2.0,32.5,15.0,2020-06-26,0.22164619
2.0,32.5,15.0,2020-06-27,0.18250614
2.0,32.5,15.0,2020-06-28,0.50027025
2.0,32.5,15.0,2020-06-29,0.32808354
2.0,32.5,15.0,2020-06-30,0.6369288
2.0,32.5,15.0,2020-07-01,0.24228501
2.0,32.5,15.0,2020-07-02,0.2597543
2.0,32.5,15.0,2020-07-03,0.30773956
2.0,32.5,15.0,2020-07-04,0.47063884
2.0,32.5,15.0,2020-07-05,0.5848895
2.0,32.5,15.0,2020-07-06,0.5596806
2.0,32.5,15.0,2020-07-07,0.1968796
2.0,32.5,15.0,2020-07-08,0.11255529
2.0,32.5,15.0,2020-07-09,0.056683045
2.0,32.5,15.0,2020-07-10,0.15737101
2.0,32.5,15.0,2020-07-11,0.54493856
2.0,32.5,15.0,2020-07-12,0.66088456
2.0,32.5,15.0,2020-07-13,0.65852576
2.0,32.5,15.0,2020-07-14,0.6999509
2.0,32.5,15.0,2020-07-15,0.23771499
2.0,32.5,15.0,2020-07-16,0.21088453
2.0,32.5,15.0,2020-07-17,0.53056514
2.0,32.5,15.0,2020-07-18,0.13562654
2.0,32.5,15.0,2020-07-19,0.04002457
2.0,32.5,15.0,2020-07-20,0.23513512
2.0,32.5,15.0,2020-07-21,0.23093365
2.0,32.5,15.0,2020-07-22,0.5855529
2.0,32.5,15.0,2020-07-23,0.31776413
2.0,32.5,15.0,2020-07-24,0.22171989
2.0,32.5,15.0,2020-07-25,0.095749386
2.0,32.5,15.0,2020-07-26,0.1864865
2.0,32.5,15.0,2020-07-27,0.36486486
2.0,32.5,16.0,2020-04-01,0.5063145
2.0,32.5,16.0,2020-04-02,0.57058966
2.0,32.5,16.0,2020-04-03,0.6182064
2.0,32.5,16.0,2020-04-04,0.60176903
2.0,32.5,16.0,2020-04-05,0.53432435
2.0,32.5,16.0,2020-04-06,0.4733661
2.0,32.5,16.0,2020-04-07,0.6260934
2.0,32.5,16.0,2020-04-08,0.5567322
2.0,32.5,16.0,2020-04-09,0.45545453
2.0,32.5,16.0,2020-04-10,0.26233414
2.0,32.5,16.0,2020-04-11,0.15346438
2.0,32.5,16.0,2020-04-12,0.5882801
2.0,32.5,16.0,2020-04-13,0.57714987
2.0,32.5,16.0,2020-04-14,0.36818182
2.0,32.5,16.0,2020-04-15,0.5301228
2.0,32.5,16.0,2020-04-16,0.45840296
2.0,32.5,16.0,2020-04-17,0.5941769
2.0,32.5,16.0,2020-04-18,0.023660934
2.0,32.5,16.0,2020-04-19,0.013783784
2.0,32.5,16.0,2020-04-20,0.63773954
2.0,32.5,16.0,2020-04-21,0.26808354
2.0,32.5,16.0,2020-04-22,0.6027273
2.0,32.5,16.0,2020-04-23,0.60980344
2.0,32.5,16.0,2020-04-24,0.46149877
2.0,32.5,16.0,2020-04-25,0.58562654
2.0,32.5,16.0,2020-04-26,0.51058966
2.0,32.5,16.0,2020-04-27,0.56358725
2.0,32.5,16.0,2020-04-28,0.5525307
2.0,32.5,16.0,2020-04-29,0.5361671
2.0,32.5,16.0,2020-04-30,0.28518426
2.0,32.5,16.0,2020-05-01,0.20174447
2.0,32.5,16.0,2020-05-02,0.5254054
2.0,32.5,16.0,2020-05-03,0.08977887
2.0,32.5,16.0,2020-05-04,0.54692876
2.0,32.5,16.0,2020-05-05,0.47874695
2.0,32.5,16.0,2020-05-06,0.32454544
2.0,32.5,16.0,2020-05-07,0.012751843
2.0,32.5,16.0,2020-05-08,0.24081081
2.0,32.5,16.0,2020-05-09,0.490172
2.0,32.5,16.0,2020-05-10,0.55282557
2.0,32.5,16.0,2020-05-11,0.5686732
2.0,32.5,16.0,2020-05-12,0.41461918
2.0,32.5,16.0,2020-05-13,0.052039314
2.0,32.5,16.0,2020-05-14,0.091990165
2.0,32.5,16.0,2020-05-15,0.49916464
2.0,32.5,16.0,2020-05-16,0.31511056
2.0,32.5,16.0,2020-05-17,0.36766586
2.0,32.5,16.0,2020-05-18,0.5394103
2.0,32.5,16.0,2020-05-19,0.5374938
2.0,32.5,16.0,2020-05-20,0.33405408
2.0,32.5,16.0,2020-05-21,0.5209828
2.0,32.5,16.0,2020-05-22,0.52046686
2.0,32.5,16.0,2020-05-23,0.3065602
2.0,32.5,16.0,2020-05-24,0.42316952
2.0,32.5,16.0,2020-05-25,0.48633906
2.0,32.5,16.0,2020-05-26,0.34127763
2.0,32.5,16.0,2020-05-27,0.51729727
2.0,32.5,16.0,2020-05-28,0.43230957
2.0,32.5,16.0,2020-05-29,0.29292384
2.0,32.5,16.0,2020-05-30,0.29447174
2.0,32.5,16.0,2020-05-31,0.5482555
2.0,32.5,16.0,2020-06-01,0.5085258
2.0,32.5,16.0,2020-06-02,0.4214742
2.0,32.5,16.0,2020-06-03,0.5074202
2.0,32.5,16.0,2020-06-04,0.47366092
2.0,32.5,16.0,2020-06-05,0.49230957
2.0,32.5,16.0,2020-06-06,0.48884523
2.0,32.5,16.0,2020-06-07,0.28046682
2.0,32.5,16.0,2020-06-08,0.50668305
2.0,32.5,16.0,2020-06-09,0.11226044
2.0,32.5,16.0,2020-06-10,0.23572482
2.0,32.5,16.0,2020-06-11,0.5548157
2.0,32.5,16.0,2020-06-12,0.555774
2.0,32.5,16.0,2020-06-13,0.41904178
2.0,32.5,16.0,2020-06-14,0.29896805
2.0,32.5,16.0,2020-06-15,0.17557739
2.0,32.5,16.0,2020-06-16,0.49886978
2.0,32.5,16.0,2020-06-17,0.511769
2.0,32.5,16.0,2020-06-18,0.5091892
2.0,32.5,16.0,2020-06-19,0.5222359
2.0,32.5,16.0,2020-06-20,0.31400493
2.0,32.5,16.0,2020-06-21,0.07673219
2.0,32.5,16.0,2020-06-22,0.08137592
2.0,32.5,16.0,2020-06-23,0.45597053
2.0,32.5,16.0,2020-06-24,0.26926288
2.0,32.5,16.0,2020-06-25,0.5433907
2.0,32.5,16.0,2020-06-26,0.10805897
2.0,32.5,16.0,2020-06-27,0.13260442
2.0,32.5,16.0,2020-06-28,0.320344
2.0,32.5,16.0,2020-06-29,0.17211303
2.0,32.5,16.0,2020-06-30,0.49275184
2.0,32.5,16.0,2020-07-01,0.24619164
2.0,32.5,16.0,2020-07-02,0.24228501
2.0,32.5,16.0,2020-07-03,0.35085997
2.0,32.5,16.0,2020-07-04,0.3563145
2.0,32.5,16.0,2020-07-05,0.4611302
2.0,32.5,16.0,2020-07-06,0.49149877
2.0,32.5,16.0,2020-07-07,0.28216216
2.0,32.5,16.0,2020-07-08,0.083439805
2.0,32.5,16.0,2020-07-09,0.053882066
2.0,32.5,16.0,2020-07-10,0.09412777
2.0,32.5,16.0,2020-07-11,0.23262899
2.0,32.5,16.0,2020-07-12,0.51353806
2.0,32.5,16.0,2020-07-13,0.53675675
2.0,32.5,16.0,2020-07-14,0.57486486
2.0,32.5,16.0,2020-07-15,0.07769042
2.0,32.5,16.0,2020-07-16,0.17358723
2.0,32.5,16.0,2020-07-17,0.4858231
2.0,32.5,16.0,2020-07-18,0.13864864
2.0,32.5,16.0,2020-07-19,0.014004913
2.0,32.5,16.0,2020-07-20,0.09560197
2.0,32.5,16.0,2020-07-21,0.14734644
2.0,32.5,16.0,2020-07-22,0.35727274
2.0,32.5,16.0,2020-07-23,0.13341524
2.0,32.5,16.0,2020-07-24,0.16953316
2.0,32.5,16.0,2020-07-25,0.09022114
2.0,32.5,16.0,2020-07-26,0.30405405
2.0,32.5,16.0,2020-07-27,0.2919656
2.0,32.5,17.0,2020-04-01,0.30663392
2.0,32.5,17.0,2020-04-02,0.3635381
2.0,32.5,17.0,2020-04-03,0.42309582
2.0,32.5,17.0,2020-04-04,0.40216213
2.0,32.5,17.0,2020-04-05,0.28260443
2.0,32.5,17.0,2020-04-06,0.30530712
2.0,32.5,17.0,2020-04-07,0.4171253
2.0,32.5,17.0,2020-04-08,0.36007372
2.0,32.5,17.0,2020-04-09,0.33457002
2.0,32.5,17.0,2020-04-10,0.18980344
2.0,32.5,17.0,2020-04-11,0.15486486
2.0,32.5,17.0,2020-04-12,0.36449632
2.0,32.5,17.0,2020-04-13,0.39250615
2.0,32.5,17.0,2020-04-14,0.26402947
2.0,32.5,17.0,2020-04-15,0.32808354
2.0,32.5,17.0,2020-04-16,0.34363636
2.0,32.5,17.0,2020-04-17,0.3227764
2.0,32.5,17.0,2020-04-18,0.0007371008
2.0,32.5,17.0,2020-04-19,0.00921376
2.0,32.5,17.0,2020-04-20,0.41432434
2.0,32.5,17.0,2020-04-21,0.31739557
2.0,32.5,17.0,2020-04-22,0.41071254
2.0,32.5,17.0,2020-04-23,0.39987716
2.0,32.5,17.0,2020-04-24,0.31488943
2.0,32.5,17.0,2020-04-25,0.38520885
2.0,32.5,17.0,2020-04-26,0.32321867
2.0,32.5,17.0,2020-04-27,0.3731204
2.0,32.5,17.0,2020-04-28,0.37407863
2.0,32.5,17.0,2020-04-29,0.3534398
2.0,32.5,17.0,2020-04-30,0.24383292
2.0,32.5,17.0,2020-05-01,0.20771499
