lon,lat,lev,time,dni
2.0,32.5,9.0,2020-05-29,112.589554
2.0,32.5,9.0,2020-05-30,22.445307
2.0,32.5,9.0,2020-05-31,90.94469
2.0,32.5,9.0,2020-06-01,595.19556
2.0,32.5,9.0,2020-06-02,142.20038
2.0,32.5,9.0,2020-06-03,374.91714
2.0,32.5,9.0,2020-06-04,400.613
2.0,32.5,9.0,2020-06-05,501.7509
2.0,32.5,9.0,2020-06-06,699.7231
2.0,32.5,9.0,2020-06-07,478.49588
2.0,32.5,9.0,2020-06-08,595.7234
2.0,32.5,9.0,2020-06-09,126.09183
2.0,32.5,9.0,2020-06-10,304.50217
2.0,32.5,9.0,2020-06-11,182.051
2.0,32.5,9.0,2020-06-12,579.77435
2.0,32.5,9.0,2020-06-13,685.7013
2.0,32.5,9.0,2020-06-14,285.83347
2.0,32.5,9.0,2020-06-15,5.5287046
2.0,32.5,9.0,2020-06-16,470.43512
2.0,32.5,9.0,2020-06-17,589.2233
2.0,32.5,9.0,2020-06-18,619.1119
2.0,32.5,9.0,2020-06-19,676.38995
2.0,32.5,9.0,2020-06-20,591.1396
2.0,32.5,9.0,2020-06-21,15.413756
2.0,32.5,9.0,2020-06-22,4.8604255
2.0,32.5,9.0,2020-06-23,512.7466
2.0,32.5,9.0,2020-06-24,230.6176
2.0,32.5,9.0,2020-06-25,57.90788
2.0,32.5,9.0,2020-06-26,15.805595
2.0,32.5,9.0,2020-06-27,11.112179
2.0,32.5,9.0,2020-06-28,408.10193
2.0,32.5,9.0,2020-06-29,55.86257
2.0,32.5,9.0,2020-06-30,2.416543
2.0,32.5,9.0,2020-07-01,139.47375
2.0,32.5,9.0,2020-07-02,208.15962
2.0,32.5,9.0,2020-07-03,377.97348
2.0,32.5,9.0,2020-07-04,646.6118
2.0,32.5,9.0,2020-07-05,657.1395
2.0,32.5,9.0,2020-07-06,325.55884
2.0,32.5,9.0,2020-07-07,638.58154
2.0,32.5,9.0,2020-07-08,33.692432
2.0,32.5,9.0,2020-07-09,0.00014834537
2.0,32.5,9.0,2020-07-10,1.0280671
2.0,32.5,9.0,2020-07-11,24.386456
2.0,32.5,9.0,2020-07-12,734.77826
2.0,32.5,9.0,2020-07-13,570.52844
2.0,32.5,9.0,2020-07-14,41.943295
2.0,32.5,9.0,2020-07-15,78.42878
2.0,32.5,9.0,2020-07-16,0.111154094
2.0,32.5,9.0,2020-07-17,751.97284
2.0,32.5,9.0,2020-07-18,5.2783933
2.0,32.5,9.0,2020-07-19,0.0
2.0,32.5,9.0,2020-07-20,0.0
2.0,32.5,9.0,2020-07-21,174.4806
2.0,32.5,9.0,2020-07-22,14.971293
2.0,32.5,9.0,2020-07-23,94.21994
2.0,32.5,9.0,2020-07-24,42.301926
2.0,32.5,9.0,2020-07-25,0.388835
2.0,32.5,9.0,2020-07-26,0.0
2.0,32.5,9.0,2020-07-27,6.998225
2.0,32.5,10.0,2020-04-01,610.7845
2.0,32.5,10.0,2020-04-02,677.66675
2.0,32.5,10.0,2020-04-03,802.2494
2.0,32.5,10.0,2020-04-04,901.8615
2.0,32.5,10.0,2020-04-05,829.86163
2.0,32.5,10.0,2020-04-06,520.0562
2.0,32.5,10.0,2020-04-07,878.0005
2.0,32.5,10.0,2020-04-08,615.9453
2.0,32.5,10.0,2020-04-09,766.5283
2.0,32.5,10.0,2020-04-10,336.5818
2.0,32.5,10.0,2020-04-11,693.88947
2.0,32.5,10.0,2020-04-12,884.8742
2.0,32.5,10.0,2020-04-13,803.4172
2.0,32.5,10.0,2020-04-14,427.51288
2.0,32.5,10.0,2020-04-15,627.30646
2.0,32.5,10.0,2020-04-16,432.4176
2.0,32.5,10.0,2020-04-17,690.4083
2.0,32.5,10.0,2020-04-18,11.832761
2.0,32.5,10.0,2020-04-19,28.695469
2.0,32.5,10.0,2020-04-20,856.30585
2.0,32.5,10.0,2020-04-21,854.6947
2.0,32.5,10.0,2020-04-22,376.96317
2.0,32.5,10.0,2020-04-23,875.3063
2.0,32.5,10.0,2020-04-24,735.02826
2.0,32.5,10.0,2020-04-25,823.6672
2.0,32.5,10.0,2020-04-26,778.6949
2.0,32.5,10.0,2020-04-27,790.0561
2.0,32.5,10.0,2020-04-28,761.8896
2.0,32.5,10.0,2020-04-29,754.8896
2.0,32.5,10.0,2020-04-30,278.77203
2.0,32.5,10.0,2020-05-01,6.3046455
2.0,32.5,10.0,2020-05-02,515.08136
2.0,32.5,10.0,2020-05-03,430.22583
2.0,32.5,10.0,2020-05-04,861.25055
2.0,32.5,10.0,2020-05-05,592.6006
2.0,32.5,10.0,2020-05-06,896.5282
2.0,32.5,10.0,2020-05-07,283.06552
2.0,32.5,10.0,2020-05-08,13.502855
2.0,32.5,10.0,2020-05-09,810.00055
2.0,32.5,10.0,2020-05-10,802.30646
2.0,32.5,10.0,2020-05-11,894.417
2.0,32.5,10.0,2020-05-12,676.35266
2.0,32.5,10.0,2020-05-13,0.0
2.0,32.5,10.0,2020-05-14,9.971386
2.0,32.5,10.0,2020-05-15,597.0842
2.0,32.5,10.0,2020-05-16,75.41126
2.0,32.5,10.0,2020-05-17,48.469276
2.0,32.5,10.0,2020-05-18,613.0764
2.0,32.5,10.0,2020-05-19,673.5716
2.0,32.5,10.0,2020-05-20,482.69464
2.0,32.5,10.0,2020-05-21,690.4175
2.0,32.5,10.0,2020-05-22,7.4450827
2.0,32.5,10.0,2020-05-23,28.528385
2.0,32.5,10.0,2020-05-24,429.2822
2.0,32.5,10.0,2020-05-25,688.21405
2.0,32.5,10.0,2020-05-26,633.2784
2.0,32.5,10.0,2020-05-27,784.6952
2.0,32.5,10.0,2020-05-28,724.94507
2.0,32.5,10.0,2020-05-29,216.82552
2.0,32.5,10.0,2020-05-30,10.611175
2.0,32.5,10.0,2020-05-31,211.14662
2.0,32.5,10.0,2020-06-01,658.5289
2.0,32.5,10.0,2020-06-02,286.42975
2.0,32.5,10.0,2020-06-03,437.7787
2.0,32.5,10.0,2020-06-04,472.43573
2.0,32.5,10.0,2020-06-05,575.5565
2.0,32.5,10.0,2020-06-06,758.9729
2.0,32.5,10.0,2020-06-07,735.3342
2.0,32.5,10.0,2020-06-08,524.544
2.0,32.5,10.0,2020-06-09,24.526987
2.0,32.5,10.0,2020-06-10,383.00766
2.0,32.5,10.0,2020-06-11,18.250376
2.0,32.5,10.0,2020-06-12,613.15936
2.0,32.5,10.0,2020-06-13,826.1116
2.0,32.5,10.0,2020-06-14,383.62906
2.0,32.5,10.0,2020-06-15,13.500592
2.0,32.5,10.0,2020-06-16,315.9675
2.0,32.5,10.0,2020-06-17,623.5429
2.0,32.5,10.0,2020-06-18,692.223
2.0,32.5,10.0,2020-06-19,730.7233
2.0,32.5,10.0,2020-06-20,566.4355
2.0,32.5,10.0,2020-06-21,0.5556301
2.0,32.5,10.0,2020-06-22,0.0
2.0,32.5,10.0,2020-06-23,431.52267
2.0,32.5,10.0,2020-06-24,247.63908
2.0,32.5,10.0,2020-06-25,496.80588
2.0,32.5,10.0,2020-06-26,79.27236
2.0,32.5,10.0,2020-06-27,2.4163187
2.0,32.5,10.0,2020-06-28,487.4564
2.0,32.5,10.0,2020-06-29,26.498621
2.0,32.5,10.0,2020-06-30,51.1325
2.0,32.5,10.0,2020-07-01,166.8702
2.0,32.5,10.0,2020-07-02,363.67334
2.0,32.5,10.0,2020-07-03,27.386852
2.0,32.5,10.0,2020-07-04,693.66724
2.0,32.5,10.0,2020-07-05,716.6949
2.0,32.5,10.0,2020-07-06,308.22418
2.0,32.5,10.0,2020-07-07,376.0473
2.0,32.5,10.0,2020-07-08,30.999746
2.0,32.5,10.0,2020-07-09,0.05560825
2.0,32.5,10.0,2020-07-10,2.556343
2.0,32.5,10.0,2020-07-11,5.9166207
2.0,32.5,10.0,2020-07-12,219.38681
2.0,32.5,10.0,2020-07-13,630.973
2.0,32.5,10.0,2020-07-14,273.65698
2.0,32.5,10.0,2020-07-15,149.4125
2.0,32.5,10.0,2020-07-16,5.1116934
2.0,32.5,10.0,2020-07-17,807.4728
2.0,32.5,10.0,2020-07-18,2.6393082
2.0,32.5,10.0,2020-07-19,1.9722377
2.0,32.5,10.0,2020-07-20,0.22230819
2.0,32.5,10.0,2020-07-21,706.3189
2.0,32.5,10.0,2020-07-22,3.0009344
2.0,32.5,10.0,2020-07-23,86.80093
2.0,32.5,10.0,2020-07-24,20.750105
2.0,32.5,10.0,2020-07-25,8.444487
2.0,32.5,10.0,2020-07-26,0.0
2.0,32.5,10.0,2020-07-27,50.77983
2.0,32.5,11.0,2020-04-01,441.2049
2.0,32.5,11.0,2020-04-02,741.55554
2.0,32.5,11.0,2020-04-03,161.39867
2.0,32.5,11.0,2020-04-04,934.4726
2.0,32.5,11.0,2020-04-05,850.3616
2.0,32.5,11.0,2020-04-06,579.8618
2.0,32.5,11.0,2020-04-07,918.61127
2.0,32.5,11.0,2020-04-08,634.61194
2.0,32.5,11.0,2020-04-09,798.2505
2.0,32.5,11.0,2020-04-10,294.68817
2.0,32.5,11.0,2020-04-11,499.5747
2.0,32.5,11.0,2020-04-12,947.66724
2.0,32.5,11.0,2020-04-13,844.77826
2.0,32.5,11.0,2020-04-14,404.27017
2.0,32.5,11.0,2020-04-15,667.5842
2.0,32.5,11.0,2020-04-16,87.45215
2.0,32.5,11.0,2020-04-17,787.0833
2.0,32.5,11.0,2020-04-18,10.722348
2.0,32.5,11.0,2020-04-19,486.43457
2.0,32.5,11.0,2020-04-20,886.1394
2.0,32.5,11.0,2020-04-21,228.85564
2.0,32.5,11.0,2020-04-22,881.1948
2.0,32.5,11.0,2020-04-23,911.9729
2.0,32.5,11.0,2020-04-24,777.22314
2.0,32.5,11.0,2020-04-25,854.5841
2.0,32.5,11.0,2020-04-26,834.2501
2.0,32.5,11.0,2020-04-27,827.6671
2.0,32.5,11.0,2020-04-28,796.94507
2.0,32.5,11.0,2020-04-29,774.6118
2.0,32.5,11.0,2020-04-30,325.7264
2.0,32.5,11.0,2020-05-01,80.99308
2.0,32.5,11.0,2020-05-02,333.71466
2.0,32.5,11.0,2020-05-03,144.41818
2.0,32.5,11.0,2020-05-04,880.1395
2.0,32.5,11.0,2020-05-05,916.5006
2.0,32.5,11.0,2020-05-06,580.18774
2.0,32.5,11.0,2020-05-07,0.94444567
2.0,32.5,11.0,2020-05-08,124.924484
2.0,32.5,11.0,2020-05-09,838.66724
2.0,32.5,11.0,2020-05-10,807.8062
2.0,32.5,11.0,2020-05-11,919.41693
2.0,32.5,11.0,2020-05-12,774.1113
2.0,32.5,11.0,2020-05-13,4.916955
2.0,32.5,11.0,2020-05-14,30.44366
2.0,32.5,11.0,2020-05-15,643.6121
2.0,32.5,11.0,2020-05-16,174.25565
2.0,32.5,11.0,2020-05-17,51.75498
2.0,32.5,11.0,2020-05-18,782.50085
2.0,32.5,11.0,2020-05-19,269.8241
2.0,32.5,11.0,2020-05-20,678.5843
2.0,32.5,11.0,2020-05-21,721.47314
2.0,32.5,11.0,2020-05-22,105.227196
2.0,32.5,11.0,2020-05-23,63.306232
2.0,32.5,11.0,2020-05-24,446.1383
2.0,32.5,11.0,2020-05-25,490.80222
2.0,32.5,11.0,2020-05-26,707.41736
2.0,32.5,11.0,2020-05-27,818.0007
2.0,32.5,11.0,2020-05-28,657.3177
2.0,32.5,11.0,2020-05-29,278.00266
2.0,32.5,11.0,2020-05-30,33.806458
2.0,32.5,11.0,2020-05-31,432.27338
2.0,32.5,11.0,2020-06-01,691.0845
2.0,32.5,11.0,2020-06-02,543.3062
2.0,32.5,11.0,2020-06-03,472.4456
2.0,32.5,11.0,2020-06-04,442.4373
2.0,32.5,11.0,2020-06-05,620.112
2.0,32.5,11.0,2020-06-06,790.0284
2.0,32.5,11.0,2020-06-07,376.7484
2.0,32.5,11.0,2020-06-08,645.084
2.0,32.5,11.0,2020-06-09,23.083523
2.0,32.5,11.0,2020-06-10,335.78534
2.0,32.5,11.0,2020-06-11,12.7504635
2.0,32.5,11.0,2020-06-12,847.9727
2.0,32.5,11.0,2020-06-13,851.97266
2.0,32.5,11.0,2020-06-14,124.06362
2.0,32.5,11.0,2020-06-15,28.08168
2.0,32.5,11.0,2020-06-16,709.69604
2.0,32.5,11.0,2020-06-17,702.61237
2.0,32.5,11.0,2020-06-18,743.8618
2.0,32.5,11.0,2020-06-19,764.8899
2.0,32.5,11.0,2020-06-20,832.0842
2.0,32.5,11.0,2020-06-21,8.414549
2.0,32.5,11.0,2020-06-22,0.94407916
2.0,32.5,11.0,2020-06-23,569.25714
2.0,32.5,11.0,2020-06-24,298.58408
2.0,32.5,11.0,2020-06-25,589.72235
2.0,32.5,11.0,2020-06-26,18.611097
2.0,32.5,11.0,2020-06-27,2.4722626
2.0,32.5,11.0,2020-06-28,744.69507
2.0,32.5,11.0,2020-06-29,40.82928
2.0,32.5,11.0,2020-06-30,185.30167
2.0,32.5,11.0,2020-07-01,5.1950817
2.0,32.5,11.0,2020-07-02,407.05124
2.0,32.5,11.0,2020-07-03,28.835672
2.0,32.5,11.0,2020-07-04,715.8896
2.0,32.5,11.0,2020-07-05,744.4726
2.0,32.5,11.0,2020-07-06,737.72723
2.0,32.5,11.0,2020-07-07,248.30814
2.0,32.5,11.0,2020-07-08,9.111454
2.0,32.5,11.0,2020-07-09,4.167209
2.0,32.5,11.0,2020-07-10,23.334429
2.0,32.5,11.0,2020-07-11,21.082394
2.0,32.5,11.0,2020-07-12,419.67117
2.0,32.5,11.0,2020-07-13,675.55634
2.0,32.5,11.0,2020-07-14,286.26343
2.0,32.5,11.0,2020-07-15,78.86949
2.0,32.5,11.0,2020-07-16,14.805271
2.0,32.5,11.0,2020-07-17,808.4586
2.0,32.5,11.0,2020-07-18,13.778116
2.0,32.5,11.0,2020-07-19,5.083103
2.0,32.5,11.0,2020-07-20,1.4165727
2.0,32.5,11.0,2020-07-21,47.66041
2.0,32.5,11.0,2020-07-22,11.390155
2.0,32.5,11.0,2020-07-23,93.41617
2.0,32.5,11.0,2020-07-24,20.33301
2.0,32.5,11.0,2020-07-25,12.610421
2.0,32.5,11.0,2020-07-26,2.6103642
2.0,32.5,11.0,2020-07-27,39.69445
2.0,32.5,12.0,2020-04-01,617.584
2.0,32.5,12.0,2020-04-02,800.22266
2.0,32.5,12.0,2020-04-03,742.9778
2.0,32.5,12.0,2020-04-04,948.91705
2.0,32.5,12.0,2020-04-05,850.1117
2.0,32.5,12.0,2020-04-06,520.08435
2.0,32.5,12.0,2020-04-07,921.3057
2.0,32.5,12.0,2020-04-08,716.16724
2.0,32.5,12.0,2020-04-09,727.2442
2.0,32.5,12.0,2020-04-10,351.0586
2.0,32.5,12.0,2020-04-11,205.62013
2.0,32.5,12.0,2020-04-12,941.2784
2.0,32.5,12.0,2020-04-13,881.08386
2.0,32.5,12.0,2020-04-14,532.88165
2.0,32.5,12.0,2020-04-15,720.6952
2.0,32.5,12.0,2020-04-16,64.184586
2.0,32.5,12.0,2020-04-17,622.32996
2.0,32.5,12.0,2020-04-18,6.916644
2.0,32.5,12.0,2020-04-19,223.12323
2.0,32.5,12.0,2020-04-20,912.55597
2.0,32.5,12.0,2020-04-21,199.126
2.0,32.5,12.0,2020-04-22,876.80585
2.0,32.5,12.0,2020-04-23,915.38947
2.0,32.5,12.0,2020-04-24,734.83466
2.0,32.5,12.0,2020-04-25,872.7785
2.0,32.5,12.0,2020-04-26,163.7771
2.0,32.5,12.0,2020-04-27,831.3895
2.0,32.5,12.0,2020-04-28,819.3341
2.0,32.5,12.0,2020-04-29,818.9733
2.0,32.5,12.0,2020-04-30,372.62027
2.0,32.5,12.0,2020-05-01,42.69505
2.0,32.5,12.0,2020-05-02,387.5475
2.0,32.5,12.0,2020-05-03,7.0002885
2.0,32.5,12.0,2020-05-04,862.63947
2.0,32.5,12.0,2020-05-05,918.806
2.0,32.5,12.0,2020-05-06,508.54623
2.0,32.5,12.0,2020-05-07,0.0
2.0,32.5,12.0,2020-05-08,7.834133
2.0,32.5,12.0,2020-05-09,789.6674
2.0,32.5,12.0,2020-05-10,674.9459
2.0,32.5,12.0,2020-05-11,899.72266
2.0,32.5,12.0,2020-05-12,528.5285
2.0,32.5,12.0,2020-05-13,1.1665032
2.0,32.5,12.0,2020-05-14,22.887178
2.0,32.5,12.0,2020-05-15,669.029
2.0,32.5,12.0,2020-05-16,436.33005
2.0,32.5,12.0,2020-05-17,4.8321395
2.0,32.5,12.0,2020-05-18,853.80615
2.0,32.5,12.0,2020-05-19,278.82303
2.0,32.5,12.0,2020-05-20,653.6119
2.0,32.5,12.0,2020-05-21,744.58435
2.0,32.5,12.0,2020-05-22,347.59766
2.0,32.5,12.0,2020-05-23,158.72762
2.0,32.5,12.0,2020-05-24,738.36395
2.0,32.5,12.0,2020-05-25,491.4164
2.0,32.5,12.0,2020-05-26,464.10892
2.0,32.5,12.0,2020-05-27,834.30646
2.0,32.5,12.0,2020-05-28,750.8259
2.0,32.5,12.0,2020-05-29,248.75446
2.0,32.5,12.0,2020-05-30,48.412746
2.0,32.5,12.0,2020-05-31,409.53647
2.0,32.5,12.0,2020-06-01,742.5288
2.0,32.5,12.0,2020-06-02,537.47296
2.0,32.5,12.0,2020-06-03,562.97284
2.0,32.5,12.0,2020-06-04,654.3062
2.0,32.5,12.0,2020-06-05,743.2786
2.0,32.5,12.0,2020-06-06,765.00073
2.0,32.5,12.0,2020-06-07,475.84738
2.0,32.5,12.0,2020-06-08,739.8618
2.0,32.5,12.0,2020-06-09,7.861458
2.0,32.5,12.0,2020-06-10,395.20813
2.0,32.5,12.0,2020-06-11,255.04138
2.0,32.5,12.0,2020-06-12,785.42163
2.0,32.5,12.0,2020-06-13,842.7229
2.0,32.5,12.0,2020-06-14,358.8584
2.0,32.5,12.0,2020-06-15,16.165878
2.0,32.5,12.0,2020-06-16,780.34576
2.0,32.5,12.0,2020-06-17,733.4453
2.0,32.5,12.0,2020-06-18,773.63983
2.0,32.5,12.0,2020-06-19,792.5563
2.0,32.5,12.0,2020-06-20,311.8045
2.0,32.5,12.0,2020-06-21,7.778707
2.0,32.5,12.0,2020-06-22,11.722733
2.0,32.5,12.0,2020-06-23,641.58746
2.0,32.5,12.0,2020-06-24,441.75067
2.0,32.5,12.0,2020-06-25,809.36163
2.0,32.5,12.0,2020-06-26,259.3834
2.0,32.5,12.0,2020-06-27,0.0
2.0,32.5,12.0,2020-06-28,487.71722
2.0,32.5,12.0,2020-06-29,127.830795
2.0,32.5,12.0,2020-06-30,238.82358
2.0,32.5,12.0,2020-07-01,83.2018
2.0,32.5,12.0,2020-07-02,485.35315
2.0,32.5,12.0,2020-07-03,66.94081
2.0,32.5,12.0,2020-07-04,781.36176
2.0,32.5,12.0,2020-07-05,715.0561
2.0,32.5,12.0,2020-07-06,256.52338
2.0,32.5,12.0,2020-07-07,281.1059
2.0,32.5,12.0,2020-07-08,14.027676
2.0,32.5,12.0,2020-07-09,15.444837
2.0,32.5,12.0,2020-07-10,6.917786
2.0,32.5,12.0,2020-07-11,23.69984
2.0,32.5,12.0,2020-07-12,320.2735
2.0,32.5,12.0,2020-07-13,792.38965
2.0,32.5,12.0,2020-07-14,28.303055
2.0,32.5,12.0,2020-07-15,386.9947
2.0,32.5,12.0,2020-07-16,6.917831
2.0,32.5,12.0,2020-07-17,885.7504
2.0,32.5,12.0,2020-07-18,12.555556
2.0,32.5,12.0,2020-07-19,3.6667407
2.0,32.5,12.0,2020-07-20,2.4446163
2.0,32.5,12.0,2020-07-21,9.000022
2.0,32.5,12.0,2020-07-22,284.2609
2.0,32.5,12.0,2020-07-23,29.140966
2.0,32.5,12.0,2020-07-24,32.723427
2.0,32.5,12.0,2020-07-25,7.333767
2.0,32.5,12.0,2020-07-26,15.944456
2.0,32.5,12.0,2020-07-27,102.75698
2.0,32.5,13.0,2020-04-01,532.2897
2.0,32.5,13.0,2020-04-02,796.2503
2.0,32.5,13.0,2020-04-03,920.056
2.0,32.5,13.0,2020-04-04,943.4173
2.0,32.5,13.0,2020-04-05,826.97314
2.0,32.5,13.0,2020-04-06,505.94568
2.0,32.5,13.0,2020-04-07,894.3059
2.0,32.5,13.0,2020-04-08,725.1115
2.0,32.5,13.0,2020-04-09,696.5455
2.0,32.5,13.0,2020-04-10,318.42062
2.0,32.5,13.0,2020-04-11,3.9212031
2.0,32.5,13.0,2020-04-12,926.52814
2.0,32.5,13.0,2020-04-13,888.806
2.0,32.5,13.0,2020-04-14,668.8897
2.0,32.5,13.0,2020-04-15,714.1397
2.0,32.5,13.0,2020-04-16,73.503815
2.0,32.5,13.0,2020-04-17,556.73694
2.0,32.5,13.0,2020-04-18,9.000458
2.0,32.5,13.0,2020-04-19,89.27376
2.0,32.5,13.0,2020-04-20,909.945
2.0,32.5,13.0,2020-04-21,311.648
2.0,32.5,13.0,2020-04-22,885.5838
2.0,32.5,13.0,2020-04-23,898.83386
2.0,32.5,13.0,2020-04-24,700.9737
2.0,32.5,13.0,2020-04-25,873.36163
2.0,32.5,13.0,2020-04-26,87.755585
2.0,32.5,13.0,2020-04-27,822.91724
2.0,32.5,13.0,2020-04-28,821.75055
2.0,32.5,13.0,2020-04-29,801.4453
2.0,32.5,13.0,2020-04-30,368.99307
2.0,32.5,13.0,2020-05-01,151.00635
2.0,32.5,13.0,2020-05-02,352.0415
2.0,32.5,13.0,2020-05-03,0.0
2.0,32.5,13.0,2020-05-04,843.084
2.0,32.5,13.0,2020-05-05,917.1393
2.0,32.5,13.0,2020-05-06,507.18878
2.0,32.5,13.0,2020-05-07,0.27788523
2.0,32.5,13.0,2020-05-08,66.9624
2.0,32.5,13.0,2020-05-09,768.8618
2.0,32.5,13.0,2020-05-10,637.1131
2.0,32.5,13.0,2020-05-11,890.4728
2.0,32.5,13.0,2020-05-12,464.71936
2.0,32.5,13.0,2020-05-13,8.971696
2.0,32.5,13.0,2020-05-14,64.72466
2.0,32.5,13.0,2020-05-15,672.30664
2.0,32.5,13.0,2020-05-16,357.68637
2.0,32.5,13.0,2020-05-17,36.9994
2.0,32.5,13.0,2020-05-18,843.1671
2.0,32.5,13.0,2020-05-19,322.93396
2.0,32.5,13.0,2020-05-20,643.75104
2.0,32.5,13.0,2020-05-21,734.112
2.0,32.5,13.0,2020-05-22,438.67255
2.0,32.5,13.0,2020-05-23,156.82947
2.0,32.5,13.0,2020-05-24,776.1955
2.0,32.5,13.0,2020-05-25,737.46655
2.0,32.5,13.0,2020-05-26,782.33405
2.0,32.5,13.0,2020-05-27,826.88947
2.0,32.5,13.0,2020-05-28,441.44016
2.0,32.5,13.0,2020-05-29,45.28659
2.0,32.5,13.0,2020-05-30,9.083538
2.0,32.5,13.0,2020-05-31,469.3286
2.0,32.5,13.0,2020-06-01,716.14
2.0,32.5,13.0,2020-06-02,536.38965
2.0,32.5,13.0,2020-06-03,480.29752
2.0,32.5,13.0,2020-06-04,644.1672
2.0,32.5,13.0,2020-06-05,738.75085
2.0,32.5,13.0,2020-06-06,759.7507
2.0,32.5,13.0,2020-06-07,819.77826
2.0,32.5,13.0,2020-06-08,749.2785
2.0,32.5,13.0,2020-06-09,17.416697
2.0,32.5,13.0,2020-06-10,335.63574
2.0,32.5,13.0,2020-06-11,18.389
2.0,32.5,13.0,2020-06-12,440.11218
2.0,32.5,13.0,2020-06-13,837.30615
2.0,32.5,13.0,2020-06-14,448.8272
2.0,32.5,13.0,2020-06-15,14.943956
2.0,32.5,13.0,2020-06-16,779.8556
2.0,32.5,13.0,2020-06-17,656.1724
2.0,32.5,13.0,2020-06-18,785.4731
2.0,32.5,13.0,2020-06-19,793.19525
2.0,32.5,13.0,2020-06-20,336.3608
2.0,32.5,13.0,2020-06-21,1.9445513
2.0,32.5,13.0,2020-06-22,5.833221
2.0,32.5,13.0,2020-06-23,112.032196
2.0,32.5,13.0,2020-06-24,358.96475
2.0,32.5,13.0,2020-06-25,807.1949
2.0,32.5,13.0,2020-06-26,72.28073
2.0,32.5,13.0,2020-06-27,2.1938922
2.0,32.5,13.0,2020-06-28,642.11835
2.0,32.5,13.0,2020-06-29,38.193665
2.0,32.5,13.0,2020-06-30,618.6234
2.0,32.5,13.0,2020-07-01,16.500063
2.0,32.5,13.0,2020-07-02,289.67975
2.0,32.5,13.0,2020-07-03,100.391685
2.0,32.5,13.0,2020-07-04,756.7228
2.0,32.5,13.0,2020-07-05,617.6765
2.0,32.5,13.0,2020-07-06,26.695673
2.0,32.5,13.0,2020-07-07,308.38794
2.0,32.5,13.0,2020-07-08,10.833482
2.0,32.5,13.0,2020-07-09,10.862101
2.0,32.5,13.0,2020-07-10,13.027742
2.0,32.5,13.0,2020-07-11,70.67912
2.0,32.5,13.0,2020-07-12,259.9951
2.0,32.5,13.0,2020-07-13,794.50073
2.0,32.5,13.0,2020-07-14,124.83454
2.0,32.5,13.0,2020-07-15,224.72867
2.0,32.5,13.0,2020-07-16,17.944597
2.0,32.5,13.0,2020-07-17,467.41623
2.0,32.5,13.0,2020-07-18,13.833044
2.0,32.5,13.0,2020-07-19,0.8055352
2.0,32.5,13.0,2020-07-20,87.00125
2.0,32.5,13.0,2020-07-21,17.75273
2.0,32.5,13.0,2020-07-22,399.8309
2.0,32.5,13.0,2020-07-23,125.0858
2.0,32.5,13.0,2020-07-24,29.863976
2.0,32.5,13.0,2020-07-25,10.582779
2.0,32.5,13.0,2020-07-26,39.057384
2.0,32.5,13.0,2020-07-27,359.87793
2.0,32.5,14.0,2020-04-01,593.69507
2.0,32.5,14.0,2020-04-02,773.4725
2.0,32.5,14.0,2020-04-03,899.4448
2.0,32.5,14.0,2020-04-04,916.5282
2.0,32.5,14.0,2020-04-05,746.9501
2.0,32.5,14.0,2020-04-06,475.72345
2.0,32.5,14.0,2020-04-07,851.9168
2.0,32.5,14.0,2020-04-08,711.08344
2.0,32.5,14.0,2020-04-09,660.6886
2.0,32.5,14.0,2020-04-10,260.83386
2.0,32.5,14.0,2020-04-11,353.1708
2.0,32.5,14.0,2020-04-12,893.19476
2.0,32.5,14.0,2020-04-13,874.5004
2.0,32.5,14.0,2020-04-14,546.32935
2.0,32.5,14.0,2020-04-15,692.0284
2.0,32.5,14.0,2020-04-16,71.270706
2.0,32.5,14.0,2020-04-17,723.5814
2.0,32.5,14.0,2020-04-18,7.3331504
2.0,32.5,14.0,2020-04-19,1.0004293
2.0,32.5,14.0,2020-04-20,896.8615
2.0,32.5,14.0,2020-04-21,153.20555
2.0,32.5,14.0,2020-04-22,874.834
2.0,32.5,14.0,2020-04-23,867.83386
2.0,32.5,14.0,2020-04-24,639.05695
2.0,32.5,14.0,2020-04-25,857.0838
2.0,32.5,14.0,2020-04-26,154.53499
2.0,32.5,14.0,2020-04-27,800.3617
2.0,32.5,14.0,2020-04-28,806.8894
2.0,32.5,14.0,2020-04-29,759.0843
2.0,32.5,14.0,2020-04-30,294.5629
2.0,32.5,14.0,2020-05-01,162.11876
2.0,32.5,14.0,2020-05-02,514.7982
2.0,32.5,14.0,2020-05-03,0.0
2.0,32.5,14.0,2020-05-04,812.44525
2.0,32.5,14.0,2020-05-05,904.3616
2.0,32.5,14.0,2020-05-06,224.91653
2.0,32.5,14.0,2020-05-07,0.0
2.0,32.5,14.0,2020-05-08,84.4631
2.0,32.5,14.0,2020-05-09,738.4452
2.0,32.5,14.0,2020-05-10,601.1717
2.0,32.5,14.0,2020-05-11,866.69507
2.0,32.5,14.0,2020-05-12,474.13858
2.0,32.5,14.0,2020-05-13,0.0
2.0,32.5,14.0,2020-05-14,118.61455
2.0,32.5,14.0,2020-05-15,651.9178
2.0,32.5,14.0,2020-05-16,480.6258
2.0,32.5,14.0,2020-05-17,65.78156
2.0,32.5,14.0,2020-05-18,655.06537
2.0,32.5,14.0,2020-05-19,462.2256
2.0,32.5,14.0,2020-05-20,595.40576
