iter	RMSE
142	212428.2623
143	211440.7327
144	208909.6969
145	208263.5644
146	207030.6684
147	204150.5637
148	203313.28
149	202660.2159
150	201920.9188
151	201532.2092
152	200536.8601
153	199368.117
154	196954.7028
155	195302.4187
156	193599.7287
157	192009.4274
158	190171.3282
159	189523.1315
160	188340.3381
161	186666.4891
162	185364.4829
163	184260.7504
164	182958.8673
165	181388.8674
166	180907.5629
167	179133.0304
168	177971.4478
169	175299.0175
170	172939.866
171	171711.6223
172	170583.1992
173	170110.5454
174	169565.3658
175	168945.9573
176	167219.982
177	165818.9008
178	164000.489
179	162550.5368
180	161011.5473
181	160444.1308
182	159493.5688
183	158345.401
184	156601.824
185	155608.6868
186	154855.9994
187	154079.4129
188	152829.9374
189	151923.9751
190	151400.9269
191	150568.4132
192	149452.0864
193	148070.9126
194	146386.8866
195	145498.2693
196	144700.1734
197	143263.2639
198	142136.8547
199	141353.7593
200	140919.2678
201	139577.1868
202	139224.6861
203	138348.0993
204	138052.3375
205	136983.7722
206	136223.2781
207	135982.6013
208	135112.5539
209	134255.5427
210	133375.2236
211	132761.2467
212	132334.3072
213	131635.0641
214	130562.0608
215	129667.2054
216	128881.0337
217	128574.0397
218	127841.4029
219	127134.5293
220	126562.0408
221	125965.3711
222	125131.4615
223	124411.2578
224	123676.5066
225	123070.6879
226	122677.3274
227	122677.3273
228	122382.3763
229	121871.8113
230	121377.0453
231	120682.3781
232	120513.8625
233	119662.5559
234	119053.2176
235	118563.7458
236	118097.7111
237	117790.1291
238	117233.065
239	116490.5921
240	115676.7477
241	115239.6654
242	114773.0154
243	114257.8346
244	113581.7662
245	113195.7592
246	112679.8012
247	112101.8811
248	111658.2239
249	111087.661
250	110673.1228
251	110076.4764
252	109602.4776
253	109265.7507
254	109071.4598
255	108825.5838
256	108489.6424
257	108094.4724
258	107725.098
259	107406.0613
260	106957.242
261	106752.0865
262	106515.6715
263	106252.2594
264	105755.0235
265	105264.4296
266	104690.2626
267	104383.197
268	104167.3524
269	103748.2985
270	103271.8935
271	102767.952
272	102613.0395
273	102129.2593
274	101940.0338
275	101692.6033
276	101291.9354
277	100943.2878
278	100755.8952
279	100183.7338
280	99930.30395
281	99819.47452
282	99612.77578
283	99172.79629
284	98895.02931
285	98603.1292
286	98377.5166
287	98209.36576
288	97929.35463
289	97693.28834
290	97285.27574
291	96911.44225
292	96523.32853
293	96213.11236
294	96085.03742
295	95819.24637
296	95652.72182
297	95288.33381
298	95095.98283
299	94722.11808
300	94320.33657
301	94108.16094
302	93884.77801
303	93693.64244
304	93609.48547
305	93428.43191
306	93204.32219
307	93048.79364
308	92817.16873
309	92270.25239
310	92110.13784
311	91966.93849
312	91614.52552
313	91182.93416
314	91039.8892
315	90658.2432
316	90538.11288
317	90431.32976
318	90118.53505
319	89996.12137
320	89627.69872
321	89316.50533
322	89104.52979
323	88908.19004
324	88636.00321
325	88345.17873
326	88211.55417
327	88019.12663
328	87673.81505
329	87353.19525
330	87104.75649
331	86977.84421
332	86507.31346
333	86287.11982
334	86130.2848
335	85701.35262
336	85472.96031
337	85214.9313
338	84938.72998
339	84761.52531
340	84676.65365
341	84485.11899
342	84250.75154
343	84023.3013
344	83914.30115
345	83643.57212
346	83512.38797
347	83394.9738
348	83139.3703
349	82967.40335
350	82725.2268
351	82407.17618
352	82108.52195
353	82024.38359
354	81899.54545
355	81660.01329
356	81441.37371
357	81325.3482
358	81240.32216
359	81136.99119
360	81065.47249
361	80999.4754
362	80948.09169
363	80755.76076
364	80578.28905
365	80400.37244
366	80108.9305
367	79953.15009
368	79856.36025
369	79796.66822
370	79596.42267
371	79465.32797
372	79374.74088
373	79067.68684
374	78827.05164
375	78547.88618
376	78435.02401
377	78248.38016
378	77978.68784
379	77853.49713
380	77688.4167
381	77611.20752
382	77525.71291
383	77409.15819
384	77350.99798
385	77136.89461
386	76992.87752
387	76872.26943
388	76706.30453
389	76706.30453
390	76420.69205
391	76188.06186
392	76158.54712
393	76077.03498
394	75919.7942
395	75879.83743
396	75874.99586
397	75665.76405
398	75552.61689
399	75457.30894
400	75380.11577
401	75269.63956
402	75063.78807
403	74933.33331
404	74864.16058
405	74803.83504
406	74529.90805
407	74335.73443
408	74050.28138
409	73816.10457
410	73506.57787
411	73380.80911
412	73248.03116
413	73072.48695
414	73018.73331
415	72827.28036
416	72613.1693
417	72541.31981
418	72454.14618
419	72203.44808
420	72168.96999
421	71940.74456
422	71849.04467
423	71783.49136
424	71691.11288
425	71624.94465
426	71522.29034
427	71450.5049
428	71280.79306
429	70889.28873
430	70845.34824
431	70745.43247
432	70679.81276
433	70427.12798
434	70348.24328
435	70170.50342
436	70071.29942
437	69963.04119
438	69876.41638
439	69748.70669
440	69533.38373
441	69404.8661
442	69347.32394
443	69201.59312
444	69117.84653
445	69071.60586
446	68958.18794
447	68847.90063
448	68717.77563
449	68645.69329
450	68438.45097
451	68347.33597
452	68111.49116
453	67908.92505
454	67783.02071
455	67664.22706
456	67536.87214
457	67489.28435
458	67195.82985
459	67084.47464
460	67033.21677
461	66862.23847
462	66608.93283
463	66562.27243
464	66443.12123
465	66330.11568
466	66147.95832
467	66056.45016
468	65969.90167
469	65917.15339
470	65784.04195
471	65636.70156
472	65558.07507
473	65481.79524
474	65337.63173
475	65243.32177
476	65127.39854
477	65032.46097
478	64952.18271
479	64894.71219
480	64811.70982
481	64682.044
482	64458.32891
483	64312.68567
484	64142.86657
485	64047.41256
486	63966.89215
487	63742.22706
488	63637.73663
489	63561.37185
490	63508.57646
491	63468.86863
492	63387.0044
493	63250.90183
494	63107.98857
495	63062.62361
496	63031.18075
497	62860.73028
498	62768.26102
499	62618.14784
500	62524.9808
501	62470.12351
502	62394.61949
503	62371.41492
504	62306.13302
505	62193.29201
506	62147.46804
507	62038.40732
508	62001.38106
509	61916.06602
510	61694.74437
511	61612.84851
512	61477.83658
513	61393.27326
514	61261.93186
515	61189.70674
516	61082.51566
517	60913.14578
518	60801.45247
519	60739.18468
520	60682.84461
521	60614.97606
522	60485.03455
523	60427.07855
524	60405.56289
525	60270.36933
526	60208.26925
527	60161.28255
528	60124.00625
529	60053.66622
530	59994.92763
531	59923.35538
532	59856.42372
533	59761.93426
534	59683.01076
535	59606.4694
536	59491.761
537	59331.79133
538	59264.77831
539	59222.54795
540	59066.74361
541	58932.50748
542	58888.72246
543	58767.50251
544	58650.49229
545	58584.15919
546	58429.49751
547	58402.85506
548	58351.41817
549	58291.86357
550	58177.07422
551	58121.27216
552	58052.73477
553	57998.15412
554	57933.70747
555	57850.16906
556	57796.66057
557	57783.39294
558	57698.80188
559	57648.79218
560	57586.68615
561	57525.41616
562	57502.56986
563	57414.82493
564	57364.66609
565	57326.91353
566	57231.70067
567	57134.55492
568	57041.84911
569	56999.54148
570	56922.64232
571	56840.93921
572	56804.80041
573	56745.41491
574	56681.37863
575	56495.5927
576	56489.14106
577	56470.7997
578	56370.65811
579	56255.75204
580	56214.46064
581	56200.92434
582	56172.33953
583	56123.0694
584	56077.49266
585	56054.38027
586	56013.20104
587	55946.14442
588	55823.67399
589	55788.30233
590	55731.28558
591	55692.01523
592	55634.56722
593	55546.43169
594	55416.33726
595	55379.94292
596	55347.31127
597	55302.51008
598	55263.73219
599	55188.72599
600	55129.01988
601	55085.58785
602	54988.40653
603	54882.54839
604	54807.35524
605	54745.68165
606	54715.35055
607	54563.30554
608	54447.70496
609	54343.67043
610	54236.99201
611	54171.24789
612	54120.96308
613	53989.11408
614	53892.96967
615	53860.48509
616	53768.45845
617	53676.94723
618	53643.01461
619	53597.93467
620	53542.52517
621	53421.77674
622	53272.69364
623	53203.92536
624	53104.16009
625	52967.59136
626	52879.79394
627	52814.55017
628	52764.65808
629	52698.5168
630	52622.41093
631	52554.95381
632	52492.40732
633	52450.80949
634	52414.36455
635	52387.62738
636	52357.14618
637	52233.13231
638	52185.24854
639	52130.12417
640	52105.77886
641	52090.10583
642	52011.52158
643	51907.78513
644	51819.7329
645	51745.10047
646	51731.83529
647	51705.3272
648	51605.22897
649	51522.45842
650	51450.37272
651	51376.30642
652	51286.03746
653	51202.91548
654	51175.43787
655	51123.17235
656	51067.70618
657	51011.90954
658	50910.51826
659	50869.93286
660	50806.43336
661	50759.25022
662	50742.35814
663	50699.01609
664	50669.74745
665	50618.09257
666	50578.36317
667	50546.14087
668	50522.71104
669	50501.41607
670	50453.78753
671	50422.91173
672	50371.86415
673	50310.55825
674	50279.81571
675	50241.85778
676	50192.39789
677	50152.83219
678	50116.46622
679	50093.38511
680	50056.94445
681	49930.98849
682	49869.69186
683	49841.06733
684	49796.7053
685	49677.4539
686	49647.48108
687	49567.33799
688	49444.42625
689	49405.04063
690	49343.66565
691	49314.06407
692	49215.04719
693	49115.19398
694	49054.67035
695	49037.91345
696	49000.60408
697	48962.12357
698	48941.54557
699	48902.0607
700	48852.83923
701	48787.3127
702	48707.63945
703	48671.75635
704	48623.38118
705	48530.94039
706	48498.02758
707	48466.1162
708	48418.40922
709	48380.37186
710	48304.90809
711	48272.66848
712	48219.54009
713	48189.72784
714	48141.08319
715	48070.04162
716	48037.06112
717	47981.65644
718	47825.46871
719	47813.84926
720	47698.65487
721	47645.72833
722	47622.63405
723	47517.7928
724	47493.76499
725	47459.4943
726	47429.1564
727	47377.77492
728	47352.59798
729	47322.83101
730	47296.09831
731	47249.67476
732	47197.57735
733	47173.98982
734	47139.98968
735	47069.92935
736	47025.14252
737	46996.05929
738	46935.55512
739	46893.33568
740	46890.66135
741	46832.99978
742	46809.14658
743	46771.25898
744	46745.48597
745	46706.20361
746	46654.85492
747	46605.97854
748	46588.56719
749	46563.85439
750	46540.48
751	46477.14212
752	46445.85351
753	46400.25298
754	46334.317
755	46279.98901
756	46246.54751
757	46181.19929
758	46133.28336
759	46100.60273
760	46079.90666
761	46054.54577
762	46029.22787
763	45963.88076
764	45946.8597
765	45920.06114
766	45888.81038
767	45871.26944
768	45805.83941
769	45773.25432
770	45771.60349
771	45745.90969
772	45718.45128
773	45666.6923
774	45635.37905
775	45611.6924
776	45580.03122
777	45558.72697
778	45516.53001
779	45433.90291
780	45399.46281
781	45373.23026
782	45360.2382
783	45329.86471
784	45241.27436
785	45216.2093
786	45171.75615
787	45150.02967
788	45121.60576
789	45062.04535
790	45040.28556
791	45013.44302
792	44950.98466
793	44931.21938
794	44872.82083
795	44854.45294
796	44785.35317
797	44756.85452
798	44687.27322
799	44638.53434
800	44610.39486
801	44586.90376
802	44554.34229
803	44529.01156
804	44462.08839
805	44423.60766
806	44394.96231
807	44357.04822
808	44334.01311
809	44312.1765
810	44298.36056
811	44260.6377
812	44241.93056
813	44197.96161
814	44168.19142
815	44098.12433
816	44085.18211
817	44054.44385
818	44035.69288
819	44006.25105
820	43967.88987
821	43958.92129
822	43935.80706
823	43912.4253
824	43868.08308
825	43804.14039
826	43770.0017
827	43736.85012
828	43717.59424
829	43692.31395
830	43672.6172
831	43616.62355
832	43613.65719
833	43600.91021
834	43585.99538
835	43555.35647
836	43517.30555
837	43485.81162
838	43439.76425
839	43409.11355
840	43388.76865
841	43346.45569
842	43314.37883
843	43269.59222
844	43198.76143
845	43177.41301
846	43158.03408
847	43102.86908
848	43102.86908
849	43074.96529
850	43069.22144
851	43043.07855
852	43034.62996
853	43014.59244
854	42991.91253
855	42923.00323
856	42902.75037
857	42883.99212
858	42874.60697
859	42847.42488
860	42824.30318
861	42754.53541
862	42744.84453
863	42713.10293
864	42685.39627
865	42668.00341
866	42646.5687
867	42611.54356
868	42588.90309
869	42579.07507
870	42567.08101
871	42531.54829
872	42482.03903
873	42441.62329
874	42389.9194
875	42325.01695
876	42308.28855
877	42292.29365
878	42271.22129
879	42229.71283
880	42216.57874
881	42181.22213
882	42122.42417
883	42103.11755
884	42040.09327
885	42025.22682
886	41965.15541
887	41926.1001
888	41922.14955
889	41906.06627
890	41795.11517
891	41770.63361
892	41735.33103
893	41709.07873
894	41675.23797
895	41667.456
896	41618.32491
897	41576.10175
898	41542.11568
899	41483.68533
900	41456.23741
901	41432.42809
902	41398.22042
903	41317.28295
904	41280.78335
905	41260.12573
906	41230.2686
907	41220.33214
908	41204.30625
909	41180.86716
910	41165.47852
911	41149.48118
912	41130.35127
913	41113.13397
914	41095.69235
915	41043.9235
916	41017.48502
917	41007.3302
918	40990.13872
919	40949.24408
920	40924.97491
921	40885.82601
922	40870.26998
923	40848.17066
924	40819.42128
925	40804.69618
926	40785.92669
927	40765.50497
928	40741.84489
929	40708.6375
930	40660.42014
931	40611.58258
932	40583.35031
933	40547.84545
934	40518.81562
935	40499.92479
936	40419.92216
937	40403.3669
938	40377.38522
939	40352.59363
940	40308.634
941	40285.56178
942	40269.61836
943	40251.59874
944	40227.70786
945	40197.42166
946	40169.40022
947	40129.16408
948	40109.84559
949	40090.76638
950	40054.67137
951	40033.55839
952	40023.76193
953	40001.68287
954	39986.24899
955	39952.98615
956	39930.67321
957	39898.01613
958	39881.9731
959	39845.15774
960	39827.62176
961	39800.67272
962	39763.858
963	39749.00091
964	39730.42706
965	39706.85903
966	39686.44634
967	39669.17983
968	39649.53202
969	39608.51866
970	39548.66126
971	39527.24399
972	39493.83786
973	39449.03748
974	39441.20648
975	39425.8901
976	39415.99201
977	39390.03066
978	39363.89291
979	39342.80841
980	39327.7744
981	39294.85874
982	39234.12495
983	39214.45116
984	39199.04646
985	39181.92838
986	39168.2753
987	39155.68615
988	39134.42415
989	39101.65389
990	39072.21715
991	39045.94357
992	39025.25373
993	38987.91556
994	38974.01475
995	38953.55327
996	38940.70243
997	38890.90668
998	38865.69301
999	38839.53442
1000	38820.13665
1001	38789.22807
1002	38778.87111
1003	38758.46373
1004	38731.03969
1005	38691.24148
1006	38675.22413
1007	38665.01153
1008	38628.20902
1009	38597.27131
1010	38582.05162
1011	38557.63051
1012	38546.90937
1013	38532.48659
1014	38498.87593
1015	38438.6061
1016	38399.71657
1017	38375.99153
1018	38332.23865
1019	38319.17089
1020	38285.03534
1021	38250.44988
1022	38219.12
1023	38199.86074
1024	38183.63663
1025	38173.71573
1026	38159.67335
1027	38152.42885
1028	38130.7197
1029	38112.33513
1030	38099.3668
1031	38078.17531
1032	38049.06663
1033	38021.42232
1034	38005.16293
1035	37994.95753
1036	37930.85431
1037	37916.31075
1038	37903.93003
1039	37874.48361
1040	37862.97715
1041	37848.10205
1042	37829.29437
1043	37804.96191
1044	37783.90157
1045	37755.72311
1046	37747.04579
1047	37694.46009
1048	37644.95888
1049	37613.46392
1050	37588.18174
1051	37579.80386
1052	37565.34969
1053	37555.98165
1054	37538.93378
1055	37535.97799
1056	37494.55417
1057	37469.99887
1058	37456.2227
1059	37437.50165
1060	37411.52976
1061	37390.11294
1062	37372.04489
1063	37366.13442
1064	37342.68622
1065	37332.974
1066	37319.91352
1067	37312.07349
1068	37299.06038
1069	37286.00939
1070	37271.30129
1071	37255.02959
1072	37239.15912
1073	37205.15342
1074	37168.39855
1075	37156.4695
1076	37148.40132
1077	37128.18317
1078	37114.86179
1079	37077.95592
1080	37064.51281
1081	37062.59464
1082	37046.7384
1083	37036.13828
1084	37022.76806
1085	37007.51941
1086	36978.68434
1087	36950.21147
1088	36922.5401
1089	36911.44205
1090	36887.51875
1091	36832.4811
1092	36808.11794
1093	36800.07261
1094	36787.95188
1095	36755.37113
1096	36733.35796
1097	36727.48408
1098	36677.75436
1099	36663.40772
1100	36649.61835
1101	36629.31701
1102	36618.05781
1103	36603.47884
1104	36592.85484
1105	36578.67041
1106	36548.24609
1107	36504.01428
1108	36492.25117
1109	36473.37108
1110	36467.4408
1111	36446.21071
1112	36420.87774
1113	36402.01378
1114	36384.60196
1115	36364.32495
1116	36340.52251
1117	36324.73917
1118	36296.7151
1119	36285.4916
1120	36255.43639
1121	36239.69182
1122	36203.35685
1123	36185.49153
1124	36176.30494
1125	36166.17186
1126	36116.124
1127	36075.14832
1128	36055.02401
1129	36047.29803
1130	36006.47571
1131	35976.57744
1132	35965.51898
1133	35958.551
1134	35944.38447
1135	35932.87824
1136	35910.70459
1137	35891.8286
1138	35880.20777
1139	35843.69116
1140	35812.569
1141	35791.81436
1142	35775.90905
1143	35767.1389
1144	35752.04645
1145	35741.09016
1146	35733.03469
1147	35703.47876
1148	35692.56603
1149	35685.01232
1150	35672.12884
1151	35661.61604
1152	35644.74764
1153	35627.44913
1154	35615.9176
1155	35605.2627
1156	35590.21624
1157	35580.44006
1158	35559.38616
1159	35538.652
1160	35529.50354
1161	35516.94214
1162	35504.19488
1163	35475.20141
1164	35465.69609
1165	35426.6531
1166	35416.58337
1167	35387.24681
1168	35362.54069
1169	35341.10649
1170	35319.01654
1171	35303.65035
1172	35297.12753
1173	35269.58943
1174	35245.00618
1175	35241.35464
1176	35209.02023
1177	35189.61842
1178	35156.02127
1179	35146.07946
1180	35129.58663
1181	35109.13291
1182	35093.41337
1183	35081.53309
1184	35046.83376
1185	35024.47734
1186	35007.56222
1187	34994.016
1188	34992.72947
1189	34969.67312
1190	34967.32766
1191	34958.64818
1192	34934.48559
1193	34906.83965
1194	34886.05221
1195	34875.88132
1196	34861.80624
1197	34851.03003
1198	34836.50648
1199	34824.88894
1200	34812.71068
1201	34799.20231
1202	34781.90379
1203	34763.14829
1204	34731.178
1205	34723.88902
1206	34715.10781
1207	34708.12521
1208	34689.81378
1209	34681.22604
1210	34667.91251
1211	34653.47939
1212	34642.03045
1213	34616.29319
1214	34584.01261
1215	34566.77148
1216	34553.32612
1217	34539.03854
1218	34525.09254
1219	34519.19938
1220	34492.36206
1221	34475.87874
1222	34473.05596
1223	34463.94619
1224	34445.75466
1225	34431.28011
1226	34411.48526
1227	34400.17861
1228	34382.02516
1229	34353.79537
1230	34346.00991
1231	34316.99358
1232	34307.33343
1233	34294.58882
1234	34286.55829
1235	34274.03919
1236	34257.67147
1237	34247.5582
1238	34241.58207
1239	34232.41134
1240	34211.06995
1241	34186.10047
1242	34174.57871
1243	34164.48061
1244	34156.05599
1245	34142.35288
1246	34137.19066
1247	34124.61933
1248	34094.03772
1249	34068.76228
1250	34056.65572
1251	34047.04525
1252	34026.23182
1253	33993.94868
1254	33985.99106
1255	33953.75492
1256	33944.63779
1257	33934.01178
1258	33920.45438
1259	33913.03215
1260	33885.43832
1261	33867.22948
1262	33854.08913
1263	33841.20083
1264	33833.05045
1265	33824.81904
1266	33800.22156
1267	33790.99087
1268	33775.23399
1269	33769.93793
1270	33756.55458
1271	33747.11481
1272	33736.15803
1273	33731.96365
1274	33718.27912
1275	33708.68773
1276	33680.47336
1277	33667.00142
1278	33654.57108
1279	33616.71779
1280	33604.63105
1281	33596.05495
1282	33562.28133
1283	33521.10287
1284	33483.72468
1285	33479.79301
1286	33468.13723
1287	33458.93431
1288	33423.55218
1289	33415.26614
1290	33404.70456
1291	33367.97209
1292	33346.94623
1293	33321.11036
1294	33287.76442
1295	33280.21485
1296	33269.67774
1297	33244.25723
1298	33228.7645
1299	33213.17898
1300	33174.30258
1301	33161.43116
1302	33158.20241
1303	33147.75086
1304	33132.07113
1305	33099.58684
1306	33097.93016
1307	33085.47243
1308	33075.64379
1309	33050.89526
1310	33043.53211
1311	33027.01081
1312	33019.7449
1313	33005.28137
1314	32985.99513
1315	32980.37016
1316	32960.88919
1317	32933.70296
1318	32917.03022
1319	32887.74411
1320	32862.55636
1321	32847.30994
1322	32832.03265
1323	32802.58589
1324	32776.92309
1325	32758.99386
1326	32752.23155
1327	32745.20227
1328	32712.73814
1329	32692.01801
1330	32682.68741
1331	32672.39194
1332	32645.696
1333	32634.77206
1334	32623.00535
1335	32615.72198
1336	32607.7974
1337	32595.08508
1338	32584.34405
1339	32565.52544
1340	32540.74353
1341	32531.80879
1342	32511.79252
1343	32503.07054
1344	32487.34264
1345	32456.86099
1346	32452.05889
1347	32439.8175
1348	32386.48869
1349	32374.512
1350	32362.469
1351	32340.06692
1352	32331.35883
1353	32319.8984
1354	32308.23512
1355	32289.77732
1356	32274.14414
1357	32264.38336
1358	32257.88419
1359	32249.11521
1360	32241.78911
1361	32231.12396
1362	32201.91815
1363	32181.26144
1364	32175.62642
1365	32171.25558
1366	32159.44049
1367	32141.24141
1368	32124.91787
1369	32112.82999
1370	32107.66793
1371	32098.35912
1372	32081.97827
1373	32073.55734
1374	32047.72455
1375	32025.3984
1376	32004.30023
1377	31989.00373
1378	31967.58585
1379	31957.98768
1380	31946.84026
1381	31934.80458
1382	31924.80289
1383	31914.33524
1384	31904.02432
1385	31896.30063
1386	31882.67356
1387	31873.3208
1388	31866.51478
1389	31853.67857
1390	31829.95591
1391	31803.03352
1392	31790.88929
1393	31784.21504
1394	31780.93829
1395	31768.18031
1396	31756.79363
1397	31747.39581
1398	31732.86384
1399	31725.14767
1400	31717.12413
1401	31709.98438
1402	31697.17956
1403	31684.24632
1404	31673.81605
1405	31668.14799
1406	31662.81563
1407	31645.61917
1408	31617.27035
1409	31588.594
1410	31568.90616
1411	31560.06051
1412	31532.37139
1413	31526.76745
1414	31496.39254
1415	31496.3115
1416	31474.34204
1417	31455.66043
1418	31422.71492
1419	31405.80825
1420	31395.09061
1421	31386.94171
1422	31379.63236
1423	31370.4697
1424	31362.4048
1425	31354.5849
1426	31350.68262
1427	31348.15744
1428	31320.32245
1429	31306.40744
1430	31300.20848
1431	31279.94134
1432	31256.33847
1433	31245.96329
1434	31224.28479
1435	31210.50012
1436	31204.14797
1437	31196.5376
1438	31192.08241
1439	31174.953
1440	31163.87688
1441	31155.80184
1442	31116.54516
1443	31096.70042
1444	31085.47857
1445	31078.42571
1446	31063.18856
1447	31056.42358
1448	31048.09286
1449	31042.03083
1450	31032.1121
1451	31015.8658
1452	30986.19682
1453	30971.16323
1454	30948.28844
1455	30938.07859
1456	30914.58066
1457	30888.2691
1458	30867.12577
1459	30844.80627
1460	30834.91582
1461	30826.86048
1462	30811.49966
1463	30807.29985
1464	30800.1983
1465	30774.93645
1466	30773.78451
1467	30765.39911
1468	30738.02142
1469	30724.90937
1470	30716.0439
1471	30708.83772
1472	30698.64434
1473	30683.85297
1474	30679.16003
1475	30662.77248
1476	30645.12282
1477	30642.53332
1478	30631.21436
1479	30621.47543
1480	30612.53694
1481	30591.96277
1482	30578.35407
1483	30566.96584
1484	30526.42817
1485	30517.33
1486	30513.89882
1487	30504.86011
1488	30504.57041
1489	30497.63268
1490	30489.25576
1491	30466.14408
1492	30459.84617
1493	30452.20907
1494	30440.37562
1495	30431.39254
1496	30421.71148
1497	30412.61046
1498	30407.387
1499	30399.879
1500	30388.10795
1501	30370.21983
1502	30358.20146
1503	30345.16495
1504	30327.90343
1505	30312.13241
1506	30287.50156
1507	30284.50723
1508	30275.12138
1509	30256.57722
1510	30249.13979
1511	30238.72472
1512	30217.46418
1513	30210.80749
1514	30202.15273
1515	30195.45577
1516	30189.67905
1517	30183.25468
1518	30171.75289
1519	30167.52665
1520	30163.07856
1521	30140.43358
1522	30113.77735
1523	30091.62731
1524	30071.04556
1525	30049.29018
1526	30040.40697
1527	30033.47631
1528	30027.84385
1529	30020.53294
1530	30013.22803
1531	29992.87713
1532	29985.51706
1533	29978.083
1534	29972.86812
1535	29964.4945
1536	29945.44719
1537	29935.83856
1538	29925.43246
1539	29919.46196
1540	29909.70883
1541	29902.76207
1542	29897.19093
1543	29889.71046
1544	29858.75078
1545	29851.39043
1546	29842.00447
1547	29831.99601
1548	29821.30849
1549	29815.4146
1550	29807.55184
1551	29793.30107
1552	29786.0637
1553	29776.3399
1554	29770.94057
1555	29765.82938
1556	29741.31292
1557	29730.21338
1558	29725.30738
1559	29705.88967
1560	29688.4162
1561	29672.43828
1562	29653.03866
1563	29649.10383
1564	29643.86913
1565	29633.2097
1566	29631.6483
1567	29621.61557
1568	29600.75994
1569	29578.96925
1570	29565.03165
1571	29560.17207
1572	29541.66708
1573	29524.01703
1574	29516.3902
1575	29503.38717
1576	29491.75952
1577	29485.01678
1578	29472.49778
1579	29457.42988
1580	29445.35922
1581	29438.81128
1582	29420.83441
1583	29415.53339
1584	29398.43477
1585	29375.92614
1586	29363.75331
1587	29358.56523
1588	29348.25481
1589	29344.37487
1590	29324.60523
1591	29297.19412
1592	29293.02956
1593	29285.10192
1594	29276.03055
1595	29272.65432
1596	29263.55269
1597	29257.91425
1598	29252.41975
1599	29235.71787
1600	29224.03977
1601	29220.88684
1602	29215.31205
1603	29208.32501
1604	29197.05663
1605	29193.23955
1606	29171.47687
1607	29167.52547
1608	29151.16552
1609	29132.31716
1610	29113.3224
1611	29093.62121
1612	29071.68223
1613	29056.98367
1614	29046.94429
1615	29036.63797
1616	29032.70197
1617	29027.01657
1618	29012.29135
1619	29006.44903
1620	28993.49986
1621	28985.02376
1622	28972.24606
1623	28962.43449
1624	28954.49791
1625	28941.0597
1626	28928.58155
1627	28912.32814
1628	28899.64179
1629	28888.5584
1630	28876.02845
1631	28860.90289
1632	28843.51645
1633	28831.90064
1634	28824.07777
1635	28809.80611
1636	28804.69766
1637	28786.42603
1638	28772.15121
1639	28766.52049
1640	28745.70942
1641	28738.59575
1642	28724.132
1643	28709.58794
1644	28703.4627
1645	28700.70394
1646	28683.87362
1647	28676.98995
1648	28666.11466
1649	28658.39403
1650	28638.7542
1651	28628.99109
1652	28624.35136
1653	28615.31811
1654	28597.56076
1655	28584.89702
1656	28574.65125
1657	28564.41863
1658	28553.93719
1659	28534.7871
1660	28526.54526
1661	28513.46027
1662	28507.10003
1663	28500.15514
1664	28487.56086
1665	28484.55792
1666	28474.00461
1667	28452.89236
1668	28430.61304
1669	28425.08927
