longitude,latitude,time,u10,v10,d2m,t2m,cdir,rsn,stl4,tcc,tp,fdir
126.4,34.74,2017-01-01 06:00:00,-0.005989313,0.6714258,276.07333,283.1325,1163070.4,99.999985,283.75986,0.04016298,0.0,1125274.0
126.4,34.74,2017-01-01 07:00:00,-0.58802235,0.10923374,275.87573,283.03958,751646.8,99.999985,283.75986,0.061175287,0.0,747295.3
126.4,34.74,2017-01-01 08:00:00,-0.6035825,-0.03690076,276.1261,281.98737,283223.5,99.999985,283.7574,0.021561652,0.0,281515.44
126.4,34.74,2017-01-01 09:00:00,-0.029119253,0.26778257,276.7778,281.82928,14437.375,99.999985,283.75647,0.00035098195,0.0,14410.5
126.4,34.74,2017-01-01 10:00:00,1.1757395,0.44193792,276.70483,280.78445,0.0,99.999985,283.90698,0.017487377,0.0,0.125
126.4,34.74,2017-01-01 11:00:00,1.4739053,0.67745566,277.0871,280.46997,0.0,99.999985,283.9042,0.01493904,0.0,0.125
126.4,34.74,2017-01-01 12:00:00,1.0319135,0.49939847,277.52103,280.26825,0.0,99.999985,283.9039,0.0932965,0.0,0.125
126.4,34.74,2017-01-01 13:00:00,-0.24149406,0.44867706,277.78317,280.04785,0.0,99.999985,283.90173,0.040636003,0.0,0.125
126.4,34.74,2017-01-01 14:00:00,-0.59180725,0.47563386,277.7888,279.49084,0.0,99.999985,283.89957,0.12138921,0.0,0.125
126.4,34.74,2017-01-01 15:00:00,-1.319769,0.22734725,277.49802,278.80978,0.0,99.999985,283.89832,0.55559796,0.0,0.125
126.4,34.74,2017-01-01 16:00:00,-1.824422,0.24366319,277.4593,278.43753,0.0,99.999985,283.89618,0.99598676,0.0,0.125
126.4,34.74,2017-01-01 17:00:00,-1.8315712,0.35574698,277.79102,278.6347,0.0,99.999985,283.8937,0.9997101,0.0,0.125
126.4,34.74,2017-01-01 18:00:00,-1.682278,0.40185738,277.7405,278.72537,0.0,99.999985,283.89307,0.9859155,0.0,0.125
126.4,34.74,2017-01-01 19:00:00,-1.5922816,0.30147862,277.71582,278.8744,0.0,99.999985,283.89124,0.93255305,2.7066097e-05,0.125
126.4,34.74,2017-01-01 20:00:00,-1.6133089,-0.06704986,277.8466,279.07837,0.0,99.999985,283.8906,0.72655,1.2282282e-05,0.125
126.4,34.74,2017-01-02 06:00:00,2.5732074,-0.9129981,279.37286,284.0493,1103782.8,99.999985,283.8739,0.28651214,0.0,667880.44
126.4,34.74,2017-01-02 07:00:00,2.4693332,-1.3893539,279.71753,283.9388,720799.9,99.999985,283.87143,0.32435566,0.0,518145.8
126.4,34.74,2017-01-02 08:00:00,2.1215432,-1.4684509,280.0212,283.13138,271192.44,99.999985,283.87082,0.48297805,2.2724271e-07,214188.0
126.4,34.74,2017-01-02 09:00:00,2.0845354,-1.8405262,280.04593,282.62766,13924.5,99.999985,283.86896,0.34394884,1.3648532e-06,9528.375
126.4,34.74,2017-01-02 10:00:00,2.3124704,-2.3335526,280.22668,281.70123,0.0,99.999985,283.96136,0.39961547,4.094094e-06,0.125
126.4,34.74,2017-01-02 11:00:00,2.4785852,-2.8858132,280.36646,281.52728,0.0,99.999985,283.9589,0.5797232,1.8193386e-06,0.125
126.4,34.74,2017-01-02 12:00:00,2.3747106,-3.68104,280.1436,281.13632,0.0,99.999985,283.95706,0.3218531,3.639143e-06,0.125
126.4,34.74,2017-01-02 13:00:00,1.8061352,-3.862644,279.63727,280.8292,0.0,99.999985,283.95642,0.24227488,1.3648532e-06,0.125
126.4,34.74,2017-01-02 14:00:00,1.5193241,-3.9984922,278.63922,280.06427,0.0,99.999985,283.95395,0.08411029,4.5495108e-07,0.125
126.4,34.74,2017-01-02 15:00:00,1.455822,-4.1623616,277.98526,279.64896,0.0,99.999985,283.95148,0.16477194,2.047047e-06,0.125
126.4,34.74,2017-01-02 16:00:00,1.7148771,-4.451083,277.2875,279.46082,0.0,99.999985,283.95087,0.27026078,1.5920959e-06,0.125
126.4,34.74,2017-01-02 17:00:00,1.8797305,-4.889487,276.4921,278.98715,0.0,99.999985,283.9493,0.33140555,1.3648532e-06,0.125
126.4,34.74,2017-01-02 18:00:00,1.8465073,-5.0764112,276.1407,278.87552,0.0,99.999985,283.94778,0.3820518,9.0990216e-07,0.125
126.4,34.74,2017-01-02 19:00:00,1.642123,-5.0370398,275.8572,278.90158,0.0,99.999985,283.94592,0.22004181,9.0990216e-07,0.125
126.4,34.74,2017-01-02 20:00:00,1.1576562,-4.812518,275.22852,278.37915,0.0,99.999985,283.9453,0.04821998,0.0,0.125
126.4,34.74,2017-01-03 06:00:00,1.3502653,-3.2302222,274.45724,281.72446,1234389.0,99.999985,283.92862,0.0,0.0,1234533.4
126.4,34.74,2017-01-03 07:00:00,1.4423645,-3.0787673,274.43985,281.6593,800757.25,99.999985,283.92676,0.0,0.0,800763.56
126.4,34.74,2017-01-03 08:00:00,1.4129264,-2.5045156,274.55154,280.64676,311151.44,99.999985,283.92523,0.0,0.0,311123.75
126.4,34.74,2017-01-03 09:00:00,1.785949,-2.556656,274.7727,279.84216,18381.875,99.999985,283.92337,0.0,0.0,18387.25
126.4,34.74,2017-01-03 10:00:00,1.6631501,-2.604185,274.79742,278.6857,0.0,99.999985,283.91812,0.0,0.0,0.125
126.4,34.74,2017-01-03 11:00:00,1.9924362,-2.0888128,274.63855,278.28568,0.0,99.999985,283.91718,0.0,0.0,0.125
126.4,34.74,2017-01-03 12:00:00,2.3149934,-1.9167857,274.75027,278.4177,0.0,99.999985,283.9144,0.0,0.0,0.125
126.4,34.74,2017-01-03 13:00:00,2.3503194,-2.1193166,274.8311,278.4222,0.0,99.999985,283.9141,0.0,0.0,0.125
126.4,34.74,2017-01-03 14:00:00,1.7867901,-2.3012753,274.78226,278.07147,0.0,99.999985,283.91132,0.0,0.0,0.125
126.4,34.74,2017-01-03 15:00:00,1.4045155,-2.4772043,274.76205,277.76495,0.0,99.999985,283.90976,0.4373827,0.0,0.125
126.4,34.74,2017-01-03 16:00:00,1.1883559,-2.47614,274.99667,277.77344,0.0,99.999985,283.90915,0.7255123,0.0,0.125
126.4,34.74,2017-01-03 17:00:00,0.95705676,-2.6424923,275.02924,277.49695,0.0,99.999985,283.90854,0.6282331,0.0,0.125
126.4,34.74,2017-01-03 18:00:00,0.7577188,-2.9074497,275.16284,277.50146,0.0,99.999985,283.90573,0.8154365,0.0,0.125
126.4,34.74,2017-01-03 19:00:00,0.51001835,-3.0273366,275.26782,277.4074,0.0,99.999985,283.9042,0.76128054,0.0,0.125
126.4,34.74,2017-01-03 20:00:00,0.23330021,-2.9535599,275.4233,277.4363,0.0,99.999985,283.90326,0.6204202,0.0,0.125
126.4,34.74,2017-01-04 06:00:00,1.0424271,-3.1330357,277.4559,282.89227,1178572.8,99.999985,283.88907,0.9994049,0.0,599135.6
126.4,34.74,2017-01-04 07:00:00,1.112658,-3.3384044,277.46658,282.8033,770383.75,99.999985,283.88907,0.9997101,0.0,404240.38
126.4,34.74,2017-01-04 08:00:00,1.2682593,-3.4590008,277.42953,281.9205,298725.88,99.999985,283.8866,0.98910475,0.0,101306.25
126.4,34.74,2017-01-04 09:00:00,1.0630338,-3.828948,278.05093,281.2638,18184.75,99.999985,283.8838,0.99920654,0.0,2756.25
126.4,34.74,2017-01-04 10:00:00,0.4397874,-3.9960093,277.92517,280.27054,0.0,99.999985,283.96323,0.98625124,0.0,0.125
126.4,34.74,2017-01-04 11:00:00,0.1962924,-3.9658604,277.73825,279.90393,0.0,99.999985,283.96262,0.8451925,0.0,0.125
126.4,34.74,2017-01-04 12:00:00,0.34095955,-3.9459975,277.4009,279.6937,0.0,99.999985,283.9623,0.9954374,0.0,0.125
126.4,34.74,2017-01-04 13:00:00,0.22825384,-4.1017084,277.04053,279.54977,0.0,99.999985,283.95953,0.9979094,0.0,0.125
126.4,34.74,2017-01-04 14:00:00,0.030177474,-4.7962017,276.48535,279.0353,0.0,99.999985,283.95767,0.9996033,0.0,0.125
126.4,34.74,2017-01-04 15:00:00,-1.0316963,-5.1076245,275.97845,278.73444,0.0,99.999985,283.95706,1.0,0.0,0.125
126.4,34.74,2017-01-04 16:00:00,-1.7634431,-5.244182,275.384,278.497,0.0,99.999985,283.9546,1.0,0.0,0.125
126.4,34.74,2017-01-04 17:00:00,-1.9699302,-5.039878,274.60992,278.1712,0.0,99.999985,283.95395,1.0,0.0,0.125
126.4,34.74,2017-01-04 18:00:00,-2.4771063,-4.7518654,274.10696,278.01028,0.0,99.999985,283.95178,1.0,0.0,0.125
126.4,34.74,2017-01-04 19:00:00,-2.6327076,-4.460305,273.92004,277.85278,0.0,99.999985,283.95148,1.0,0.0,0.125
