지점,1시간평균 미세먼지농도(㎍/㎥)
156.0,94.0
156.0,99.0
156.0,96.0
156.0,101.0
156.0,98.0
156.0,107.0
156.0,109.0
156.0,121.0
156.0,136.0
156.0,133.0
156.0,131.0
156.0,122.0
156.0,122.0
156.0,119.0
156.0,121.0
156.0,116.0
156.0,116.0
156.0,131.0
156.0,119.0
156.0,71.0
156.0,70.0
156.0,71.0
156.0,80.0
156.0,79.0
156.0,78.0
156.0,68.0
156.0,55.0
156.0,59.0
156.0,52.0
156.0,49.0
156.0,48.0
156.0,63.0
156.0,56.0
156.0,63.0
156.0,61.0
156.0,58.0
156.0,58.0
156.0,60.0
156.0,57.0
156.0,55.0
156.0,70.0
156.0,64.0
156.0,58.0
156.0,58.0
156.0,58.0
156.0,61.0
156.0,64.0
156.0,72.0
156.0,61.0
156.0,54.0
156.0,43.0
156.0,35.0
156.0,32.0
156.0,32.0
156.0,26.0
156.0,26.0
156.0,35.0
156.0,39.0
156.0,44.0
156.0,42.0
156.0,39.0
156.0,41.0
156.0,36.0
156.0,39.0
156.0,40.0
156.0,50.0
156.0,50.0
156.0,52.0
156.0,53.0
156.0,58.0
156.0,56.0
156.0,50.0
156.0,56.0
156.0,62.0
156.0,53.0
156.0,53.0
156.0,59.0
156.0,51.0
156.0,46.0
156.0,46.0
156.0,33.0
156.0,45.0
156.0,57.0
156.0,53.0
156.0,56.0
156.0,61.0
156.0,67.0
156.0,73.0
156.0,80.0
156.0,91.0
156.0,102.0
156.0,116.0
156.0,116.0
156.0,115.0
156.0,121.0
156.0,124.0
156.0,118.0
156.0,119.0
156.0,103.0
156.0,90.0
156.0,84.0
156.0,95.0
156.0,106.0
156.0,115.0
156.0,129.0
156.0,129.0
156.0,126.0
156.0,124.0
156.0,111.0
156.0,104.0
156.0,102.0
156.0,106.0
156.0,111.0
156.0,110.0
156.0,118.0
156.0,110.0
156.0,111.0
156.0,116.0
156.0,107.0
156.0,104.0
156.0,103.0
156.0,95.0
156.0,95.0
156.0,97.0
156.0,102.0
156.0,101.0
156.0,101.0
156.0,99.0
156.0,121.0
156.0,120.0
156.0,116.0
156.0,113.0
156.0,104.0
156.0,96.0
156.0,98.0
156.0,79.0
156.0,84.0
156.0,91.0
156.0,63.0
156.0,33.0
156.0,41.0
156.0,54.0
156.0,53.0
156.0,66.0
156.0,83.0
156.0,86.0
156.0,71.0
156.0,60.0
156.0,56.0
156.0,55.0
156.0,49.0
156.0,40.0
156.0,44.0
156.0,46.0
156.0,50.0
156.0,61.0
156.0,63.0
156.0,54.0
156.0,56.0
156.0,43.0
156.0,35.0
156.0,41.0
156.0,39.0
156.0,43.0
156.0,49.0
156.0,44.0
156.0,41.0
156.0,41.0
156.0,36.0
156.0,32.0
156.0,20.0
156.0,17.0
156.0,15.0
156.0,10.0
156.0,17.0
156.0,11.0
156.0,22.0
156.0,20.0
156.0,25.0
156.0,25.0
156.0,26.0
156.0,27.0
156.0,26.0
156.0,26.0
156.0,44.0
156.0,45.0
156.0,54.0
156.0,38.0
156.0,42.0
156.0,43.0
156.0,42.0
156.0,49.0
156.0,52.0
156.0,46.0
156.0,31.0
156.0,14.0
156.0,11.0
156.0,7.0
156.0,10.0
156.0,12.0
156.0,16.0
156.0,27.0
156.0,21.0
156.0,24.0
156.0,23.0
156.0,15.0
156.0,27.0
156.0,25.0
156.0,39.0
156.0,43.0
156.0,42.0
156.0,32.0
156.0,34.0
156.0,43.0
156.0,44.0
156.0,39.0
156.0,34.0
156.0,28.0
156.0,26.0
156.0,17.0
156.0,13.0
156.0,8.0
156.0,7.0
156.0,5.0
156.0,3.0
156.0,5.0
156.0,7.0
156.0,8.0
156.0,7.0
156.0,6.0
156.0,5.0
156.0,4.0
156.0,3.0
156.0,4.0
156.0,3.0
156.0,6.0
156.0,9.0
156.0,11.0
156.0,8.0
156.0,9.0
156.0,12.0
156.0,11.0
156.0,14.0
156.0,12.0
156.0,6.0
156.0,9.0
156.0,10.0
156.0,13.0
156.0,14.0
156.0,14.0
156.0,12.0
156.0,17.0
156.0,17.0
156.0,19.0
156.0,17.0
156.0,24.0
156.0,31.0
156.0,27.0
156.0,23.0
156.0,25.0
156.0,20.0
156.0,25.0
156.0,21.0
156.0,10.0
156.0,13.0
156.0,17.0
156.0,14.0
156.0,7.0
156.0,9.0
156.0,14.0
156.0,14.0
156.0,23.0
156.0,17.0
156.0,22.0
156.0,30.0
156.0,39.0
156.0,35.0
156.0,43.0
156.0,50.0
156.0,49.0
156.0,54.0
156.0,53.0
156.0,52.0
156.0,48.0
156.0,53.0
156.0,54.0
156.0,66.0
156.0,56.0
156.0,54.0
156.0,27.0
156.0,20.666666666666664
156.0,14.333333333333332
156.0,8.0
156.0,10.0
156.0,9.0
156.0,16.0
156.0,9.0
156.0,10.0
156.0,11.0
156.0,11.0
156.0,15.0
156.0,23.0
156.0,29.0
156.0,23.0
156.0,30.0
156.0,30.0
156.0,32.0
156.0,36.0
156.0,36.0
156.0,33.0
156.0,28.0
156.0,30.0
156.0,30.0
156.0,28.0
156.0,20.0
156.0,17.0
156.0,16.0
156.0,16.0
156.0,23.0
156.0,18.0
156.0,22.0
156.0,20.0
156.0,21.0
156.0,18.0
156.0,24.0
156.0,23.0
156.0,22.0
156.0,39.0
156.0,41.0
156.0,45.0
156.0,41.0
156.0,42.0
156.0,39.0
156.0,45.0
156.0,50.0
156.0,48.0
156.0,47.0
156.0,39.0
156.0,22.0
156.0,12.0
156.0,10.0
156.0,13.0
156.0,17.0
156.0,18.0
156.0,20.0
156.0,17.0
156.0,23.0
156.0,19.0
156.0,17.0
156.0,13.0
156.0,13.0
156.0,17.0
156.0,22.0
156.0,26.0
156.0,37.0
156.0,31.0
156.0,32.0
156.0,33.0
156.0,34.0
156.0,35.0
156.0,36.0
156.0,20.0
156.0,25.0
156.0,22.0
156.0,19.0
156.0,16.0
156.0,18.0
156.0,22.0
156.0,25.0
156.0,24.0
156.0,24.0
156.0,23.0
156.0,26.0
156.0,25.0
156.0,29.0
156.0,19.0
156.0,29.0
156.0,28.0
156.0,34.0
156.0,33.0
156.0,44.0
156.0,42.0
156.0,41.0
156.0,39.0
156.0,37.0
156.0,29.0
156.0,21.0
156.0,15.0
156.0,12.0
156.0,9.0
156.0,13.0
156.0,13.0
156.0,13.0
156.0,20.0
156.0,27.0
156.0,28.0
156.0,22.0
156.0,26.0
156.0,20.0
156.0,24.0
156.0,25.0
156.0,27.0
156.0,28.0
156.0,37.0
156.0,39.0
156.0,48.0
156.0,47.0
156.0,43.0
156.0,31.0
156.0,24.0
156.0,17.0
156.0,9.0
156.0,8.0
156.0,7.0
156.0,6.0
156.0,12.0
156.0,6.0
156.0,10.0
156.0,14.0
156.0,16.0
156.0,17.0
156.0,13.0
156.0,22.0
156.0,28.0
156.0,35.0
156.0,41.0
156.0,41.0
156.0,33.0
156.0,38.0
156.0,37.0
156.0,37.0
156.0,34.0
156.0,34.0
156.0,30.0
156.0,23.0
156.0,15.0
156.0,19.0
156.0,22.0
156.0,20.0
156.0,27.0
156.0,24.0
156.0,23.0
156.0,21.0
156.0,23.0
156.0,24.0
156.0,27.0
156.0,26.0
156.0,36.0
156.0,40.0
156.0,39.0
156.0,36.0
156.0,44.0
156.0,56.0
156.0,63.0
156.0,74.0
156.0,78.0
156.0,66.0
156.0,62.0
156.0,41.0
156.0,26.0
156.0,27.0
156.0,28.0
156.0,27.0
156.0,40.0
156.0,43.0
156.0,46.0
156.0,39.0
156.0,37.0
156.0,35.0
156.0,39.0
156.0,49.0
156.0,46.0
156.0,60.0
156.0,67.0
156.0,68.0
156.0,52.0
156.0,42.0
156.0,54.0
156.0,26.0
156.0,24.0
156.0,25.8
156.0,27.6
156.0,29.400000000000002
156.0,31.2
156.0,33.0
156.0,34.8
156.0,36.6
156.0,38.4
156.0,40.2
156.0,42.0
156.0,22.0
156.0,19.0
156.0,34.0
156.0,30.5
156.0,27.0
156.0,21.0
156.0,15.0
156.0,9.0
156.0,13.0
156.0,20.0
156.0,16.0
156.0,18.0
156.0,24.0
156.0,18.0
156.0,25.0
156.0,30.0
156.0,30.0
156.0,26.0
156.0,22.0
156.0,20.0
156.0,24.0
156.0,16.0
156.0,26.0
156.0,24.0
156.0,27.0
156.0,29.0
156.0,34.0
156.0,28.0
156.0,28.0
156.0,27.0
156.0,24.0
156.0,14.0
156.0,24.0
156.0,28.0
156.0,25.0
156.0,36.0
156.0,35.0
156.0,42.0
156.0,35.0
156.0,37.0
156.0,28.0
156.0,24.0
156.0,12.0
156.0,9.0
156.0,7.0
156.0,8.0
156.0,9.0
156.0,8.0
156.0,9.0
156.0,5.0
156.0,6.0
156.0,10.0
156.0,6.0
156.0,8.0
156.0,15.0
156.0,21.0
156.0,28.0
156.0,28.0
156.0,41.0
156.0,35.0
156.0,33.0
156.0,23.0
156.0,19.0
156.0,17.0
156.0,11.0
156.0,8.0
156.0,8.0
156.0,6.0
156.0,7.0
156.0,7.333333333333333
156.0,7.666666666666667
156.0,8.0
156.0,11.0
156.0,11.0
156.0,9.0
156.0,17.0
156.0,13.0
156.0,18.0
156.0,19.0
156.0,25.0
156.0,28.0
156.0,34.0
156.0,25.0
156.0,37.0
156.0,41.0
156.0,33.0
156.0,31.0
156.0,23.0
156.0,18.0
156.0,5.0
156.0,3.0
156.0,7.0
156.0,11.0
156.0,15.0
156.0,9.0
156.0,12.0
156.0,7.0
156.0,10.0
156.0,10.0
156.0,7.0
156.0,15.0
156.0,21.0
156.0,25.0
156.0,34.0
156.0,40.0
156.0,51.0
156.0,53.0
156.0,52.0
156.0,52.0
156.0,55.0
156.0,51.0
156.0,33.0
156.0,18.0
156.0,10.0
156.0,9.0
156.0,7.75
156.0,6.5
156.0,5.25
156.0,4.0
156.0,6.0
156.0,8.0
156.0,10.0
156.0,11.0
156.0,22.0
156.0,25.0
156.0,33.0
156.0,42.0
156.0,34.0
156.0,42.0
156.0,57.0
156.0,63.0
156.0,69.0
156.0,64.0
156.0,54.0
156.0,45.0
156.0,44.0
156.0,42.0
156.0,37.0
156.0,28.0
156.0,34.0
156.0,26.0
156.0,32.0
156.0,37.0
156.0,37.0
156.0,32.0
156.0,38.0
156.0,36.0
156.0,39.0
156.0,42.0
156.0,37.0
156.0,37.0
156.0,41.0
156.0,50.0
156.0,51.0
156.0,56.0
156.0,52.0
156.0,46.0
156.0,38.0
156.0,39.0
156.0,29.0
156.0,19.0
156.0,20.0
156.0,11.0
156.0,16.0
156.0,13.0
156.0,22.0
156.0,27.0
156.0,36.0
156.0,35.0
156.0,32.0
156.0,33.0
156.0,36.0
156.0,33.0
156.0,37.0
156.0,46.0
156.0,38.0
156.0,43.0
156.0,53.0
156.0,52.0
156.0,49.0
156.0,47.0
156.0,49.0
156.0,51.0
156.0,38.0
156.0,21.0
156.0,10.0
156.0,9.0
156.0,6.0
156.0,3.0
156.0,5.0
156.0,7.0
156.0,12.0
156.0,16.0
156.0,16.0
156.0,18.0
156.0,16.0
156.0,20.0
156.0,17.0
156.0,28.0
156.0,26.0
156.0,29.0
156.0,39.0
156.0,52.0
156.0,55.0
156.0,57.0
156.0,47.0
156.0,51.0
156.0,37.0
156.0,28.0
156.0,21.0
156.0,11.0
156.0,18.0
156.0,15.0
156.0,21.0
156.0,11.0
156.0,10.0
156.0,7.0
156.0,2.0
156.0,4.5
156.0,7.0
156.0,7.0
156.0,11.5
156.0,16.0
156.0,16.0
156.0,23.0
156.0,31.0
156.0,37.0
156.0,34.0
156.0,42.0
156.0,43.0
156.0,25.0
156.0,15.0
156.0,9.0
156.0,9.666666666666666
156.0,10.333333333333334
156.0,11.0
156.0,22.0
156.0,22.0
156.0,33.0
156.0,49.0
156.0,46.0
156.0,36.0
156.0,29.0
156.0,25.0
156.0,24.0
156.0,22.0
156.0,25.0
156.0,23.0
156.0,28.0
156.0,26.0
156.0,32.0
156.0,31.0
156.0,27.0
156.0,27.0
156.0,22.0
156.0,14.0
156.0,9.0
156.0,3.0
156.0,3.3333333333333335
156.0,3.6666666666666665
156.0,4.0
156.0,4.0
156.0,5.0
156.0,4.0
156.0,4.0
156.0,9.0
156.0,7.0
156.0,11.0
156.0,12.0
156.0,13.0
156.0,15.0
156.0,19.0
156.0,28.0
156.0,30.0
156.0,30.0
156.0,38.0
156.0,38.0
156.0,39.0
156.0,35.0
156.0,33.0
156.0,22.0
156.0,14.0
156.0,15.0
156.0,15.0
156.0,17.0
156.0,19.0
156.0,24.0
156.0,22.0
156.0,21.0
156.0,19.0
156.0,19.0
156.0,19.0
156.0,12.0
156.0,8.0
156.0,8.0
156.0,16.0
156.0,22.0
156.0,24.0
156.0,31.0
156.0,41.0
156.0,37.0
156.0,35.0
156.0,26.0
156.0,20.0
156.0,14.0
156.0,12.166666666666666
156.0,10.333333333333332
156.0,8.5
156.0,6.666666666666666
156.0,4.833333333333332
156.0,3.0
156.0,13.0
156.0,7.0
156.0,10.0
156.0,14.0
156.0,16.0
156.0,14.0
156.0,25.0
156.0,26.0
156.0,28.0
156.0,32.0
156.0,37.0
156.0,40.0
156.0,43.0
156.0,45.0
156.0,44.0
156.0,37.0
156.0,28.0
156.0,17.0
156.0,13.0
156.0,10.0
156.0,11.0
156.0,12.0
156.0,10.0
156.0,20.0
156.0,20.0
156.0,25.0
156.0,26.0
156.0,22.0
156.0,23.0
156.0,24.0
156.0,31.0
156.0,33.0
156.0,34.0
156.0,38.0
156.0,45.0
156.0,51.0
156.0,57.0
156.0,56.0
156.0,56.0
156.0,47.0
156.0,44.0
156.0,30.0
156.0,18.0
156.0,8.0
156.0,7.571428571428571
156.0,7.142857142857143
156.0,6.714285714285714
156.0,6.285714285714286
156.0,5.857142857142858
156.0,5.428571428571429
156.0,5.0
156.0,12.0
156.0,17.0
156.0,25.0
156.0,27.0
156.0,32.0
156.0,38.0
156.0,46.0
156.0,56.0
156.0,65.0
156.0,76.0
156.0,98.0
156.0,98.0
156.0,93.0
156.0,107.0
156.0,101.0
156.0,89.0
156.0,73.0
156.0,66.0
156.0,62.0
156.0,53.0
156.0,56.0
156.0,56.0
156.0,55.0
156.0,52.0
156.0,59.0
156.0,55.0
156.0,56.0
156.0,55.0
156.0,57.0
156.0,62.0
156.0,65.0
156.0,56.0
156.0,61.0
156.0,88.0
156.0,98.0
156.0,104.0
156.0,91.0
156.0,84.0
156.0,72.0
156.0,60.0
156.0,58.0
156.0,47.0
156.0,51.0
156.0,56.0
156.0,48.0
156.0,41.0
156.0,31.0
156.0,36.0
156.0,31.0
156.0,32.0
156.0,29.0
156.0,39.0
156.0,46.0
156.0,57.0
156.0,57.0
156.0,36.0
156.0,35.06666666666667
156.0,34.13333333333334
156.0,33.2
156.0,32.266666666666666
156.0,31.333333333333336
156.0,30.400000000000002
156.0,29.46666666666667
156.0,28.533333333333335
156.0,27.6
156.0,26.666666666666668
156.0,25.733333333333334
156.0,24.8
156.0,23.866666666666667
156.0,22.933333333333334
156.0,22.0
156.0,25.0
156.0,19.0
156.0,41.0
156.0,38.0
156.0,15.0
156.0,29.0
156.0,45.0
156.0,55.0
156.0,61.0
156.0,66.0
156.0,63.0
156.0,66.0
156.0,64.0
156.0,61.0
156.0,54.0
156.0,39.0
156.0,28.0
156.0,19.0
156.0,20.0
156.0,15.0
156.0,18.0
156.0,18.0
156.0,23.0
156.0,26.0
156.0,24.0
156.0,20.0
156.0,22.0
156.0,23.0
156.0,22.0
156.0,23.0
156.0,30.0
156.0,37.0
156.0,44.0
156.0,40.0
156.0,30.0
156.0,17.0
156.0,6.0
156.0,5.777777777777778
156.0,5.555555555555555
156.0,5.333333333333333
156.0,5.111111111111111
156.0,4.888888888888889
156.0,4.666666666666667
156.0,4.444444444444445
156.0,4.222222222222222
156.0,4.0
156.0,3.777777777777778
156.0,3.555555555555556
156.0,3.3333333333333335
156.0,3.1111111111111116
156.0,2.8888888888888893
156.0,2.666666666666667
156.0,2.4444444444444446
156.0,2.2222222222222228
156.0,2.0
156.0,9.0
156.0,9.0
156.0,9.0
156.0,7.0
156.0,14.0
156.0,17.0
156.0,13.0
156.0,8.0
156.0,11.0
156.0,11.0
156.0,13.0
156.0,10.0
156.0,13.0
156.0,15.0
156.0,23.0
156.0,17.0
156.0,13.0
156.0,10.0
156.0,9.0
156.0,13.0
156.0,10.0
156.0,16.0
156.0,15.0
156.0,7.0
156.0,10.0
156.0,15.0
156.0,27.0
156.0,27.0
156.0,26.0
156.0,27.0
156.0,23.0
156.0,17.0
156.0,16.0
156.0,12.0
156.0,6.0
156.0,8.0
156.0,6.0
156.0,14.0
156.0,13.0
156.0,16.0
156.0,12.0
156.0,15.0
156.0,11.0
156.0,12.0
156.0,15.0
156.0,17.0
156.0,26.0
156.0,30.0
156.0,39.0
156.0,50.0
156.0,51.0
156.0,43.0
156.0,46.0
156.0,38.0
156.0,35.0
156.0,29.0
156.0,24.0
156.0,14.0
156.0,6.0
156.0,6.0
156.0,9.0
156.0,15.0
156.0,10.0
156.0,13.0
156.0,10.0
156.0,16.0
156.0,13.0
156.0,17.0
156.0,21.0
156.0,31.0
156.0,29.0
156.0,32.0
156.0,32.0
156.0,39.0
156.0,42.0
156.0,43.0
156.0,48.0
156.0,43.0
156.0,37.0
156.0,35.0
156.0,25.0
156.0,21.0
156.0,10.0
156.0,5.0
156.0,12.0
156.0,2.0
156.0,11.0
156.0,17.0
156.0,17.0
156.0,21.0
156.0,20.0
156.0,18.0
156.0,20.0
156.0,23.0
156.0,27.0
156.0,27.0
156.0,34.0
156.0,19.0
156.0,22.0
156.0,14.0
156.0,6.0
156.0,12.0
156.0,22.0
156.0,22.0
156.0,26.0
156.0,18.0
156.0,19.0
156.0,24.0
156.0,31.0
156.0,33.0
156.0,29.0
156.0,26.0
156.0,27.0
156.0,25.0
156.0,29.0
156.0,31.0
156.0,26.0
156.0,41.0
156.0,44.0
156.0,44.0
156.0,44.0
156.0,50.0
156.0,58.0
156.0,59.0
156.0,64.0
156.0,60.0
156.0,55.0
156.0,53.0
156.0,39.0
156.0,35.0
156.0,27.0
156.0,20.0
156.0,26.0
156.0,25.0
156.0,19.0
156.0,17.0
156.0,23.0
156.0,19.0
156.0,14.0
156.0,17.0
156.0,27.0
156.0,28.0
156.0,34.0
156.0,40.0
156.0,41.0
156.0,57.0
156.0,67.0
156.0,72.0
156.0,72.0
156.0,58.0
156.0,52.0
156.0,42.0
156.0,29.0
156.0,19.0
156.0,6.0
156.0,14.0
156.0,12.0
156.0,12.5
156.0,13.0
156.0,18.0
156.0,9.0
156.0,7.0
156.0,5.0
156.0,3.0
156.0,6.0
156.0,10.0
156.0,7.0
156.0,11.0
156.0,15.0
156.0,27.0
156.0,31.0
156.0,27.0
156.0,28.0
156.0,22.0
156.0,24.0
156.0,26.0
156.0,19.0
156.0,11.0
156.0,3.0
156.0,3.0
156.0,3.2
156.0,3.4
156.0,3.6
156.0,3.8
156.0,4.0
156.0,6.0
156.0,9.0
156.0,7.0
156.0,8.0
156.0,17.0
156.0,29.0
156.0,24.0
156.0,35.0
156.0,36.0
156.0,45.0
156.0,45.0
156.0,46.0
156.0,43.0
156.0,42.0
156.0,37.0
156.0,27.0
156.0,14.0
156.0,5.0
156.0,4.0
156.0,3.0
156.0,18.0
156.0,11.0
156.0,11.0
156.0,12.0
156.0,14.0
156.0,15.0
156.0,14.0
156.0,10.0
156.0,7.0
156.0,14.0
156.0,17.0
156.0,19.0
156.0,24.0
156.0,43.0
156.0,46.0
156.0,52.0
156.0,45.0
156.0,33.0
156.0,26.0
156.0,21.0
156.0,20.0
156.0,15.0
156.0,14.0
156.0,21.0
156.0,12.0
156.0,21.0
156.0,19.0
156.0,22.0
156.0,21.0
156.0,23.0
156.0,17.0
156.0,22.0
156.0,28.0
156.0,33.0
156.0,45.0
156.0,59.0
156.0,65.0
156.0,67.0
156.0,74.0
156.0,75.0
156.0,71.0
156.0,69.0
156.0,52.0
156.0,41.0
156.0,19.0
156.0,6.0
156.0,7.75
156.0,9.5
156.0,11.25
156.0,13.0
156.0,10.0
156.0,17.0
156.0,23.0
156.0,19.0
156.0,17.0
156.0,20.0
156.0,22.0
156.0,32.0
156.0,35.0
156.0,45.0
156.0,51.0
156.0,50.0
156.0,47.0
156.0,51.0
156.0,51.0
156.0,37.0
156.0,33.0
156.0,20.0
156.0,12.0
156.0,5.0
156.0,6.0
156.0,8.5
156.0,11.0
156.0,8.0
156.0,14.0
156.0,13.0
156.0,11.0
156.0,8.0
156.0,10.0
156.0,9.0
156.0,15.0
156.0,17.0
156.0,32.0
156.0,45.0
156.0,65.0
156.0,69.0
156.0,94.0
156.0,87.0
156.0,72.0
156.0,59.0
156.0,44.0
156.0,23.0
156.0,20.6
156.0,18.2
156.0,15.8
156.0,13.4
156.0,11.0
156.0,7.0
156.0,9.0
156.0,8.0
156.0,11.0
156.0,11.0
156.0,18.0
156.0,18.0
156.0,19.0
156.0,30.0
156.0,33.0
156.0,37.0
156.0,35.0
156.0,25.0
156.0,16.0
156.0,14.0
156.0,8.0
156.0,7.0
156.0,5.0
156.0,3.0
156.0,3.833333333333333
156.0,4.666666666666666
156.0,5.5
156.0,6.333333333333333
156.0,7.166666666666666
156.0,8.0
156.0,7.0
156.0,6.0
156.0,5.0
156.0,4.0
156.0,7.0
156.0,8.0
156.0,11.0
156.0,15.0
156.0,22.0
156.0,20.0
156.0,28.0
156.0,32.0
156.0,27.0
156.0,25.0
156.0,21.0
156.0,16.0
156.0,10.0
156.0,9.0
156.0,7.0
156.0,6.666666666666667
156.0,6.333333333333333
156.0,6.0
156.0,13.0
156.0,14.0
156.0,12.0
156.0,7.0
156.0,7.0
156.0,8.0
156.0,14.0
156.0,25.0
156.0,20.0
156.0,19.0
156.0,22.0
156.0,19.0
156.0,20.0
156.0,19.0
156.0,23.0
156.0,23.0
156.0,21.0
156.0,23.0
156.0,10.0
156.0,5.0
156.0,18.0
156.0,17.0
156.0,18.0
156.0,7.0
156.0,7.0
156.0,7.0
156.0,7.0
156.0,7.0
156.0,7.0
156.0,7.0
156.0,7.0
156.0,7.0
156.0,7.0
156.0,7.0
156.0,7.0
156.0,6.0
156.0,9.0
156.0,8.0
156.0,4.0
156.0,5.0
156.0,5.333333333333333
156.0,5.666666666666667
156.0,6.0
156.0,6.25
156.0,6.5
156.0,6.75
156.0,7.0
156.0,6.0
156.0,5.0
156.0,5.0
156.0,9.0
156.0,6.0
156.0,5.0
156.0,4.0
156.0,3.0
156.0,4.0
156.0,5.0
156.0,8.0
156.0,15.0
156.0,21.0
156.0,28.0
156.0,27.0
156.0,33.0
156.0,33.0
156.0,31.0
156.0,26.0
156.0,25.0
156.0,9.0
156.0,3.0
156.0,3.0
156.0,3.0
156.0,3.0
156.0,3.0
156.0,3.0
156.0,3.0
156.0,3.0
156.0,3.0
156.0,3.0
156.0,8.0
156.0,9.5
156.0,11.0
156.0,8.0
156.0,11.0
156.0,12.0
156.0,15.0
156.0,26.0
156.0,26.0
156.0,34.0
156.0,33.0
156.0,38.0
156.0,32.0
156.0,20.0
156.0,10.0
156.0,8.0
156.0,9.0
156.0,10.0
156.0,11.0
156.0,7.0
156.0,6.5
156.0,6.0
156.0,8.0
156.0,8.0
156.0,15.0
156.0,11.0
156.0,11.0
156.0,7.0
156.0,7.0
156.0,8.0
156.0,6.0
156.0,5.5
156.0,5.0
156.0,4.5
156.0,4.0
156.0,4.0
156.0,4.5
156.0,5.0
156.0,4.0
156.0,3.0
156.0,4.5
156.0,6.0
156.0,5.0
156.0,7.0
156.0,6.0
156.0,8.0
156.0,10.0
156.0,9.0
156.0,7.0
156.0,4.0
156.0,8.0
156.0,11.0
156.0,15.0
156.0,14.0
156.0,20.0
156.0,24.0
156.0,30.0
156.0,37.0
156.0,39.0
156.0,36.0
156.0,32.0
156.0,25.0
156.0,16.0
156.0,11.0
156.0,12.0
156.0,10.0
156.0,20.0
156.0,21.0
156.0,15.0
156.0,17.0
156.0,14.0
156.0,13.0
156.0,11.0
156.0,6.0
156.0,13.0
156.0,10.0
156.0,20.0
156.0,28.0
156.0,48.0
156.0,62.0
156.0,79.0
156.0,62.0
156.0,74.0
156.0,54.0
156.0,52.0
156.0,36.0
156.0,22.0
156.0,14.0
156.0,22.0
156.0,31.0
156.0,36.0
156.0,49.0
156.0,63.0
156.0,73.0
156.0,60.0
156.0,51.0
156.0,58.0
156.0,59.0
156.0,87.0
156.0,104.0
156.0,111.0
156.0,101.0
156.0,76.0
156.0,67.0
156.0,57.0
156.0,57.0
156.0,57.0
156.0,49.0
156.0,39.0
156.0,30.0
156.0,11.0
156.0,10.142857142857142
156.0,9.285714285714286
156.0,8.428571428571429
156.0,7.571428571428571
156.0,6.714285714285714
156.0,5.857142857142858
156.0,5.0
156.0,5.0
156.0,6.0
156.0,9.0
156.0,8.0
156.0,22.0
156.0,28.0
156.0,46.0
156.0,51.0
156.0,60.0
156.0,70.0
156.0,80.0
156.0,78.0
156.0,80.0
156.0,80.0
156.0,61.0
156.0,44.0
156.0,24.0
156.0,18.0
156.0,12.0
156.0,3.0
156.0,14.0
156.0,18.0
156.0,20.0
156.0,19.0
156.0,19.0
156.0,16.0
156.0,11.0
156.0,16.0
156.0,29.0
156.0,41.0
156.0,55.0
156.0,61.0
156.0,71.0
156.0,79.0
156.0,88.0
156.0,85.0
156.0,84.0
156.0,73.0
156.0,63.0
156.0,41.0
156.0,28.0
156.0,17.0
156.0,9.0
156.0,14.0
156.0,15.0
156.0,25.0
156.0,27.0
156.0,16.0
156.0,20.0
156.0,15.0
156.0,15.0
156.0,16.0
156.0,23.0
156.0,38.0
156.0,47.0
156.0,55.0
156.0,65.0
156.0,75.0
156.0,74.0
156.0,159.0
156.0,61.0
156.0,58.0
156.0,47.0
156.0,32.0
156.0,17.0
156.0,12.0
156.0,6.0
156.0,8.0
156.0,9.5
156.0,11.0
156.0,13.0
156.0,14.0
156.0,5.0
156.0,4.0
156.0,3.5
156.0,3.0
156.0,11.0
156.0,11.0
156.0,23.0
156.0,23.0
156.0,38.0
156.0,46.0
156.0,50.0
156.0,55.0
156.0,49.0
156.0,44.0
156.0,28.0
156.0,15.0
156.0,11.666666666666668
156.0,8.333333333333334
156.0,5.0
156.0,5.0
156.0,4.0
156.0,8.0
156.0,4.0
156.0,9.0
156.0,10.0
156.0,13.0
156.0,15.0
156.0,21.0
156.0,31.0
156.0,34.0
156.0,42.0
156.0,47.0
156.0,55.0
156.0,47.0
156.0,57.0
156.0,53.0
156.0,56.0
156.0,55.0
156.0,50.0
156.0,34.0
156.0,17.0
156.0,5.0
156.0,5.4
156.0,5.8
156.0,6.2
156.0,6.6
156.0,7.0
156.0,10.0
156.0,11.0
156.0,9.0
156.0,12.0
156.0,11.0
156.0,23.0
156.0,34.0
156.0,46.0
156.0,44.0
156.0,61.0
156.0,58.0
156.0,56.0
156.0,57.0
156.0,49.0
156.0,43.0
156.0,32.0
156.0,16.0
156.0,8.0
156.0,7.6
156.0,7.2
156.0,6.8
156.0,6.4
156.0,6.0
156.0,6.0
156.0,6.0
156.0,5.0
156.0,10.0
156.0,10.0
156.0,10.0
156.0,12.0
156.0,24.0
156.0,32.0
156.0,43.0
156.0,54.0
156.0,61.0
156.0,66.0
156.0,70.0
156.0,69.0
156.0,66.0
156.0,46.0
156.0,33.0
156.0,6.0
156.0,5.8
156.0,5.6
156.0,5.4
156.0,5.2
156.0,5.0
156.0,4.8
156.0,4.6
156.0,4.4
156.0,4.2
156.0,4.0
156.0,14.0
156.0,23.0
156.0,26.0
156.0,37.0
156.0,45.0
156.0,62.0
156.0,63.0
156.0,77.0
156.0,71.0
156.0,85.0
156.0,71.0
156.0,60.0
156.0,36.0
156.0,15.0
156.0,14.545454545454545
156.0,14.090909090909092
156.0,13.636363636363637
156.0,13.181818181818182
