지점,1시간평균 미세먼지농도(㎍/㎥)
156.0,42.0
156.0,35.0
156.0,39.0
156.0,35.0
156.0,38.0
156.0,38.0
156.0,36.0
156.0,43.0
156.0,48.0
156.0,40.0
156.0,40.0
156.0,32.0
156.0,39.0
156.0,44.0
156.0,60.0
156.0,38.0
156.0,28.0
156.0,23.0
156.0,25.0
156.0,28.0
156.0,30.0
156.0,33.0
156.0,37.0
156.0,37.0
156.0,45.0
156.0,47.0
156.0,58.0
156.0,48.0
156.0,48.0
156.0,36.0
156.0,52.0
156.0,54.0
156.0,64.0
156.0,67.0
156.0,60.0
156.0,43.0
156.0,41.0
156.0,45.0
156.0,47.0
156.0,36.0
156.0,37.0
156.0,35.0
156.0,39.0
156.0,41.0
156.0,36.0
156.0,41.0
156.0,47.0
156.0,34.0
156.0,35.0
156.0,25.0
156.0,30.0
156.0,28.0
156.0,36.0
156.0,39.0
156.0,43.0
156.0,37.0
156.0,42.0
156.0,41.0
156.0,37.0
156.0,38.0
156.0,21.0
156.0,23.0
156.0,12.0
156.0,21.0
156.0,28.0
156.0,30.0
156.0,24.0
156.0,30.0
156.0,26.0
156.0,31.0
156.0,37.0
156.0,32.0
156.0,36.0
156.0,29.0
156.0,29.0
156.0,30.0
156.0,26.0
156.0,39.0
156.0,43.0
156.0,42.0
156.0,40.0
156.0,42.0
156.0,35.0
156.0,30.0
156.0,21.0
156.0,28.0
156.0,29.0
156.0,29.0
156.0,23.0
156.0,23.0
156.0,29.0
156.0,29.0
156.0,28.0
156.0,28.0
156.0,40.0
156.0,45.0
156.0,39.0
156.0,42.0
156.0,46.0
156.0,42.0
156.0,45.0
156.0,44.0
156.0,52.0
156.0,53.0
156.0,54.0
156.0,51.0
156.0,44.0
156.0,40.0
156.0,34.0
156.0,38.0
156.0,53.0
156.0,41.0
156.0,41.0
156.0,40.0
156.0,32.0
156.0,35.0
156.0,36.0
156.0,34.0
156.0,37.0
156.0,50.0
156.0,45.0
156.0,47.0
156.0,35.0
156.0,35.0
156.0,41.0
156.0,55.0
156.0,52.0
156.0,52.0
156.0,49.0
156.0,44.0
156.0,46.0
156.0,40.0
156.0,43.0
156.0,51.0
156.0,48.0
156.0,45.0
156.0,31.0
156.0,38.0
156.0,46.0
156.0,46.0
156.0,50.0
156.0,48.0
156.0,45.5
156.0,43.0
156.0,33.0
156.0,25.0
156.0,27.0
156.0,28.0
156.0,29.0
156.0,57.0
156.0,66.0
156.0,53.0
156.0,44.0
156.0,35.0
156.0,27.0
156.0,28.0
156.0,28.0
156.0,31.0
156.0,55.0
156.0,54.0
156.0,34.0
156.0,32.0
156.0,32.0
156.0,40.0
156.0,37.0
156.0,38.0
156.0,36.0
156.0,38.0
156.0,38.0
156.0,32.0
156.0,20.0
156.0,23.0
156.0,14.0
156.0,17.0
156.0,19.0
156.0,20.0
156.0,28.0
156.0,27.0
156.0,31.0
156.0,24.0
156.0,38.0
156.0,39.0
156.0,43.0
156.0,49.0
156.0,45.0
156.0,45.0
156.0,41.0
156.0,42.0
156.0,44.5
156.0,47.0
156.0,44.0
156.0,45.0
156.0,37.0
156.0,39.0
156.0,31.0
156.0,29.0
156.0,24.0
156.0,18.0
156.0,38.0
156.0,22.0
156.0,8.0
156.0,10.0
156.0,15.0
156.0,15.0
156.0,14.0
156.0,11.0
156.0,8.0
156.0,7.0
156.0,8.0
156.0,8.666666666666666
156.0,9.333333333333334
156.0,10.0
156.0,13.0
156.0,16.0
156.0,12.0
156.0,23.0
156.0,18.0
156.0,17.0
156.0,10.0
156.0,18.0
156.0,24.0
156.0,18.0
156.0,23.0
156.0,22.0
156.0,20.0
156.0,25.0
156.0,22.0
156.0,12.0
156.0,15.0
156.0,20.0
156.0,12.0
156.0,11.0
156.0,19.0
156.0,23.0
156.0,26.0
156.0,34.0
156.0,32.0
156.0,34.0
156.0,34.0
156.0,42.0
156.0,46.0
156.0,37.0
156.0,28.0
156.0,17.0
156.0,14.0
156.0,17.0
156.0,21.0
156.0,21.0
156.0,20.0
156.0,25.0
156.0,18.0
156.0,19.0
156.0,23.0
156.0,21.0
156.0,12.0
156.0,18.0
156.0,13.0
156.0,19.0
156.0,19.0
156.0,23.0
156.0,16.0
156.0,18.0
156.0,15.0
156.0,25.0
156.0,39.0
156.0,47.0
156.0,46.0
156.0,42.0
156.0,36.0
156.0,34.0
156.0,39.0
156.0,46.0
156.0,41.0
156.0,44.0
156.0,40.0
156.0,40.0
156.0,39.0
156.0,39.0
156.0,42.0
156.0,43.0
156.0,35.0
156.0,39.0
156.0,42.0
156.0,45.0
156.0,40.0
156.0,30.0
156.0,28.0
156.0,27.0
156.0,25.0
156.0,26.0
156.0,26.0
156.0,31.0
156.0,33.0
156.0,38.0
156.0,36.0
156.0,33.0
156.0,26.0
156.0,29.0
156.0,32.0
156.0,31.0
156.0,34.0
156.0,32.0
156.0,31.0
156.0,33.0
156.0,37.0
156.0,28.0
156.0,29.0
156.0,33.0
156.0,31.0
156.0,32.0
156.0,33.0
156.0,55.0
156.0,56.0
156.0,51.0
156.0,25.0
156.0,29.0
156.0,34.0
156.0,34.0
156.0,44.0
156.0,35.0
156.0,39.0
156.0,37.0
156.0,36.0
156.0,35.0
156.0,37.0
156.0,34.0
156.0,38.0
156.0,41.0
156.0,39.0
156.0,36.0
156.0,43.0
156.0,52.0
156.0,47.0
156.0,40.0
156.0,30.0
156.0,36.0
156.0,41.0
156.0,34.0
156.0,30.0
156.0,35.0
156.0,26.0
156.0,35.0
156.0,34.0
156.0,24.0
156.0,33.0
156.0,30.0
156.0,28.0
156.0,21.0
156.0,27.0
156.0,27.0
156.0,32.0
156.0,25.0
156.0,22.0
156.0,16.0
156.0,10.0
156.0,16.0
156.0,21.0
156.0,21.0
156.0,25.0
156.0,29.0
156.0,35.0
156.0,42.0
156.0,58.0
156.0,66.0
156.0,82.0
156.0,106.0
156.0,100.0
156.0,83.0
156.0,78.0
156.0,85.0
156.0,89.0
156.0,88.0
156.0,73.0
156.0,75.0
156.0,73.0
156.0,70.0
156.0,80.0
156.0,82.0
156.0,69.0
156.0,57.0
156.0,55.0
156.0,62.0
156.0,57.0
156.0,64.0
156.0,72.0
156.0,86.0
156.0,73.0
156.0,78.0
156.0,86.0
156.0,89.0
156.0,125.0
156.0,110.0
156.0,104.0
156.0,94.0
156.0,82.0
156.0,81.0
156.0,87.0
156.0,94.0
156.0,98.0
156.0,95.0
156.0,102.0
156.0,102.0
156.0,102.0
156.0,92.0
156.0,103.0
156.0,121.0
156.0,97.0
156.0,65.0
156.0,55.0
156.0,52.0
156.0,49.0
156.0,58.0
156.0,52.0
156.0,40.0
156.0,50.0
156.0,47.0
156.0,47.0
156.0,41.0
156.0,39.0
156.0,37.0
156.0,41.0
156.0,35.0
156.0,35.0
156.0,30.0
156.0,33.0
156.0,32.09090909090909
156.0,31.181818181818183
156.0,30.272727272727273
156.0,29.363636363636367
156.0,28.454545454545457
156.0,27.545454545454547
156.0,26.636363636363637
156.0,25.727272727272727
156.0,24.81818181818182
156.0,23.909090909090907
156.0,23.0
156.0,14.0
156.0,42.0
156.0,19.0
156.0,24.0
156.0,22.0
156.0,28.0
156.0,32.0
156.0,27.0
156.0,30.0
156.0,41.0
156.0,50.0
156.0,41.0
156.0,52.0
156.0,54.0
156.0,53.0
156.0,43.0
156.0,46.0
156.0,69.0
156.0,82.0
156.0,74.0
156.0,67.0
156.0,72.0
156.0,75.0
156.0,83.0
156.0,59.0
156.0,61.0
156.0,71.0
156.0,65.0
156.0,59.0
156.0,58.0
156.0,55.0
156.0,54.0
156.0,55.0
156.0,52.0
156.0,49.0
156.0,35.0
156.0,55.0
156.0,48.0
156.0,58.0
156.0,55.0
156.0,60.0
156.0,60.0
156.0,60.0
156.0,59.0
156.0,53.0
156.0,51.0
156.0,55.0
156.0,43.0
156.0,51.0
156.0,59.0
156.0,59.0
156.0,55.0
156.0,56.0
156.0,46.0
156.0,59.0
156.0,54.0
156.0,55.0
156.0,51.0
156.0,65.0
156.0,69.0
156.0,75.0
156.0,70.0
156.0,76.0
156.0,61.0
156.0,36.0
156.0,25.0
156.0,23.0
156.0,24.0
156.0,36.0
156.0,48.0
156.0,50.0
156.0,51.0
156.0,49.0
156.0,61.0
156.0,59.0
156.0,52.0
156.0,48.0
156.0,48.0
156.0,44.0
156.0,45.0
156.0,48.0
156.0,30.0
156.0,35.0
156.0,26.0
156.0,32.0
156.0,27.0
156.0,29.0
156.0,30.0
156.0,27.0
156.0,38.0
156.0,41.0
156.0,42.0
156.0,34.0
156.0,43.0
156.0,47.0
156.0,34.0
156.0,36.0
156.0,39.0
156.0,48.0
156.0,49.0
156.0,40.0
156.0,44.0
156.0,40.0
156.0,42.0
156.0,44.0
156.0,44.0
156.0,51.0
156.0,58.0
156.0,44.0
156.0,39.0
156.0,44.0
156.0,44.0
156.0,42.0
156.0,54.0
156.0,43.0
156.0,51.0
156.0,54.0
156.0,45.0
156.0,42.0
156.0,40.0
156.0,43.0
156.0,63.0
156.0,51.0
156.0,48.0
156.0,43.0
156.0,41.0
156.0,47.0
156.0,43.0
156.0,40.0
156.0,37.0
156.0,39.0
156.0,30.0
156.0,23.0
156.0,26.0
156.0,48.0
156.0,32.0
156.0,24.0
156.0,26.0
156.0,26.0
156.0,27.0
156.0,26.470588235294116
156.0,25.941176470588236
156.0,25.411764705882355
156.0,24.88235294117647
156.0,24.352941176470587
156.0,23.823529411764707
156.0,23.294117647058822
156.0,22.764705882352942
156.0,22.235294117647058
156.0,21.705882352941178
156.0,21.176470588235293
156.0,20.647058823529413
156.0,20.11764705882353
156.0,19.588235294117645
156.0,19.058823529411764
156.0,18.529411764705884
156.0,18.0
156.0,11.0
156.0,16.0
156.0,17.0
156.0,17.0
156.0,20.0
156.0,20.0
156.0,27.0
156.0,25.0
156.0,27.0
156.0,27.0
156.0,14.0
156.0,15.0
156.0,11.0
156.0,25.0
156.0,25.0
156.0,31.0
156.0,37.0
156.0,26.0
156.0,29.0
156.0,26.0
156.0,20.0
156.0,25.0
156.0,23.0
156.0,20.0
156.0,18.0
156.0,11.0
156.0,14.0
156.0,13.0
156.0,20.0
156.0,20.0
156.0,23.0
156.0,23.0
156.0,25.0
156.0,27.0
156.0,27.0
156.0,32.0
156.0,26.0
156.0,31.0
156.0,29.0
156.0,30.0
156.0,34.0
156.0,34.0
156.0,30.0
156.0,22.0
156.0,19.0
156.0,24.0
156.0,19.0
156.0,22.0
156.0,23.0
156.0,25.0
156.0,17.0
156.0,26.0
156.0,24.0
156.0,39.0
156.0,49.0
156.0,37.0
156.0,36.0
156.0,32.0
156.0,31.0
156.0,29.0
156.0,31.0
156.0,47.0
156.0,53.0
156.0,44.0
156.0,45.0
156.0,46.0
156.0,40.0
156.0,48.0
156.0,46.0
156.0,43.0
156.0,43.0
156.0,46.0
156.0,51.0
156.0,33.0
156.0,34.0
156.0,43.0
156.0,50.0
156.0,53.0
156.0,53.0
156.0,47.0
156.0,47.0
156.0,54.0
156.0,63.0
156.0,59.0
156.0,62.0
156.0,67.0
156.0,69.0
156.0,61.0
156.0,44.0
156.0,38.0
156.0,40.0
156.0,37.0
156.0,37.0
156.0,38.0
156.0,38.0
156.0,34.0
156.0,37.0
156.0,37.0
156.0,39.0
156.0,44.0
156.0,44.0
156.0,42.0
156.0,44.0
156.0,28.0
156.0,18.0
156.0,17.0
156.0,15.0
156.0,7.0
156.0,5.0
156.0,10.0
156.0,9.0
156.0,7.0
156.0,9.0
156.0,7.0
156.0,16.0
156.0,14.0
156.0,9.0
156.0,6.0
156.0,11.0
156.0,4.0
156.0,9.0
156.0,13.0
156.0,15.0
156.0,17.0
156.0,18.0
156.0,21.0
156.0,18.0
156.0,21.0
156.0,20.0
156.0,17.0
156.0,17.0
156.0,22.0
156.0,27.0
156.0,34.0
156.0,26.0
156.0,26.0
156.0,24.0
156.0,26.0
156.0,24.0
156.0,28.0
156.0,19.0
156.0,22.0
156.0,28.0
156.0,27.0
156.0,15.0
156.0,10.0
156.0,4.0
156.0,6.5
156.0,9.0
156.0,11.0
156.0,10.0
156.0,12.0
156.0,10.0
156.0,13.0
156.0,16.0
156.0,13.0
156.0,27.0
156.0,21.0
156.0,21.0
156.0,18.0
156.0,23.0
156.0,18.0
156.0,18.0
156.0,15.0
156.0,19.0
156.0,7.0
156.0,12.0
156.0,12.0
156.0,13.0
156.0,14.0
156.0,17.0
156.0,15.0
156.0,25.0
156.0,19.0
156.0,28.0
156.0,24.0
156.0,23.0
156.0,18.0
156.0,20.0
156.0,21.0
156.0,25.0
156.0,31.0
156.0,29.0
156.0,30.0
156.0,29.0
156.0,27.0
156.0,28.0
156.0,26.0
156.0,21.0
156.0,25.0
156.0,29.0
156.0,35.0
156.0,39.0
156.0,40.0
156.0,31.0
156.0,30.0
156.0,26.0
156.0,25.0
156.0,48.0
156.0,39.0
156.0,34.0
156.0,32.0
156.0,36.0
156.0,41.0
156.0,39.0
156.0,41.0
156.0,36.0
156.0,36.0
156.0,32.0
156.0,25.0
156.0,27.0
156.0,28.0
156.0,29.0
156.0,29.0
156.0,20.0
156.0,24.0
156.0,24.0
156.0,10.0
156.0,11.0
156.0,7.0
156.0,12.0
156.0,11.0
156.0,12.0
156.0,9.0
156.0,8.0
156.0,7.0
156.0,5.0
156.0,10.0
156.0,9.5
156.0,9.0
156.0,15.0
156.0,14.0
156.0,23.0
156.0,34.0
156.0,31.0
156.0,27.0
156.0,31.0
156.0,27.0
156.0,18.0
156.0,17.0
156.0,19.0
156.0,23.0
156.0,23.0
156.0,31.0
156.0,28.0
156.0,33.0
156.0,31.0
156.0,38.0
156.0,38.0
156.0,31.0
156.0,29.0
156.0,29.0
156.0,32.0
156.0,32.0
156.0,30.0
156.0,31.0
156.0,29.0
156.0,31.0
156.0,33.0
156.0,35.0
156.0,34.0
156.0,27.0
156.0,22.0
156.0,25.0
156.0,33.0
156.0,41.0
156.0,33.0
156.0,31.0
156.0,33.0
156.0,47.0
156.0,57.0
156.0,57.0
156.0,57.0
156.0,51.0
156.0,58.0
156.0,61.0
156.0,67.0
156.0,85.0
156.0,75.0
156.0,68.0
156.0,73.0
156.0,68.0
156.0,66.0
156.0,55.0
156.0,56.0
156.0,45.0
156.0,43.0
156.0,43.0
156.0,32.0
156.0,29.0
156.0,19.0
156.0,29.0
156.0,21.0
156.0,19.0
156.0,20.0
156.0,14.0
156.0,18.0
156.0,20.0
156.0,22.0
156.0,22.0
156.0,26.0
156.0,28.0
156.0,34.0
156.0,26.0
156.0,20.0
156.0,22.0
156.0,27.0
156.0,16.0
156.0,31.0
156.0,37.0
156.0,29.0
156.0,16.0
156.0,18.0
156.0,22.0
156.0,21.0
156.0,23.0
156.0,21.0
156.0,25.0
156.0,25.0
156.0,23.0
156.0,23.0
156.0,30.0
156.0,32.0
156.0,33.0
156.0,38.0
156.0,37.0
156.0,35.0
156.0,36.0
156.0,23.0
156.0,25.0
156.0,23.0
156.0,18.0
156.0,23.0
156.0,25.0
156.0,26.0
156.0,33.0
156.0,39.0
156.0,33.0
156.0,36.0
156.0,35.0
156.0,39.0
156.0,37.0
156.0,38.0
156.0,37.0
156.0,21.0
156.0,25.0
156.0,15.0
156.0,23.0
156.0,30.0
156.0,29.0
156.0,33.0
156.0,37.0
156.0,27.0
156.0,34.0
156.0,27.0
156.0,24.0
156.0,22.0
156.0,18.0
156.0,28.0
156.0,35.0
156.0,34.0
156.0,34.0
156.0,42.0
156.0,34.0
156.0,44.0
156.0,41.0
156.0,50.0
156.0,53.0
156.0,56.0
156.0,40.0
156.0,40.0
156.0,50.0
156.0,62.0
156.0,55.0
156.0,51.0
156.0,60.0
156.0,53.0
156.0,50.0
156.0,52.0
156.0,48.0
156.0,48.0
156.0,56.0
156.0,31.0
156.0,19.0
156.0,15.0
156.0,14.0
156.0,8.0
156.0,10.0
156.0,4.0
156.0,11.0
156.0,16.0
156.0,9.0
156.0,8.0
156.0,6.0
156.0,6.0
156.0,8.0
156.0,10.0
156.0,8.5
156.0,7.0
156.0,7.0
156.0,6.0
156.0,5.0
156.0,7.0
156.0,5.0
156.0,2.0
156.0,7.0
156.0,4.0
156.0,3.0
156.0,13.0
156.0,13.0
156.0,8.0
156.0,11.0
156.0,15.0
156.0,14.0
156.0,16.0
156.0,18.0
156.0,8.0
156.0,12.0
156.0,8.0
156.0,7.0
156.0,6.333333333333333
156.0,5.666666666666667
156.0,5.0
156.0,4.0
156.0,3.0
156.0,6.0
156.0,6.0
156.0,7.0
156.0,10.0
156.0,9.0
156.0,5.0
156.0,16.0
156.0,14.0
156.0,20.0
156.0,16.0
156.0,22.0
156.0,29.0
156.0,21.0
156.0,18.0
156.0,20.0
156.0,21.0
156.0,33.0
156.0,26.0
156.0,21.0
156.0,28.0
156.0,23.0
156.0,19.0
156.0,16.0
156.0,15.0
156.0,11.0
156.0,7.0
156.0,13.0
156.0,5.0
156.0,16.0
156.0,12.0
156.0,11.0
156.0,20.0
156.0,20.0
156.0,12.0
156.0,8.0
156.0,21.0
156.0,26.0
156.0,22.0
156.0,30.0
156.0,33.0
156.0,35.0
156.0,36.0
156.0,36.0
156.0,34.0
156.0,41.0
156.0,41.0
156.0,26.0
156.0,28.0
156.0,25.0
156.0,24.0
156.0,20.0
156.0,18.0
156.0,18.0
156.0,20.0
156.0,8.0
156.0,6.0
156.0,10.0
156.0,25.0
156.0,14.0
156.0,9.0
156.0,10.0
156.0,9.0
156.0,9.0
156.0,9.0
156.0,9.0
156.0,5.0
156.0,6.0
156.0,7.0
156.0,6.0
156.0,7.0
156.0,9.0
156.0,6.0
156.0,9.0
156.0,5.0
156.0,4.5
156.0,4.0
156.0,4.0
156.0,7.0
156.0,7.0
156.0,5.0
156.0,4.5
156.0,4.0
156.0,4.5
156.0,5.0
156.0,9.0
156.0,7.0
156.0,6.0
156.0,6.5
156.0,7.0
156.0,7.0
156.0,10.0
156.0,9.0
156.0,9.0
156.0,6.0
156.0,3.0
156.0,6.0
156.0,7.0
156.0,9.0
156.0,11.0
156.0,6.0
156.0,8.0
156.0,4.0
156.0,8.0
156.0,16.0
156.0,23.0
156.0,36.0
156.0,59.0
156.0,57.0
156.0,66.0
156.0,71.0
156.0,87.0
156.0,91.0
156.0,70.0
156.0,71.0
156.0,70.0
156.0,76.0
156.0,85.0
156.0,80.0
156.0,74.0
156.0,78.0
156.0,76.0
156.0,77.0
156.0,77.0
156.0,62.0
156.0,61.0
156.0,70.0
156.0,63.0
156.0,65.0
156.0,62.0
156.0,72.0
156.0,66.0
156.0,78.0
156.0,84.0
156.0,91.0
156.0,98.0
156.0,74.0
156.0,58.0
156.0,58.0
156.0,56.0
156.0,51.0
156.0,54.0
156.0,44.0
156.0,38.0
156.0,35.0
156.0,35.0
156.0,37.0
156.0,35.0
156.0,36.0
156.0,42.0
156.0,46.0
156.0,76.0
156.0,84.0
156.0,82.0
156.0,88.0
156.0,84.0
156.0,55.0
156.0,79.0
156.0,44.0
156.0,61.0
156.0,66.0
156.0,65.0
156.0,54.0
156.0,54.0
156.0,62.0
156.0,65.0
156.0,60.0
156.0,46.0
156.0,38.0
156.0,39.0
156.0,30.0
156.0,20.0
156.0,16.0
156.0,25.0
156.0,18.0
156.0,24.0
156.0,21.0
156.0,27.0
156.0,16.0
156.0,17.0
156.0,16.0
156.0,21.0
156.0,17.0
156.0,20.0
156.0,11.0
156.0,15.0
156.0,11.0
156.0,9.0
156.0,5.0
156.0,11.0
156.0,8.0
156.0,6.0
156.0,11.0
156.0,7.0
156.0,9.0
156.0,7.5
156.0,6.0
156.0,9.0
156.0,6.0
156.0,10.0
156.0,8.0
156.0,20.0
156.0,12.0
156.0,16.0
156.0,13.0
156.0,31.0
156.0,33.0
156.0,29.0
156.0,31.0
156.0,29.0
156.0,23.0
156.0,16.0
156.0,21.0
156.0,23.0
156.0,30.0
156.0,36.0
156.0,20.0
156.0,25.0
156.0,24.0
156.0,24.0
156.0,22.0
156.0,22.0
156.0,17.0
156.0,23.0
156.0,78.0
156.0,36.0
156.0,19.0
156.0,17.0
156.0,14.0
156.0,23.0
156.0,26.0
156.0,35.0
156.0,33.0
156.0,34.0
156.0,34.0
156.0,45.0
156.0,56.0
156.0,63.0
156.0,61.0
156.0,55.0
156.0,42.0
156.0,45.0
156.0,42.0
156.0,32.0
156.0,33.0
156.0,27.0
156.0,24.0
156.0,16.0
156.0,16.0
156.0,16.0
156.0,21.0
156.0,14.0
156.0,18.0
156.0,15.0
156.0,28.0
156.0,29.0
156.0,32.0
156.0,31.0
156.0,32.0
156.0,32.0
156.0,36.0
156.0,30.0
156.0,23.0
156.0,18.0
156.0,24.0
156.0,24.0
156.0,22.0
156.0,26.0
156.0,25.0
156.0,21.0
156.0,20.0
156.0,23.0
156.0,9.0
156.0,17.0
156.0,19.0
156.0,16.0
156.0,23.0
156.0,41.0
156.0,30.0
156.0,25.0
156.0,22.0
156.0,17.0
156.0,26.0
156.0,40.0
156.0,43.0
156.0,34.0
156.0,26.0
156.0,27.0
156.0,30.0
156.0,29.0
156.0,11.0
156.0,7.0
156.0,12.0
156.0,8.0
156.0,11.0
156.0,11.0
156.0,9.0
156.0,17.0
156.0,30.0
156.0,36.0
156.0,23.0
156.0,19.0
156.0,35.0
156.0,37.0
156.0,38.0
156.0,32.0
156.0,31.0
156.0,33.0
156.0,44.0
156.0,38.0
156.0,34.0
156.0,37.0
156.0,37.0
156.0,28.0
156.0,30.0
156.0,12.0
156.0,22.0
156.0,20.0
156.0,17.0
156.0,17.0
156.0,23.0
156.0,26.0
156.0,27.0
156.0,14.0
156.0,18.0
156.0,16.0
156.0,22.0
156.0,29.0
156.0,22.0
156.0,22.0
156.0,21.0
156.0,25.0
156.0,16.0
156.0,22.0
156.0,16.0
156.0,11.0
156.0,6.0
156.0,8.0
156.0,11.0
156.0,14.0
156.0,14.0
156.0,10.0
156.0,14.0
156.0,9.0
156.0,11.0
156.0,12.0
156.0,13.0
156.0,14.0
156.0,8.0
156.0,19.0
156.0,15.0
156.0,14.0
156.0,15.0
156.0,14.0
156.0,13.0
156.0,15.0
156.0,11.0
156.0,19.0
156.0,17.0
156.0,12.0
156.0,10.0
156.0,8.0
156.0,14.0
156.0,14.0
156.0,17.0
156.0,13.0
156.0,12.0
156.0,11.0
156.0,7.0
156.0,12.0
156.0,21.0
156.0,21.0
156.0,17.0
156.0,19.0
156.0,27.0
156.0,27.0
156.0,19.0
156.0,21.0
156.0,18.0
156.0,22.0
156.0,21.0
156.0,24.0
156.0,24.0
156.0,20.0
156.0,18.0
156.0,20.0
156.0,15.0
156.0,13.0
156.0,13.0
156.0,18.0
156.0,19.0
156.0,17.0
156.0,21.0
156.0,14.0
156.0,14.0
156.0,11.0
156.0,17.0
156.0,11.0
156.0,15.0
156.0,23.0
156.0,19.0
156.0,21.0
156.0,17.0
156.0,17.0
156.0,18.0
156.0,15.0
156.0,16.0
156.0,18.0
156.0,17.0
156.0,18.0
156.0,14.0
156.0,11.0
156.0,14.0
156.0,13.0
156.0,13.0
156.0,11.0
156.0,14.0
156.0,11.0
156.0,15.0
156.0,13.0
156.0,12.0
156.0,24.0
156.0,23.0
156.0,28.0
156.0,21.0
156.0,19.0
156.0,16.0
156.0,14.0
156.0,22.0
156.0,18.0
156.0,21.0
156.0,22.0
156.0,27.0
156.0,19.0
156.0,18.0
156.0,29.0
156.0,25.0
156.0,21.0
156.0,14.0
156.0,14.0
156.0,28.0
156.0,23.0
156.0,17.0
156.0,26.0
156.0,37.0
156.0,31.0
156.0,23.0
156.0,26.0
156.0,14.0
156.0,20.0
156.0,21.0
156.0,17.0
156.0,33.0
156.0,23.0
156.0,22.0
156.0,19.0
156.0,26.0
156.0,27.0
156.0,29.0
156.0,27.0
156.0,26.0
156.0,31.0
156.0,24.0
156.0,34.0
156.0,27.0
156.0,41.0
156.0,38.0
156.0,13.0
156.0,12.0
156.0,8.0
156.0,9.0
156.0,20.0
156.0,21.0
156.0,18.0
156.0,20.0
156.0,20.0
156.0,17.0
156.0,25.0
156.0,30.0
156.0,29.0
156.0,24.0
156.0,24.0
156.0,34.0
156.0,50.0
156.0,54.0
156.0,43.0
156.0,46.0
156.0,37.0
156.0,38.0
156.0,48.0
156.0,48.0
156.0,39.0
156.0,45.0
156.0,37.0
156.0,41.0
156.0,62.0
156.0,71.0
156.0,67.0
156.0,60.0
156.0,60.0
156.0,67.0
156.0,69.0
156.0,65.0
156.0,58.0
156.0,55.0
156.0,50.0
156.0,49.0
156.0,48.0
156.0,36.0
156.0,32.0
156.0,41.0
156.0,30.0
156.0,30.0
156.0,35.0
156.0,42.0
156.0,44.0
156.0,48.0
156.0,45.0
156.0,52.0
156.0,44.0
156.0,37.0
156.0,43.0
156.0,36.0
156.0,31.0
156.0,31.0
156.0,32.0
156.0,37.0
156.0,35.0
156.0,35.0
156.0,35.0
156.0,34.0
156.0,28.0
156.0,30.0
156.0,31.0
156.0,32.0
156.0,33.0
156.0,32.0
156.0,34.0
156.0,31.0
156.0,23.0
156.0,26.0
156.0,23.0
156.0,30.0
156.0,47.0
156.0,47.0
156.0,40.0
156.0,34.0
156.0,43.0
156.0,40.0
156.0,46.0
156.0,42.0
156.0,38.0
156.0,35.0
156.0,34.0
156.0,29.0
156.0,26.0
156.0,24.0
156.0,35.0
156.0,42.0
156.0,37.0
156.0,36.0
156.0,30.0
156.0,22.0
156.0,22.0
156.0,20.0
156.0,27.0
156.0,28.0
156.0,29.0
156.0,21.0
156.0,21.0
156.0,21.0
156.0,22.0
156.0,26.0
156.0,28.0
156.0,25.0
156.0,19.0
156.0,24.0
156.0,22.0
156.0,17.0
156.0,20.0
156.0,16.0
156.0,16.0
156.0,26.0
156.0,22.0
156.0,33.0
156.0,32.0
156.0,28.0
156.0,37.0
156.0,28.0
156.0,37.0
156.0,31.0
156.0,29.0
156.0,22.0
156.0,26.0
156.0,24.0
156.0,22.0
156.0,22.0
156.0,25.0
156.0,17.0
156.0,25.0
156.0,22.0
156.0,24.0
156.0,22.0
156.0,18.0
156.0,13.0
156.0,12.0
156.0,15.0
156.0,15.0
156.0,11.0
156.0,14.0
156.0,11.0
156.0,11.0
156.0,11.0
156.0,15.0
156.0,15.0
156.0,21.0
156.0,18.0
156.0,10.0
156.0,11.0
156.0,13.0
156.0,6.0
156.0,17.0
156.0,14.0
156.0,16.0
156.0,13.0
156.0,17.0
156.0,11.0
156.0,14.0
156.0,11.0
156.0,18.0
156.0,17.0
156.0,14.0
156.0,18.0
156.0,11.0
156.0,18.0
156.0,18.0
156.0,15.0
156.0,19.0
156.0,20.0
156.0,27.0
156.0,24.0
156.0,24.0
156.0,17.0
156.0,17.0
156.0,29.0
156.0,24.0
156.0,26.0
156.0,23.0
156.0,26.0
156.0,28.0
156.0,28.0
156.0,25.0
156.0,29.0
156.0,21.0
156.0,25.0
156.0,22.0
156.0,26.0
156.0,27.0
156.0,27.0
156.0,25.0
156.0,31.0
156.0,29.0
156.0,33.0
156.0,26.0
156.0,19.0
156.0,23.0
156.0,20.0
156.0,23.0
156.0,26.0
156.0,22.0
156.0,24.0
156.0,28.0
156.0,23.0
156.0,28.0
156.0,19.0
156.0,18.0
156.0,26.0
156.0,31.0
156.0,19.0
156.0,20.0
156.0,17.0
156.0,23.0
156.0,39.0
156.0,26.0
156.0,24.0
156.0,23.0
156.0,27.0
156.0,34.0
156.0,37.0
156.0,36.0
156.0,36.0
156.0,34.0
156.0,43.0
156.0,31.0
156.0,33.0
156.0,29.0
156.0,27.0
156.0,30.0
156.0,26.0
156.0,22.0
156.0,27.0
156.0,32.0
156.0,34.0
156.0,39.0
156.0,28.0
156.0,24.0
156.0,27.0
156.0,22.0
156.0,33.0
156.0,37.0
156.0,28.0
156.0,41.0
156.0,44.0
156.0,36.0
