longitude,latitude,time,d2m,t2m
126.4,34.74,2013-01-07 18:00:00,268.5301,272.63373
126.4,34.74,2013-01-07 19:00:00,268.66577,272.58868
126.4,34.74,2013-01-07 20:00:00,268.7661,272.3737
126.4,34.74,2013-01-07 21:00:00,268.83057,272.31403
126.4,34.74,2013-01-07 22:00:00,268.9811,273.06674
126.4,34.74,2013-01-07 23:00:00,268.98483,273.01617
126.4,34.74,2013-01-08 00:00:00,268.87766,273.36087
126.4,34.74,2013-01-08 01:00:00,268.9173,273.89313
126.4,34.74,2013-01-08 02:00:00,268.9619,275.89734
126.4,34.74,2013-01-08 03:00:00,269.0691,276.4022
126.4,34.74,2013-01-08 04:00:00,269.0059,276.69208
126.4,34.74,2013-01-08 05:00:00,268.6286,277.1062
126.4,34.74,2013-01-08 06:00:00,268.5877,277.1074
126.4,34.74,2013-01-08 07:00:00,268.5784,276.91922
126.4,34.74,2013-01-08 08:00:00,268.483,276.00513
126.4,34.74,2013-01-08 09:00:00,268.55362,275.55264
126.4,34.74,2013-01-08 10:00:00,268.6552,274.5332
126.4,34.74,2013-01-08 11:00:00,268.78162,274.42297
126.4,34.74,2013-01-08 12:00:00,268.78036,274.24817
126.4,34.74,2013-01-08 13:00:00,268.94147,274.1014
126.4,34.74,2013-01-08 14:00:00,268.71967,273.8365
126.4,34.74,2013-01-08 15:00:00,268.41733,273.87427
126.4,34.74,2013-01-08 16:00:00,268.2903,273.86572
126.4,34.74,2013-01-08 17:00:00,268.04004,273.65866
126.4,34.74,2013-01-08 18:00:00,268.0041,273.52835
126.4,34.74,2013-01-08 19:00:00,268.00906,273.48328
126.4,34.74,2013-01-08 20:00:00,267.9985,273.4705
126.4,34.74,2013-01-08 21:00:00,267.77362,273.5588
126.4,34.74,2013-01-08 22:00:00,267.6677,273.9248
126.4,34.74,2013-01-08 23:00:00,267.5729,274.00702
126.4,34.74,2013-01-09 00:00:00,267.558,274.13733
126.4,34.74,2013-01-09 01:00:00,267.44095,274.35596
126.4,34.74,2013-01-09 02:00:00,267.00787,274.7165
126.4,34.74,2013-01-09 03:00:00,266.73465,274.63855
126.4,34.74,2013-01-09 04:00:00,266.60767,274.34198
126.4,34.74,2013-01-09 05:00:00,266.1139,274.18423
126.4,34.74,2013-01-09 06:00:00,265.9497,273.86694
126.4,34.74,2013-01-09 07:00:00,265.90448,273.6471
126.4,34.74,2013-01-09 08:00:00,265.71802,272.87854
126.4,34.74,2013-01-09 09:00:00,265.67526,272.65628
126.4,34.74,2013-01-09 10:00:00,265.47144,271.90356
126.4,34.74,2013-01-09 11:00:00,265.44168,271.9754
126.4,34.74,2013-01-09 12:00:00,265.40143,272.11243
126.4,34.74,2013-01-09 13:00:00,265.4293,272.22025
126.4,34.74,2013-01-09 14:00:00,265.4956,272.18185
126.4,34.74,2013-01-09 15:00:00,265.58542,272.3128
126.4,34.74,2013-01-09 16:00:00,265.77686,272.41998
126.4,34.74,2013-01-09 17:00:00,266.03336,272.51437
126.4,34.74,2013-01-09 18:00:00,266.23346,272.69952
126.4,34.74,2013-01-09 19:00:00,266.43234,272.83472
126.4,34.74,2013-01-09 20:00:00,266.5996,272.89014
126.4,34.74,2013-01-09 21:00:00,266.55066,272.78537
126.4,34.74,2013-01-09 22:00:00,267.17886,271.25925
126.4,34.74,2013-01-09 23:00:00,266.85114,271.11368
126.4,34.74,2013-01-10 00:00:00,266.53333,270.8853
126.4,34.74,2013-01-10 01:00:00,266.43048,270.7824
126.4,34.74,2013-01-10 02:00:00,266.51596,271.8396
126.4,34.74,2013-01-10 03:00:00,266.04016,272.4279
126.4,34.74,2013-01-10 04:00:00,265.8537,272.94736
126.4,34.74,2013-01-10 05:00:00,265.91998,273.58377
126.4,34.74,2013-01-10 06:00:00,265.98502,273.72507
126.4,34.74,2013-01-10 07:00:00,266.01352,273.60995
126.4,34.74,2013-01-10 08:00:00,266.04947,272.91205
126.4,34.74,2013-01-10 09:00:00,266.13248,272.4072
126.4,34.74,2013-01-10 10:00:00,264.40335,271.27386
126.4,34.74,2013-01-10 11:00:00,264.15988,271.2489
126.4,34.74,2013-01-10 12:00:00,263.97897,271.08325
126.4,34.74,2013-01-10 13:00:00,263.71753,270.87982
126.4,34.74,2013-01-10 14:00:00,263.6159,270.30008
126.4,34.74,2013-01-10 15:00:00,263.45297,270.132
126.4,34.74,2013-01-10 16:00:00,263.36624,269.9968
126.4,34.74,2013-01-10 17:00:00,263.5806,269.74042
126.4,34.74,2013-01-10 18:00:00,263.70636,269.8007
126.4,34.74,2013-01-10 19:00:00,263.72,269.80984
126.4,34.74,2013-01-10 20:00:00,263.82843,269.68256
126.4,34.74,2013-01-10 21:00:00,263.82904,269.61374
126.4,34.74,2013-01-10 22:00:00,263.51926,269.90848
126.4,34.74,2013-01-10 23:00:00,263.6153,270.02786
126.4,34.74,2013-01-11 00:00:00,263.6506,270.5327
126.4,34.74,2013-01-11 01:00:00,263.01312,271.3323
126.4,34.74,2013-01-11 02:00:00,262.09186,273.7074
126.4,34.74,2013-01-11 03:00:00,261.6266,274.34988
126.4,34.74,2013-01-11 04:00:00,261.80377,274.75122
126.4,34.74,2013-01-11 05:00:00,262.06522,275.72925
126.4,34.74,2013-01-11 06:00:00,262.30746,275.9491
126.4,34.74,2013-01-11 07:00:00,262.76468,276.12814
126.4,34.74,2013-01-11 08:00:00,264.30917,275.48566
126.4,34.74,2013-01-11 09:00:00,264.98633,275.71585
126.4,34.74,2013-01-11 10:00:00,265.0049,275.22867
126.4,34.74,2013-01-11 11:00:00,267.29037,275.3663
126.4,34.74,2013-01-11 12:00:00,269.41043,275.79684
126.4,34.74,2013-01-11 13:00:00,271.0299,276.2609
126.4,34.74,2013-01-11 14:00:00,271.39233,277.16342
126.4,34.74,2013-01-11 15:00:00,271.74796,277.7578
126.4,34.74,2013-01-11 16:00:00,272.4536,277.73224
126.4,34.74,2013-01-11 17:00:00,272.64877,277.25662
126.4,34.74,2013-01-11 18:00:00,272.7479,277.35648
126.4,34.74,2013-01-11 19:00:00,272.6122,277.8656
126.4,34.74,2013-01-11 20:00:00,272.8309,278.4411
126.4,34.74,2013-01-11 21:00:00,273.08243,278.52332
126.4,34.74,2013-01-11 22:00:00,273.53284,278.4064
126.4,34.74,2013-01-11 23:00:00,274.22238,278.5081
126.4,34.74,2013-01-12 00:00:00,274.4888,278.77786
126.4,34.74,2013-01-12 01:00:00,274.5687,279.18103
126.4,34.74,2013-01-12 02:00:00,274.9367,280.6414
126.4,34.74,2013-01-12 03:00:00,274.58853,280.65906
126.4,34.74,2013-01-12 04:00:00,274.47516,280.56223
126.4,34.74,2013-01-12 05:00:00,274.53897,280.7425
126.4,34.74,2013-01-12 06:00:00,274.48508,280.52872
126.4,34.74,2013-01-12 07:00:00,274.3017,280.20413
126.4,34.74,2013-01-12 08:00:00,273.98572,278.8607
126.4,34.74,2013-01-12 09:00:00,273.75217,278.05743
126.4,34.74,2013-01-12 10:00:00,273.30423,276.53555
126.4,34.74,2013-01-12 11:00:00,272.84763,275.9497
126.4,34.74,2013-01-12 12:00:00,272.71628,275.7603
126.4,34.74,2013-01-12 13:00:00,272.62088,275.55142
126.4,34.74,2013-01-12 14:00:00,272.44928,275.1233
126.4,34.74,2013-01-12 15:00:00,272.38174,274.81882
126.4,34.74,2013-01-12 16:00:00,272.33713,274.62698
126.4,34.74,2013-01-12 17:00:00,272.06454,274.25488
126.4,34.74,2013-01-12 18:00:00,271.8291,274.1343
126.4,34.74,2013-01-12 19:00:00,271.50882,273.9924
126.4,34.74,2013-01-12 20:00:00,271.46048,273.9163
126.4,34.74,2013-01-12 21:00:00,271.38678,273.93942
126.4,34.74,2013-01-12 22:00:00,271.52243,274.44977
126.4,34.74,2013-01-12 23:00:00,271.69653,274.41504
126.4,34.74,2013-01-13 00:00:00,271.62527,274.52954
126.4,34.74,2013-01-13 01:00:00,271.42084,275.03073
126.4,34.74,2013-01-13 02:00:00,271.12347,276.26456
126.4,34.74,2013-01-13 03:00:00,271.10364,276.9594
126.4,34.74,2013-01-13 04:00:00,271.04913,277.52274
126.4,34.74,2013-01-13 05:00:00,271.24054,278.11957
126.4,34.74,2013-01-13 06:00:00,271.46793,278.46606
126.4,34.74,2013-01-13 07:00:00,272.0565,278.50018
126.4,34.74,2013-01-13 08:00:00,272.24792,278.11957
126.4,34.74,2013-01-13 09:00:00,272.409,277.63846
126.4,34.74,2013-01-13 10:00:00,272.44617,276.52643
126.4,34.74,2013-01-13 11:00:00,272.4505,276.38452
126.4,34.74,2013-01-13 12:00:00,272.69894,276.12265
126.4,34.74,2013-01-13 13:00:00,272.6184,275.7926
126.4,34.74,2013-01-13 14:00:00,272.4245,275.3468
126.4,34.74,2013-01-13 15:00:00,272.45483,274.85107
126.4,34.74,2013-01-13 16:00:00,272.30368,274.8657
126.4,34.74,2013-01-13 17:00:00,271.96603,274.40408
126.4,34.74,2013-01-13 18:00:00,271.83347,274.34988
126.4,34.74,2013-01-13 19:00:00,271.75974,274.30542
126.4,34.74,2013-01-13 20:00:00,271.502,274.1203
126.4,34.74,2013-01-13 21:00:00,271.48898,274.20312
126.4,34.74,2013-01-13 22:00:00,271.90036,274.60687
126.4,34.74,2013-01-13 23:00:00,272.07632,274.8931
126.4,34.74,2013-01-14 00:00:00,272.07632,275.3115
126.4,34.74,2013-01-14 01:00:00,272.19525,276.31448
126.4,34.74,2013-01-14 02:00:00,271.64078,278.12747
126.4,34.74,2013-01-14 03:00:00,271.51376,278.6445
126.4,34.74,2013-01-14 04:00:00,271.43817,278.71454
126.4,34.74,2013-01-14 05:00:00,272.3681,278.79007
126.4,34.74,2013-01-14 06:00:00,273.0428,278.74622
126.4,34.74,2013-01-14 07:00:00,273.2107,278.83694
126.4,34.74,2013-01-14 08:00:00,273.329,278.3936
126.4,34.74,2013-01-14 09:00:00,273.44858,278.05255
126.4,34.74,2013-01-14 10:00:00,272.53476,277.19754
126.4,34.74,2013-01-14 11:00:00,271.40472,276.6123
126.4,34.74,2013-01-14 12:00:00,270.43454,276.16956
126.4,34.74,2013-01-14 13:00:00,269.90918,275.9442
126.4,34.74,2013-01-14 14:00:00,269.3863,275.14035
126.4,34.74,2013-01-14 15:00:00,269.24255,274.60504
126.4,34.74,2013-01-14 16:00:00,269.0629,274.0113
126.4,34.74,2013-01-14 17:00:00,268.70294,272.98636
126.4,34.74,2013-01-14 18:00:00,268.3975,272.48392
126.4,34.74,2013-01-14 19:00:00,268.0518,272.0893
126.4,34.74,2013-01-14 20:00:00,267.56052,271.3658
126.4,34.74,2013-01-14 21:00:00,267.3294,271.0613
126.4,34.74,2013-01-14 22:00:00,267.96072,271.8402
126.4,34.74,2013-01-14 23:00:00,268.1373,271.9127
126.4,34.74,2013-01-15 00:00:00,268.16827,272.4431
126.4,34.74,2013-01-15 01:00:00,267.99728,273.25247
126.4,34.74,2013-01-15 02:00:00,267.74945,275.34436
126.4,34.74,2013-01-15 03:00:00,268.17694,276.11475
126.4,34.74,2013-01-15 04:00:00,269.10254,276.79437
126.4,34.74,2013-01-15 05:00:00,270.17868,277.88266
126.4,34.74,2013-01-15 06:00:00,270.95123,278.2718
126.4,34.74,2013-01-15 07:00:00,271.33597,278.449
126.4,34.74,2013-01-15 08:00:00,271.90036,277.7432
126.4,34.74,2013-01-15 09:00:00,271.603,277.7925
126.4,34.74,2013-01-15 10:00:00,268.62735,275.8492
126.4,34.74,2013-01-15 11:00:00,269.44638,276.1671
126.4,34.74,2013-01-15 12:00:00,270.02563,276.3492
126.4,34.74,2013-01-15 13:00:00,270.10062,275.09772
126.4,34.74,2013-01-15 14:00:00,270.35522,274.6763
126.4,34.74,2013-01-15 15:00:00,270.5058,274.45584
126.4,34.74,2013-01-15 16:00:00,270.52066,274.26035
126.4,34.74,2013-01-15 17:00:00,270.5442,274.16595
126.4,34.74,2013-01-15 18:00:00,271.0076,274.35962
126.4,34.74,2013-01-15 19:00:00,271.30127,274.48264
126.4,34.74,2013-01-15 20:00:00,271.60547,274.8261
126.4,34.74,2013-01-15 21:00:00,271.7492,274.7439
126.4,34.74,2013-01-15 22:00:00,272.3619,274.97046
126.4,34.74,2013-01-15 23:00:00,272.72372,274.6489
126.4,34.74,2013-01-16 00:00:00,273.3123,275.4345
126.4,34.74,2013-01-16 01:00:00,273.67966,276.6525
126.4,34.74,2013-01-16 02:00:00,274.1338,278.22736
126.4,34.74,2013-01-16 03:00:00,273.75092,278.4271
126.4,34.74,2013-01-16 04:00:00,272.4598,278.3942
126.4,34.74,2013-01-16 05:00:00,272.13702,278.24136
126.4,34.74,2013-01-16 06:00:00,272.61594,277.9941
126.4,34.74,2013-01-16 07:00:00,273.07562,277.71457
126.4,34.74,2013-01-16 08:00:00,271.82788,276.904
126.4,34.74,2013-01-16 09:00:00,271.05347,276.55383
126.4,34.74,2013-01-16 10:00:00,270.48285,275.90402
126.4,34.74,2013-01-16 11:00:00,270.35834,275.58676
126.4,34.74,2013-01-16 12:00:00,270.17868,275.39856
126.4,34.74,2013-01-16 13:00:00,270.0343,275.2524
126.4,34.74,2013-01-16 14:00:00,269.76666,274.8657
126.4,34.74,2013-01-16 15:00:00,269.63223,274.6848
126.4,34.74,2013-01-16 16:00:00,269.55542,274.55817
126.4,34.74,2013-01-16 17:00:00,269.31378,274.29813
126.4,34.74,2013-01-16 18:00:00,269.20724,274.23355
126.4,34.74,2013-01-16 19:00:00,269.19235,274.14893
126.4,34.74,2013-01-16 20:00:00,268.82623,273.98633
126.4,34.74,2013-01-16 21:00:00,268.6887,273.8767
126.4,34.74,2013-01-16 22:00:00,268.21103,273.63007
126.4,34.74,2013-01-16 23:00:00,268.12677,273.55026
126.4,34.74,2013-01-17 00:00:00,268.04745,273.54965
126.4,34.74,2013-01-17 01:00:00,267.85355,273.66415
126.4,34.74,2013-01-17 02:00:00,267.57227,273.92114
126.4,34.74,2013-01-17 03:00:00,267.39075,274.04538
126.4,34.74,2013-01-17 04:00:00,267.35358,274.01492
126.4,34.74,2013-01-17 05:00:00,267.26373,274.0387
126.4,34.74,2013-01-17 06:00:00,267.18878,274.03564
126.4,34.74,2013-01-17 07:00:00,267.15533,274.15195
126.4,34.74,2013-01-17 08:00:00,267.03763,273.80057
126.4,34.74,2013-01-17 09:00:00,266.92487,273.72626
126.4,34.74,2013-01-17 10:00:00,267.07355,273.45102
126.4,34.74,2013-01-17 11:00:00,266.9286,273.49304
126.4,34.74,2013-01-17 12:00:00,267.07355,273.37003
126.4,34.74,2013-01-17 13:00:00,267.09152,273.4224
126.4,34.74,2013-01-17 14:00:00,267.26624,273.04056
126.4,34.74,2013-01-17 15:00:00,267.09152,272.85846
126.4,34.74,2013-01-17 16:00:00,267.1355,272.7409
126.4,34.74,2013-01-17 17:00:00,267.09772,272.50647
126.4,34.74,2013-01-17 18:00:00,267.09525,272.40048
126.4,34.74,2013-01-17 19:00:00,267.1646,272.39624
126.4,34.74,2013-01-17 20:00:00,267.24268,272.34567
126.4,34.74,2013-01-17 21:00:00,267.322,272.27078
126.4,34.74,2013-01-17 22:00:00,267.51157,272.62033
126.4,34.74,2013-01-17 23:00:00,267.60822,272.81277
126.4,34.74,2013-01-18 00:00:00,267.6751,272.88342
126.4,34.74,2013-01-18 01:00:00,267.90497,273.20618
126.4,34.74,2013-01-18 02:00:00,268.55176,275.15436
126.4,34.74,2013-01-18 03:00:00,268.47495,275.47348
126.4,34.74,2013-01-18 04:00:00,268.31323,275.48627
126.4,34.74,2013-01-18 05:00:00,268.69363,275.98138
126.4,34.74,2013-01-18 06:00:00,268.8318,275.98383
126.4,34.74,2013-01-18 07:00:00,268.91916,275.8474
126.4,34.74,2013-01-18 08:00:00,268.90057,275.26764
126.4,34.74,2013-01-18 09:00:00,268.85968,274.92294
126.4,34.74,2013-01-18 10:00:00,269.08395,274.3584
126.4,34.74,2013-01-18 11:00:00,269.09695,274.4327
126.4,34.74,2013-01-18 12:00:00,269.1998,274.28958
126.4,34.74,2013-01-18 13:00:00,269.17996,274.28595
126.4,34.74,2013-01-18 14:00:00,269.16077,274.04782
126.4,34.74,2013-01-18 15:00:00,269.26733,274.18484
126.4,34.74,2013-01-18 16:00:00,269.36957,274.3231
126.4,34.74,2013-01-18 17:00:00,269.5938,274.39313
126.4,34.74,2013-01-18 18:00:00,269.85278,274.63672
126.4,34.74,2013-01-18 19:00:00,270.02255,274.6008
126.4,34.74,2013-01-18 20:00:00,270.43207,274.77496
126.4,34.74,2013-01-18 21:00:00,270.5919,275.18115
126.4,34.74,2013-01-18 22:00:00,270.97107,275.54715
126.4,34.74,2013-01-18 23:00:00,270.8843,275.6988
126.4,34.74,2013-01-19 00:00:00,270.66626,275.9765
126.4,34.74,2013-01-19 01:00:00,270.608,276.3163
126.4,34.74,2013-01-19 02:00:00,270.5256,277.49594
126.4,34.74,2013-01-19 03:00:00,270.6495,277.72614
126.4,34.74,2013-01-19 04:00:00,270.68732,277.8601
126.4,34.74,2013-01-19 05:00:00,270.89114,278.19324
126.4,34.74,2013-01-19 06:00:00,271.077,278.1841
126.4,34.74,2013-01-19 07:00:00,271.19595,278.2371
126.4,34.74,2013-01-19 08:00:00,271.22446,277.65125
126.4,34.74,2013-01-19 09:00:00,271.40225,277.48804
126.4,34.74,2013-01-19 10:00:00,270.95804,276.68903
126.4,34.74,2013-01-19 11:00:00,270.6235,277.09644
126.4,34.74,2013-01-19 12:00:00,270.72076,277.12628
126.4,34.74,2013-01-19 13:00:00,270.83908,276.69147
126.4,34.74,2013-01-19 14:00:00,271.07452,276.18173
126.4,34.74,2013-01-19 15:00:00,271.55963,276.59647
126.4,34.74,2013-01-19 16:00:00,271.41464,275.53436
126.4,34.74,2013-01-19 17:00:00,272.21198,274.93085
126.4,34.74,2013-01-19 18:00:00,272.46786,274.546
