aerosol,year,month,day,hour,Temp(C),Prec(mm),Humidity(%),Dew_Point(C),Solar_Radiation(MJ/m2),Snowfall(cm),3hr_New_Snowfall(cm),Cloud_Cover(1/10),Middle_Low_Cloud_Cover(1/10),Lowest_Cloud_Height(100m),Visibility(10m),30cm_Ground_Temperature(C),power,d2m,t2m
24.0,2019,12,20,15,5.5,,56.0,-2.5,0.73,,,8.0,8.0,11.0,2000.0,7.4,2236800.0,272.35202,276.80432
22.0,2019,12,20,16,5.3,,55.0,-3.0,0.51,,,9.0,9.0,13.0,2000.0,7.5,1459200.0,272.43918,276.23685
25.0,2019,12,20,17,4.8,,64.0,-1.4,0.22,,,9.0,9.0,12.0,2000.0,7.5,614400.0,272.38382,275.59134
29.0,2019,12,20,18,4.0,,70.0,-0.9,0.01,,,10.0,2.0,13.0,1935.0,7.6,9600.0,272.49393,275.31033
18.0,2019,12,21,8,0.2,,73.0,-4.0,0.02,,,9.0,0.0,,1836.0,7.0,9600.0,271.86032,279.48264
21.0,2019,12,21,9,1.3,,66.0,-4.3,0.24,,,9.0,0.0,,1983.0,7.0,662400.0,271.8892,279.13763
19.0,2019,12,21,10,2.1,,63.0,-4.2,0.49,,,9.0,0.0,,1976.0,7.0,1353600.0,271.75256,278.03558
18.0,2019,12,21,11,2.9,,58.0,-4.5,0.53,,,10.0,5.0,10.0,1979.0,6.9,1718400.0,272.10294,277.70703
19.0,2019,12,21,12,3.6,,56.0,-4.3,0.71,,,10.0,9.0,10.0,1960.0,6.9,2169600.0,272.47922,277.448
31.0,2019,12,21,13,4.0,,61.0,-2.8,0.58,,,10.0,10.0,28.0,1996.0,6.9,1718400.0,272.85254,277.17188
35.0,2019,12,21,14,4.1,,59.0,-3.2,0.47,,,10.0,10.0,28.0,1938.0,6.9,1363200.0,273.01978,276.81042
45.0,2019,12,21,15,4.2,,60.0,-2.8,0.42,,,10.0,10.0,28.0,1952.0,6.9,1276800.0,273.18347,276.6123
47.0,2019,12,21,16,4.6,,59.0,-2.7,0.48,,,10.0,10.0,30.0,1898.0,7.0,1430400.0,273.41138,276.6178
40.0,2019,12,21,17,4.6,,51.0,-4.6,0.23,,,8.0,5.0,45.0,1930.0,7.0,691200.0,273.67517,276.94513
45.0,2019,12,21,18,3.6,,59.0,-3.6,0.02,,,6.0,5.0,46.0,1691.0,7.1,28800.0,273.32303,277.0329
35.0,2019,12,22,9,4.2,,58.0,-3.3,0.16,,,10.0,10.0,30.0,1541.0,6.7,384000.0,272.41562,282.11765
36.0,2019,12,22,10,5.3,,52.0,-3.7,0.44,,,10.0,10.0,30.0,1911.0,6.7,1593600.0,274.635,280.99002
35.0,2019,12,22,11,6.8,,49.0,-3.1,0.66,,,8.0,0.0,,1956.0,6.7,2457600.0,275.54065,280.78583
23.0,2019,12,22,12,7.5,,48.0,-2.8,0.82,,,8.0,0.0,,1955.0,6.7,2918400.0,276.0818,280.5487
29.0,2019,12,22,13,9.3,,43.0,-2.6,1.36,,,7.0,0.0,,1894.0,6.7,5740800.0,276.57996,280.6895
27.0,2019,12,22,14,9.7,,46.0,-1.3,1.31,,,6.0,2.0,27.0,2000.0,6.8,5270400.0,276.78195,280.49933
26.0,2019,12,22,15,9.8,,47.0,-0.9,0.89,,,8.0,8.0,25.0,2000.0,6.8,2793600.0,276.96567,280.4841
29.0,2019,12,22,16,9.6,,52.0,0.2,0.58,,,8.0,8.0,24.0,1932.0,7.0,2121600.0,276.94507,280.4085
24.0,2019,12,22,17,8.9,,55.0,0.3,0.26,,,6.0,6.0,24.0,1777.0,7.1,1123200.0,277.1753,280.43472
20.0,2019,12,22,18,7.9,,63.0,1.2,0.02,,,0.0,0.0,,1542.0,7.2,38400.0,276.958,280.0056
42.0,2019,12,23,9,5.3,0.1,91.0,3.9,0.15,,,8.0,8.0,10.0,288.0,7.0,288000.0,273.72757,280.21164
49.0,2019,12,23,10,6.3,,88.0,4.4,0.55,,,7.0,7.0,10.0,447.0,7.0,1430400.0,273.3943,279.95197
59.0,2019,12,23,11,7.6,,72.0,2.8,1.11,,,4.0,0.0,,497.0,7.0,3628800.0,273.3566,279.8398
65.0,2019,12,23,12,7.7,,62.0,0.8,0.94,,,6.0,6.0,8.0,1028.0,7.0,3254400.0,273.34955,279.67462
68.0,2019,12,23,13,7.9,,53.0,-1.1,1.41,,,4.0,4.0,10.0,1491.0,7.0,5462400.0,273.3678,279.55698
46.0,2019,12,23,14,8.6,,54.0,-0.2,1.49,,,7.0,7.0,11.0,1925.0,7.1,7248000.0,273.2783,279.0273
39.0,2019,12,23,15,7.3,,59.0,-0.1,0.61,,,4.0,4.0,11.0,1918.0,7.2,5491200.0,273.35483,278.7908
30.0,2019,12,23,16,7.6,,59.0,0.0,0.72,,,5.0,5.0,11.0,1511.0,7.2,3696000.0,273.52325,278.52563
22.0,2019,12,23,17,6.3,,74.0,1.9,0.23,,,5.0,0.0,,1107.0,7.3,1296000.0,273.60098,277.921
31.0,2019,12,23,18,6.0,,73.0,1.5,0.03,,,8.0,8.0,11.0,1053.0,7.4,19200.0,273.62393,277.72168
38.0,2019,12,24,8,2.2,,77.0,-1.4,0.02,,,9.0,0.0,,657.0,7.3,9600.0,268.81067,281.67453
37.0,2019,12,24,9,2.6,,74.0,-1.5,0.33,,,8.0,0.0,,636.0,7.2,892800.0,270.31815,281.0339
41.0,2019,12,24,10,3.7,,67.0,-1.8,0.89,,,7.0,2.0,10.0,682.0,7.2,2956800.0,272.66058,279.7685
54.0,2019,12,24,11,4.4,,63.0,-2.0,1.34,,,5.0,1.0,10.0,747.0,7.2,5587200.0,273.60275,279.23514
38.0,2019,12,24,12,5.1,,59.0,-2.2,1.74,,,3.0,0.0,,815.0,7.1,8361600.0,274.24695,278.72803
41.0,2019,12,24,13,6.2,,50.0,-3.4,1.92,,,0.0,0.0,,903.0,7.1,8668800.0,274.46658,278.2739
28.0,2019,12,24,14,7.1,,49.0,-2.9,1.79,,,0.0,0.0,,1009.0,7.1,8294400.0,274.2752,277.68448
28.0,2019,12,24,15,7.6,,46.0,-3.3,1.48,,,0.0,0.0,,1121.0,7.2,7056000.0,274.55255,277.44922
26.0,2019,12,24,16,7.5,,50.0,-2.2,0.99,,,0.0,0.0,,1122.0,7.3,4579200.0,274.80988,277.38702
30.0,2019,12,24,17,6.7,,64.0,0.3,0.42,,,0.0,0.0,,886.0,7.4,1564800.0,274.92294,277.2816
30.0,2019,12,24,18,5.3,,74.0,1.0,0.04,,,0.0,0.0,,686.0,7.5,67200.0,275.05603,277.38156
50.0,2019,12,25,8,1.3,,69.0,-3.7,0.02,,,9.0,9.0,35.0,1044.0,7.0,48000.0,272.37204,283.2849
47.0,2019,12,25,9,2.1,,67.0,-3.4,0.25,,,8.0,8.0,30.0,938.0,7.0,844800.0,273.46143,282.34805
47.0,2019,12,25,10,3.8,,56.0,-4.1,0.87,,,8.0,8.0,38.0,1113.0,6.9,3216000.0,272.92557,281.23932
52.0,2019,12,25,11,5.5,,60.0,-1.6,1.44,,,2.0,0.0,,1133.0,6.8,6384000.0,273.10928,280.81384
52.0,2019,12,25,12,7.7,,53.0,-1.2,1.67,,,3.0,0.0,,1172.0,6.8,8150400.0,272.9497,280.66208
47.0,2019,12,25,13,8.9,,45.0,-2.4,1.84,,,4.0,0.0,,1266.0,6.8,8649600.0,273.24002,280.26282
30.0,2019,12,25,14,9.8,,40.0,-3.1,1.56,,,5.0,0.0,,1755.0,6.8,6748800.0,273.62866,279.61978
23.0,2019,12,25,15,10.0,,41.0,-2.6,1.06,,,7.0,7.0,40.0,1521.0,7.0,4214400.0,274.3765,279.38693
30.0,2019,12,25,16,8.8,,48.0,-1.6,0.99,,,3.0,0.0,,1347.0,7.1,4540800.0,274.59967,279.36133
31.0,2019,12,25,17,8.3,,53.0,-0.7,0.29,,,9.0,9.0,38.0,1070.0,7.2,969600.0,273.9472,279.12115
26.0,2019,12,26,9,5.0,0.0,64.0,-1.2,0.07,,,10.0,9.0,8.0,2000.0,7.6,115200.0,275.36282,279.21747
26.0,2019,12,26,10,4.6,,73.0,0.1,0.18,,,10.0,8.0,8.0,1159.0,7.6,576000.0,274.8511,279.2449
26.0,2019,12,26,11,4.8,,76.0,0.9,0.22,,,10.0,9.0,8.0,1136.0,7.5,662400.0,274.29053,278.93344
35.0,2019,12,26,12,5.3,0.9,71.0,0.4,0.5,,,10.0,8.0,8.0,1990.0,7.6,1862400.0,273.3725,278.71094
28.0,2019,12,26,13,5.0,,82.0,2.1,0.34,,,10.0,9.0,12.0,667.0,7.5,1334400.0,272.7295,278.5555
21.0,2019,12,26,14,5.1,,83.0,2.4,0.45,,,10.0,6.0,4.0,708.0,7.5,1478400.0,272.34732,278.05692
28.0,2019,12,26,15,5.0,0.4,80.0,1.8,0.32,,,10.0,5.0,5.0,1086.0,7.5,912000.0,272.23544,277.74786
17.0,2019,12,26,16,4.7,,83.0,2.0,0.14,,,10.0,9.0,4.0,918.0,7.5,432000.0,271.98224,277.62842
22.0,2019,12,26,17,4.8,,86.0,2.6,0.04,,,10.0,9.0,5.0,1043.0,7.6,9600.0,271.70547,277.40045
20.0,2019,12,27,9,2.9,,58.0,-4.5,0.09,,,9.0,9.0,12.0,2000.0,6.9,230400.0,269.91418,277.73752
29.0,2019,12,27,10,3.5,,52.0,-5.4,0.49,,,9.0,9.0,15.0,2000.0,6.8,1382400.0,269.66452,277.77347
19.0,2019,12,27,11,3.9,,45.0,-6.9,0.86,,,10.0,9.0,15.0,2000.0,6.8,2947200.0,269.86356,277.60648
24.0,2019,12,27,12,3.8,,53.0,-4.9,0.83,,,9.0,9.0,14.0,2000.0,6.8,3244800.0,269.92477,277.29987
26.0,2019,12,27,13,4.0,,50.0,-5.5,1.24,,,8.0,8.0,15.0,2000.0,6.8,3340800.0,269.93832,277.30414
25.0,2019,12,27,14,4.2,,48.0,-5.8,1.04,,,9.0,9.0,14.0,2000.0,6.7,3993600.0,270.2363,276.94147
25.0,2019,12,27,15,4.2,,50.0,-5.3,0.82,,,8.0,8.0,12.0,2000.0,6.8,2860800.0,270.71738,276.7458
16.0,2019,12,27,16,3.9,,48.0,-6.1,0.65,,,7.0,7.0,12.0,2000.0,6.8,3532800.0,271.15372,276.5782
23.0,2019,12,27,17,3.8,,55.0,-4.4,0.35,,,5.0,5.0,12.0,2000.0,6.9,556800.0,271.47406,276.18076
18.0,2019,12,27,18,3.4,,51.0,-5.8,0.04,,,7.0,7.0,12.0,2000.0,6.9,57600.0,271.89212,276.1131
17.0,2019,12,28,8,-1.2,,61.0,-7.7,0.01,,,0.0,0.0,,2000.0,6.3,28800.0,271.72784,280.1074
21.0,2019,12,28,9,0.4,,58.0,-6.9,0.33,,,0.0,0.0,,2000.0,6.3,1401600.0,272.00696,279.251
41.0,2019,12,28,10,2.5,,50.0,-6.8,0.91,,,0.0,0.0,,1959.0,6.2,4243200.0,271.39868,277.78506
43.0,2019,12,28,11,4.5,,48.0,-5.5,1.4,,,0.0,0.0,,2000.0,6.2,6806400.0,271.99225,277.61194
49.0,2019,12,28,12,5.9,,46.0,-4.8,1.74,,,0.0,0.0,,1982.0,6.1,8217600.0,272.35556,277.4358
48.0,2019,12,28,13,6.9,,44.0,-4.5,1.86,,,0.0,0.0,,1870.0,6.1,8572800.0,272.70062,277.30658
37.0,2019,12,28,14,7.4,,43.0,-4.3,1.79,,,0.0,0.0,,1713.0,6.1,8294400.0,272.8873,277.0652
46.0,2019,12,28,15,7.4,,40.0,-5.3,1.5,,,0.0,0.0,,1902.0,6.3,6892800.0,273.14108,277.0219
49.0,2019,12,28,16,7.6,,36.0,-6.5,1.02,,,0.0,0.0,,1979.0,6.4,4752000.0,273.14755,277.0835
30.0,2019,12,28,17,6.8,,41.0,-5.5,0.44,,,0.0,0.0,,1883.0,6.5,1708800.0,273.2883,277.3157
38.0,2019,12,28,18,5.7,,48.0,-4.4,0.04,,,0.0,0.0,,1856.0,6.7,67200.0,273.1499,277.33463
32.0,2019,12,29,9,4.3,,51.0,-4.9,0.09,,,10.0,6.0,12.0,2000.0,6.5,297600.0,279.08023,281.26978
38.0,2019,12,29,10,5.6,,51.0,-3.7,0.27,,,10.0,8.0,11.0,2000.0,6.4,681600.0,279.05548,281.13995
36.0,2019,12,29,11,5.3,,65.0,-0.7,0.24,,,10.0,9.0,8.0,2000.0,6.4,729600.0,279.69498,281.5709
39.0,2019,12,29,12,4.3,1.1,79.0,0.9,0.31,,,10.0,8.0,8.0,891.0,6.4,1257600.0,280.21436,281.96893
33.0,2019,12,29,13,4.2,,85.0,1.8,0.33,,,10.0,7.0,13.0,893.0,6.4,1238400.0,280.5612,282.10974
32.0,2019,12,29,14,4.6,,87.0,2.6,0.42,,,10.0,9.0,14.0,814.0,6.5,1392000.0,281.05817,282.38403
25.0,2019,12,29,15,4.6,3.5,91.0,3.2,0.31,,,10.0,8.0,15.0,542.0,6.5,864000.0,281.53397,282.4212
21.0,2019,12,29,16,4.7,,92.0,3.5,0.13,,,10.0,7.0,11.0,418.0,6.5,249600.0,281.73358,282.64124
17.0,2019,12,29,17,4.7,,92.0,3.5,0.08,,,10.0,6.0,3.0,613.0,6.6,57600.0,281.7642,282.78204
20.0,2019,12,30,9,7.4,,95.0,6.6,0.08,,,10.0,8.0,1.0,526.0,7.1,67200.0,277.00217,280.3439
21.0,2019,12,30,10,7.0,,97.0,6.5,0.14,,,10.0,8.0,10.0,299.0,7.1,364800.0,275.6849,279.8252
29.0,2019,12,30,11,7.5,,94.0,6.5,0.37,,,10.0,8.0,1.0,800.0,7.2,1651200.0,274.75806,279.0651
21.0,2019,12,30,12,8.4,,87.0,6.3,0.66,,,9.0,9.0,3.0,1979.0,7.2,3936000.0,273.95486,278.36475
11.0,2019,12,30,13,9.0,,82.0,6.0,1.01,,,9.0,9.0,4.0,2000.0,7.3,7200000.0,273.2235,277.6607
10.0,2019,12,30,14,9.3,,79.0,5.8,0.94,,,9.0,9.0,5.0,2000.0,7.3,3715200.0,271.9834,276.65863
8.0,2019,12,30,15,8.6,,88.0,6.7,0.46,,,10.0,9.0,3.0,1726.0,7.4,1536000.0,271.27737,276.16492
9.0,2019,12,30,16,8.2,,89.0,6.4,0.22,,,10.0,5.0,2.0,1716.0,7.5,528000.0,270.76154,275.9284
8.0,2019,12,30,17,6.6,,86.0,4.4,0.08,,,9.0,9.0,3.0,616.0,7.6,115200.0,269.66568,275.15125
13.0,2019,12,31,9,-2.6,0.1,59.0,-9.5,0.2,,0.0,9.0,9.0,9.0,2000.0,6.6,547200.0,267.28497,273.78528
15.0,2019,12,31,10,-2.5,,54.0,-10.5,0.84,,,9.0,9.0,9.0,1999.0,6.5,3840000.0,267.40567,273.18976
20.0,2019,12,31,11,-2.5,,59.0,-9.4,0.98,,,9.0,9.0,10.0,2000.0,6.4,5875200.0,267.66302,273.20316
17.0,2019,12,31,12,-2.0,0.0,54.0,-10.0,1.68,,,7.0,7.0,10.0,2000.0,6.2,5337600.0,267.78903,273.3074
21.0,2019,12,31,13,-1.6,,54.0,-9.7,1.64,,,7.0,7.0,10.0,2000.0,6.1,7756800.0,267.8603,273.38724
15.0,2019,12,31,14,-1.5,,59.0,-8.4,1.04,,,7.0,7.0,9.0,2000.0,6.1,6576000.0,267.87558,273.33606
18.0,2019,12,31,15,-1.5,,55.0,-9.3,1.43,,,6.0,6.0,9.0,2000.0,6.0,6518400.0,267.94626,273.42566
16.0,2019,12,31,16,-1.7,,60.0,-8.4,0.86,,,7.0,7.0,9.0,2000.0,6.0,3734400.0,267.8538,273.5256
12.0,2019,12,31,17,-1.9,,61.0,-8.4,0.39,,,6.0,6.0,10.0,2000.0,5.9,1161600.0,267.86615,273.53293
13.0,2019,12,31,18,-1.8,,62.0,-8.1,0.04,,,7.0,7.0,10.0,2000.0,5.9,48000.0,267.8644,273.59448
17.0,2020,1,1,8,-4.4,,67.0,-9.6,0.01,,,2.0,2.0,11.0,2000.0,5.0,19200.0,271.13605,277.94476
11.0,2020,1,1,9,-2.5,,63.0,-8.5,0.38,,,5.0,5.0,11.0,1986.0,5.0,1728000.0,271.3015,277.6162
26.0,2020,1,1,10,-1.0,,60.0,-7.7,0.92,,,8.0,8.0,11.0,1993.0,4.9,4540800.0,270.9806,276.6117
26.0,2020,1,1,11,0.5,,60.0,-6.3,1.07,,,7.0,7.0,11.0,2000.0,4.8,3868800.0,270.99826,276.3825
28.0,2020,1,1,12,1.5,,62.0,-5.0,1.25,,,9.0,9.0,11.0,2000.0,4.8,6652800.0,271.08835,276.39044
28.0,2020,1,1,13,2.0,,64.0,-4.1,0.95,,,9.0,9.0,11.0,2000.0,4.8,3350400.0,271.04007,276.2667
25.0,2020,1,1,14,2.6,,62.0,-3.9,0.87,,,9.0,9.0,10.0,2000.0,4.9,3446400.0,271.0807,276.24048
22.0,2020,1,1,15,3.2,,56.0,-4.7,0.79,,,9.0,9.0,11.0,2000.0,5.0,2534400.0,271.19553,276.3752
20.0,2020,1,1,16,3.2,,57.0,-4.5,0.53,,,8.0,8.0,11.0,2000.0,5.0,1660800.0,271.26736,276.51175
26.0,2020,1,1,17,2.9,,60.0,-4.1,0.26,,,3.0,3.0,10.0,2000.0,5.1,787200.0,271.4287,276.35568
21.0,2020,1,1,18,2.7,,62.0,-3.8,0.04,,,0.0,0.0,,2000.0,5.2,67200.0,271.59183,276.31607
31.0,2020,1,2,9,0.4,,74.0,-3.7,0.16,,,9.0,9.0,10.0,1593.0,4.9,288000.0,273.9213,279.22174
71.0,2020,1,2,10,2.1,,65.0,-3.8,0.72,,,8.0,5.0,10.0,1800.0,4.8,1718400.0,272.9768,277.94965
58.0,2020,1,2,11,3.0,,65.0,-2.9,0.87,,,8.0,8.0,40.0,1499.0,4.9,2476800.0,273.25473,277.85028
52.0,2020,1,2,12,4.6,,59.0,-2.7,1.62,,,0.0,0.0,,1839.0,4.9,7190400.0,273.462,277.67902
51.0,2020,1,2,13,5.4,,59.0,-1.9,1.82,,,2.0,0.0,,1773.0,4.9,7862400.0,273.65103,277.5449
49.0,2020,1,2,14,5.8,,58.0,-1.8,1.72,,,1.0,1.0,10.0,1499.0,5.0,7507200.0,273.80707,277.42908
47.0,2020,1,2,15,6.0,,61.0,-0.9,1.38,,,2.0,1.0,10.0,1552.0,5.1,6470400.0,273.93427,277.31448
51.0,2020,1,2,16,5.8,,62.0,-0.9,0.92,,,3.0,1.0,40.0,1386.0,5.2,3369600.0,274.1439,277.51382
44.0,2020,1,2,17,5.1,,65.0,-0.9,0.4,,,0.0,0.0,,1311.0,5.3,1305600.0,274.4012,277.846
49.0,2020,1,2,18,4.5,,68.0,-0.9,0.06,,,0.0,0.0,,1226.0,5.5,105600.0,274.29523,277.63632
63.0,2020,1,3,9,2.6,,85.0,0.3,0.31,,,2.0,0.0,,619.0,5.7,604800.0,273.82532,279.3089
72.0,2020,1,3,10,3.4,,72.0,-1.1,0.82,,,4.0,0.0,,835.0,5.7,2083200.0,273.8848,278.2209
72.0,2020,1,3,11,4.8,,67.0,-0.8,1.37,,,4.0,0.0,,824.0,5.7,4608000.0,273.70462,277.8765
74.0,2020,1,3,12,5.7,,63.0,-0.8,1.52,,,7.0,7.0,10.0,871.0,5.7,6374400.0,273.75644,277.64914
56.0,2020,1,3,13,6.4,,57.0,-1.5,1.4,,,3.0,3.0,10.0,1429.0,5.7,6624000.0,273.80295,277.21393
45.0,2020,1,3,14,6.5,,57.0,-1.4,1.7,,,2.0,2.0,10.0,1336.0,5.8,7430400.0,273.87186,276.68912
50.0,2020,1,3,15,6.3,,62.0,-0.4,1.39,,,5.0,5.0,10.0,1316.0,5.9,6806400.0,273.9637,276.40872
46.0,2020,1,3,16,6.0,,61.0,-0.9,0.9,,,2.0,2.0,10.0,1283.0,6.0,3744000.0,274.05145,276.2868
41.0,2020,1,3,17,5.4,,65.0,-0.6,0.43,,,3.0,2.0,10.0,1385.0,6.0,1708800.0,273.99728,275.99118
48.0,2020,1,3,18,4.8,,71.0,0.0,0.05,,,2.0,2.0,10.0,1085.0,6.2,115200.0,274.05615,275.8778
58.0,2020,1,4,9,0.8,,84.0,-1.6,0.31,,,7.0,2.0,8.0,494.0,5.7,729600.0,274.70743,280.44873
58.0,2020,1,4,10,2.2,,81.0,-0.7,0.81,,,5.0,0.0,,595.0,5.7,1833600.0,275.28568,279.45703
63.0,2020,1,4,11,4.1,,71.0,-0.6,1.39,,,7.0,0.0,,847.0,5.6,4780800.0,275.35574,278.93646
74.0,2020,1,4,12,4.9,,67.0,-0.7,1.62,,,2.0,0.0,,1018.0,5.6,7824000.0,275.13846,278.4903
50.0,2020,1,4,13,5.8,,65.0,-0.2,1.92,,,3.0,3.0,10.0,1034.0,5.6,8928000.0,275.04837,278.18127
32.0,2020,1,4,14,6.7,,62.0,0.0,1.64,,,4.0,4.0,8.0,1455.0,5.7,7459200.0,274.7728,277.46017
26.0,2020,1,4,15,6.8,,62.0,0.0,1.27,,,0.0,0.0,,1446.0,5.8,5721600.0,274.53784,276.9939
36.0,2020,1,4,16,6.7,,61.0,-0.3,1.05,,,3.0,3.0,9.0,1181.0,5.9,4070400.0,274.3176,276.5733
44.0,2020,1,4,17,6.0,,69.0,0.7,0.45,,,2.0,2.0,10.0,977.0,6.0,1507200.0,273.88892,276.0491
39.0,2020,1,4,18,5.3,,72.0,0.6,0.05,,,0.0,0.0,,816.0,6.2,67200.0,273.4532,275.86258
48.0,2020,1,5,8,-0.5,,61.0,-7.1,0.01,,,0.0,0.0,,1727.0,5.9,19200.0,267.47458,281.5264
45.0,2020,1,5,9,1.6,,56.0,-6.2,0.36,,,3.0,0.0,,1838.0,5.8,1056000.0,268.7147,281.05646
47.0,2020,1,5,10,2.8,,55.0,-5.3,0.98,,,0.0,0.0,,1816.0,5.7,2928000.0,270.5996,280.33047
55.0,2020,1,5,11,4.1,,56.0,-3.9,1.49,,,2.0,0.0,,1772.0,5.6,6585600.0,272.0888,279.63928
22.0,2020,1,5,12,5.4,,49.0,-4.4,1.83,,,0.0,0.0,,1811.0,5.6,8976000.0,272.6541,279.51126
17.0,2020,1,5,13,6.2,,47.0,-4.2,1.83,,,5.0,0.0,,1956.0,5.6,8112000.0,273.07513,279.55453
13.0,2020,1,5,14,6.7,,49.0,-3.2,1.67,,,7.0,0.0,,1828.0,5.6,6528000.0,273.4726,279.59845
15.0,2020,1,5,15,7.1,,44.0,-4.3,1.25,,,8.0,0.0,,2000.0,5.7,5568000.0,273.50146,279.97513
6.0,2020,1,5,16,6.8,,49.0,-3.1,0.53,,,9.0,0.0,,2000.0,5.8,2044800.0,273.60745,280.23114
15.0,2020,1,5,17,6.0,,61.0,-0.9,0.25,,,9.0,0.0,,1979.0,6.0,758400.0,274.22574,280.41217
13.0,2020,1,5,18,5.3,,62.0,-1.4,0.02,,,9.0,0.0,,2000.0,6.1,28800.0,274.87994,280.34146
19.0,2020,1,6,9,5.0,0.7,72.0,0.3,0.06,,,10.0,7.0,8.0,1756.0,6.4,67200.0,281.6535,283.2459
20.0,2020,1,6,10,5.5,,75.0,1.4,0.22,,,10.0,6.0,18.0,1601.0,6.4,614400.0,281.62994,283.29346
17.0,2020,1,6,11,6.9,,77.0,3.1,0.24,,,10.0,8.0,16.0,1972.0,6.4,672000.0,281.86548,283.3995
19.0,2020,1,6,12,7.8,0.1,81.0,4.7,0.23,,,10.0,8.0,14.0,1711.0,6.4,518400.0,282.1511,283.5513
18.0,2020,1,6,13,8.4,,82.0,5.4,0.35,,,10.0,9.0,14.0,2000.0,6.4,614400.0,282.4508,283.68356
11.0,2020,1,6,14,8.3,,88.0,6.4,0.28,,,10.0,8.0,13.0,1464.0,6.4,787200.0,282.8271,283.89688
12.0,2020,1,6,15,8.4,1.3,88.0,6.5,0.38,,,10.0,7.0,11.0,2000.0,6.5,1104000.0,283.18686,284.18582
14.0,2020,1,6,16,8.5,,90.0,6.9,0.28,,,10.0,7.0,11.0,2000.0,6.5,585600.0,283.55255,284.3071
4.0,2020,1,6,17,8.9,,92.0,7.6,0.11,,,10.0,8.0,12.0,2000.0,6.6,153600.0,284.02655,284.6582
6.0,2020,1,7,9,14.8,2.9,95.0,14.0,0.05,,,10.0,8.0,2.0,1452.0,7.7,9600.0,286.13937,288.16183
12.0,2020,1,7,10,14.4,,96.0,13.7,0.05,,,10.0,9.0,2.0,662.0,7.8,9600.0,285.8685,287.29993
18.0,2020,1,7,11,14.5,,96.0,13.8,0.09,,,10.0,7.0,8.0,817.0,7.9,355200.0,285.69064,286.8879
16.0,2020,1,7,12,15.2,4.1,92.0,13.9,0.32,,,10.0,6.0,10.0,1431.0,8.0,1286400.0,284.16025,285.62494
19.0,2020,1,7,13,15.6,,91.0,14.1,0.23,,,10.0,8.0,8.0,1301.0,8.1,528000.0,283.18628,284.82156
20.0,2020,1,7,14,15.3,,92.0,14.0,0.19,,,10.0,5.0,7.0,1770.0,8.2,700800.0,282.3083,283.6098
19.0,2020,1,7,15,15.4,0.7,91.0,13.9,0.14,,,10.0,7.0,10.0,1659.0,8.4,451200.0,280.4328,282.75037
19.0,2020,1,7,16,15.7,,88.0,13.7,0.16,,,10.0,8.0,10.0,1924.0,8.5,374400.0,279.43176,282.43765
25.0,2020,1,7,17,15.9,,88.0,13.9,0.08,,,10.0,9.0,8.0,1497.0,8.7,38400.0,277.97556,281.26675
49.0,2020,1,8,10,4.0,,71.0,-0.7,0.11,,,10.0,9.0,7.0,1811.0,9.2,192000.0,274.12918,278.33304
51.0,2020,1,8,11,4.1,,71.0,-0.6,0.18,,,10.0,9.0,7.0,1780.0,9.1,480000.0,274.0161,278.3495
47.0,2020,1,8,12,3.9,,68.0,-1.4,0.18,,,10.0,9.0,7.0,1947.0,9.0,528000.0,273.9525,278.31903
44.0,2020,1,8,13,3.9,,71.0,-0.8,0.24,,,10.0,9.0,7.0,1914.0,8.9,643200.0,273.82593,278.29037
46.0,2020,1,8,14,3.9,,70.0,-1.0,0.26,,,10.0,9.0,7.0,1895.0,8.8,489600.0,273.54327,278.13675
37.0,2020,1,8,15,3.9,,72.0,-0.6,0.22,,,10.0,9.0,7.0,1739.0,8.7,691200.0,273.5044,278.07947
35.0,2020,1,8,16,3.9,,74.0,-0.3,0.12,,,10.0,9.0,7.0,1562.0,8.6,326400.0,273.5244,278.05753
37.0,2020,1,8,17,3.9,,73.0,-0.5,0.06,,,10.0,9.0,7.0,1240.0,8.5,9600.0,273.28772,277.87344
35.0,2020,1,9,9,3.3,,66.0,-2.4,0.21,,,7.0,7.0,8.0,1673.0,7.4,624000.0,272.56754,277.63937
38.0,2020,1,9,10,3.4,,63.0,-2.9,0.48,,,9.0,9.0,9.0,1917.0,7.4,1737600.0,272.72772,277.2456
36.0,2020,1,9,11,3.8,,63.0,-2.6,0.91,,,9.0,9.0,9.0,1957.0,7.3,3196800.0,272.69592,277.26025
44.0,2020,1,9,12,3.9,,61.0,-2.9,1.13,,,7.0,7.0,9.0,1988.0,7.3,4694400.0,272.7177,277.27182
43.0,2020,1,9,13,3.7,,64.0,-2.4,0.83,,,8.0,8.0,8.0,1976.0,7.2,4464000.0,272.79544,277.12677
34.0,2020,1,9,14,3.8,,65.0,-2.1,0.76,,,7.0,7.0,8.0,2000.0,7.2,3782400.0,272.72888,276.73666
32.0,2020,1,9,15,3.7,,65.0,-2.2,0.7,,,6.0,6.0,10.0,2000.0,7.1,3264000.0,272.67767,276.55807
30.0,2020,1,9,16,3.6,,64.0,-2.5,0.59,,,7.0,7.0,10.0,2000.0,7.2,2716800.0,272.6329,276.40872
24.0,2020,1,9,17,3.5,,66.0,-2.2,0.24,,,7.0,7.0,10.0,2000.0,7.2,1027200.0,272.45212,275.9674
