year,month,day,hour,power
2013,3,19,01,0.0
2013,3,19,02,0.0
2013,3,19,03,0.0
2013,3,19,04,0.0
2013,3,19,05,0.0
2013,3,19,06,0.0
2013,3,19,07,9600.0
2013,3,19,08,816000.0
2013,3,19,09,2899200.0
2013,3,19,10,5472000.0
2013,3,19,11,7401600.0
2013,3,19,12,8716800.0
2013,3,19,13,7612800.0
2013,3,19,14,6172800.0
2013,3,19,15,4848000.0
2013,3,19,16,3312000.0
2013,3,19,17,1804800.0
2013,3,19,18,672000.0
2013,3,19,19,57600.0
2013,3,19,20,0.0
2013,3,19,21,0.0
2013,3,19,22,0.0
2013,3,19,23,0.0
2013,3,19,24,0.0
2013,3,20,01,0.0
2013,3,20,02,0.0
2013,3,20,03,0.0
2013,3,20,04,0.0
2013,3,20,05,0.0
2013,3,20,06,0.0
2013,3,20,07,9600.0
2013,3,20,08,451200.0
2013,3,20,09,864000.0
2013,3,20,10,729600.0
2013,3,20,11,883200.0
2013,3,20,12,1795200.0
2013,3,20,13,3100800.0
2013,3,20,14,4742400.0
2013,3,20,15,4684800.0
2013,3,20,16,4492800.0
2013,3,20,17,5356800.0
2013,3,20,18,2726400.0
2013,3,20,19,201600.0
2013,3,20,20,0.0
2013,3,20,21,0.0
2013,3,20,22,0.0
2013,3,20,23,0.0
2013,3,20,24,0.0
2013,3,21,01,0.0
2013,3,21,02,0.0
2013,3,21,03,0.0
2013,3,21,04,0.0
2013,3,21,05,0.0
2013,3,21,06,0.0
2013,3,21,07,28800.0
2013,3,21,08,1468800.0
2013,3,21,09,4876800.0
2013,3,21,10,8073600.0
2013,3,21,11,10329600.0
2013,3,21,12,11644800.0
2013,3,21,13,12134400.0
2013,3,21,14,11875200.0
2013,3,21,15,10761600.0
2013,3,21,16,8832000.0
2013,3,21,17,6028800.0
2013,3,21,18,2630400.0
2013,3,21,19,278400.0
2013,3,21,20,0.0
2013,3,21,21,0.0
2013,3,21,22,0.0
2013,3,21,23,0.0
2013,3,21,24,0.0
2013,3,22,01,0.0
2013,3,22,02,0.0
2013,3,22,03,0.0
2013,3,22,04,0.0
2013,3,22,05,0.0
2013,3,22,06,0.0
2013,3,22,07,48000.0
2013,3,22,08,1382400.0
2013,3,22,09,3004800.0
2013,3,22,10,2889600.0
2013,3,22,11,3081600.0
2013,3,22,12,3417600.0
2013,3,22,13,3273600.0
2013,3,22,14,4848000.0
2013,3,22,15,6892800.0
2013,3,22,16,2582400.0
2013,3,22,17,3734400.0
2013,3,22,18,1747200.0
2013,3,22,19,201600.0
2013,3,22,20,0.0
2013,3,22,21,0.0
2013,3,22,22,0.0
2013,3,22,23,0.0
2013,3,22,24,0.0
2013,3,23,01,0.0
2013,3,23,02,0.0
2013,3,23,03,0.0
2013,3,23,04,0.0
2013,3,23,05,0.0
2013,3,23,06,0.0
2013,3,23,07,0.0
2013,3,23,08,758400.0
2013,3,23,09,3513600.0
2013,3,23,10,5337600.0
2013,3,23,11,9696000.0
2013,3,23,12,10848000.0
2013,3,23,13,11395200.0
2013,3,23,14,10905600.0
2013,3,23,15,9744000.0
2013,3,23,16,8400000.0
2013,3,23,17,5414400.0
2013,3,23,18,2054400.0
2013,3,23,19,230400.0
2013,3,23,20,0.0
2013,3,23,21,0.0
2013,3,23,22,0.0
2013,3,23,23,0.0
2013,3,23,24,0.0
2013,3,24,01,0.0
2013,3,24,02,0.0
2013,3,24,03,0.0
2013,3,24,04,0.0
2013,3,24,05,0.0
2013,3,24,06,0.0
2013,3,24,07,48000.0
2013,3,24,08,1180800.0
2013,3,24,09,3360000.0
2013,3,24,10,5424000.0
2013,3,24,11,7372800.0
2013,3,24,12,6787200.0
2013,3,24,13,6700800.0
2013,3,24,14,6201600.0
2013,3,24,15,5491200.0
2013,3,24,16,4800000.0
2013,3,24,17,4972800.0
2013,3,24,18,1248000.0
2013,3,24,19,115200.0
2013,3,24,20,0.0
2013,3,24,21,0.0
2013,3,24,22,0.0
2013,3,24,23,0.0
2013,3,24,24,0.0
2013,3,25,01,0.0
2013,3,25,02,0.0
2013,3,25,03,0.0
2013,3,25,04,0.0
2013,3,25,05,0.0
2013,3,25,06,0.0
2013,3,25,07,57600.0
2013,3,25,08,1526400.0
2013,3,25,09,3878400.0
2013,3,25,10,7968000.0
2013,3,25,11,10233600.0
2013,3,25,12,9340800.0
2013,3,25,13,11577600.0
2013,3,25,14,12355200.0
2013,3,25,15,11280000.0
2013,3,25,16,9302400.0
2013,3,25,17,5884800.0
2013,3,25,18,2083200.0
2013,3,25,19,230400.0
2013,3,25,20,0.0
2013,3,25,21,0.0
2013,3,25,22,0.0
2013,3,25,23,0.0
2013,3,25,24,0.0
2013,3,26,01,0.0
2013,3,26,02,0.0
2013,3,26,03,0.0
2013,3,26,04,0.0
2013,3,26,05,0.0
2013,3,26,06,0.0
2013,3,26,07,67200.0
2013,3,26,08,1747200.0
2013,3,26,09,3724800.0
2013,3,26,10,5472000.0
2013,3,26,11,8140800.0
2013,3,26,12,7113600.0
2013,3,26,13,10176000.0
2013,3,26,14,11193600.0
2013,3,26,15,9772800.0
2013,3,26,16,7401600.0
2013,3,26,17,4819200.0
2013,3,26,18,1555200.0
2013,3,26,19,153600.0
2013,3,26,20,0.0
2013,3,26,21,0.0
2013,3,26,22,0.0
2013,3,26,23,0.0
2013,3,26,24,0.0
2013,3,27,01,0.0
2013,3,27,02,0.0
2013,3,27,03,0.0
2013,3,27,04,0.0
2013,3,27,05,0.0
2013,3,27,06,0.0
2013,3,27,07,19200.0
2013,3,27,08,1392000.0
2013,3,27,09,4166400.0
2013,3,27,10,6969600.0
2013,3,27,11,8937600.0
2013,3,27,12,10627200.0
2013,3,27,13,11088000.0
2013,3,27,14,10982400.0
2013,3,27,15,9878400.0
2013,3,27,16,8188800.0
2013,3,27,17,5635200.0
2013,3,27,18,2515200.0
2013,3,27,19,316800.0
2013,3,27,20,0.0
2013,3,27,21,0.0
2013,3,27,22,0.0
2013,3,27,23,0.0
2013,3,27,24,0.0
2013,3,28,01,0.0
2013,3,28,02,0.0
2013,3,28,03,0.0
2013,3,28,04,0.0
2013,3,28,05,0.0
2013,3,28,06,0.0
2013,3,28,07,96000.0
2013,3,28,08,1718400.0
2013,3,28,09,4704000.0
2013,3,28,10,7468800.0
2013,3,28,11,9734400.0
2013,3,28,12,11030400.0
2013,3,28,13,11433600.0
2013,3,28,14,10819200.0
2013,3,28,15,8409600.0
2013,3,28,16,5625600.0
2013,3,28,17,3619200.0
2013,3,28,18,1881600.0
2013,3,28,19,307200.0
2013,3,28,20,0.0
2013,3,28,21,0.0
2013,3,28,22,0.0
2013,3,28,23,0.0
2013,3,28,24,0.0
2013,3,29,01,0.0
2013,3,29,02,0.0
2013,3,29,03,0.0
2013,3,29,04,0.0
2013,3,29,05,0.0
2013,3,29,06,0.0
2013,3,29,07,28800.0
2013,3,29,08,1209600.0
2013,3,29,09,4857600.0
2013,3,29,10,8025600.0
2013,3,29,11,10502400.0
2013,3,29,12,11740800.0
2013,3,29,13,12144000.0
2013,3,29,14,12019200.0
2013,3,29,15,10089600.0
2013,3,29,16,6336000.0
2013,3,29,17,4886400.0
2013,3,29,18,1891200.0
2013,3,29,19,384000.0
2013,3,29,20,0.0
2013,3,29,21,0.0
2013,3,29,22,0.0
2013,3,29,23,0.0
2013,3,29,24,0.0
2013,3,30,01,0.0
2013,3,30,02,0.0
2013,3,30,03,0.0
2013,3,30,04,0.0
2013,3,30,05,0.0
2013,3,30,06,0.0
2013,3,30,07,105600.0
2013,3,30,08,1372800.0
2013,3,30,09,3964800.0
2013,3,30,10,6336000.0
2013,3,30,11,7257600.0
2013,3,30,12,8774400.0
2013,3,30,13,8054400.0
2013,3,30,14,6038400.0
2013,3,30,15,4358400.0
2013,3,30,16,3273600.0
2013,3,30,17,3273600.0
2013,3,30,18,988800.0
2013,3,30,19,57600.0
2013,3,30,20,0.0
2013,3,30,21,0.0
2013,3,30,22,0.0
2013,3,30,23,0.0
2013,3,30,24,0.0
2013,3,31,01,0.0
2013,3,31,02,0.0
2013,3,31,03,0.0
2013,3,31,04,0.0
2013,3,31,05,0.0
2013,3,31,06,0.0
2013,3,31,07,96000.0
2013,3,31,08,1497600.0
2013,3,31,09,4617600.0
2013,3,31,10,7286400.0
2013,3,31,11,9648000.0
2013,3,31,12,11049600.0
2013,3,31,13,11539200.0
2013,3,31,14,11212800.0
2013,3,31,15,10128000.0
2013,3,31,16,8208000.0
2013,3,31,17,5577600.0
2013,3,31,18,2515200.0
2013,3,31,19,374400.0
2013,3,31,20,0.0
2013,3,31,21,0.0
2013,3,31,22,0.0
2013,3,31,23,0.0
2013,3,31,24,0.0
2013,4,1,01,0.0
2013,4,1,02,0.0
2013,4,1,03,0.0
2013,4,1,04,0.0
2013,4,1,05,0.0
2013,4,1,06,0.0
2013,4,1,07,124800.0
2013,4,1,08,1622400.0
2013,4,1,09,3916800.0
2013,4,1,10,6691200.0
2013,4,1,11,7756800.0
2013,4,1,12,7910400.0
2013,4,1,13,8332800.0
2013,4,1,14,9120000.0
2013,4,1,15,9984000.0
2013,4,1,16,7833600.0
2013,4,1,17,5395200.0
2013,4,1,18,2457600.0
2013,4,1,19,422400.0
2013,4,1,20,0.0
2013,4,1,21,0.0
2013,4,1,22,0.0
2013,4,1,23,0.0
2013,4,1,24,0.0
2013,4,2,01,0.0
2013,4,2,02,0.0
2013,4,2,03,0.0
2013,4,2,04,0.0
2013,4,2,05,0.0
2013,4,2,06,0.0
2013,4,2,07,0.0
2013,4,2,08,316800.0
2013,4,2,09,1228800.0
2013,4,2,10,1728000.0
2013,4,2,11,1996800.0
2013,4,2,12,2150400.0
2013,4,2,13,2016000.0
2013,4,2,14,1564800.0
2013,4,2,15,1324800.0
2013,4,2,16,1238400.0
2013,4,2,17,547200.0
2013,4,2,18,163200.0
2013,4,2,19,9600.0
2013,4,2,20,0.0
2013,4,2,21,0.0
2013,4,2,22,0.0
2013,4,2,23,0.0
2013,4,2,24,0.0
2013,4,3,01,0.0
2013,4,3,02,0.0
2013,4,3,03,0.0
2013,4,3,04,0.0
2013,4,3,05,0.0
2013,4,3,06,0.0
2013,4,3,07,153600.0
2013,4,3,08,2044800.0
2013,4,3,09,5232000.0
2013,4,3,10,8352000.0
2013,4,3,11,10444800.0
2013,4,3,12,11779200.0
2013,4,3,13,11894400.0
2013,4,3,14,11078400.0
2013,4,3,15,10646400.0
2013,4,3,16,8649600.0
2013,4,3,17,4176000.0
2013,4,3,18,2323200.0
2013,4,3,19,364800.0
2013,4,3,20,0.0
2013,4,3,21,0.0
2013,4,3,22,0.0
2013,4,3,23,0.0
2013,4,3,24,0.0
2013,4,4,01,0.0
2013,4,4,02,0.0
2013,4,4,03,0.0
2013,4,4,04,0.0
2013,4,4,05,0.0
2013,4,4,06,0.0
2013,4,4,07,57600.0
2013,4,4,08,537600.0
2013,4,4,09,1660800.0
2013,4,4,10,3465600.0
2013,4,4,11,5030400.0
2013,4,4,12,10809600.0
2013,4,4,13,11443200.0
2013,4,4,14,10924800.0
2013,4,4,15,9945600.0
2013,4,4,16,7852800.0
2013,4,4,17,5404800.0
2013,4,4,18,1900800.0
2013,4,4,19,508800.0
2013,4,4,20,0.0
2013,4,4,21,0.0
2013,4,4,22,0.0
2013,4,4,23,0.0
2013,4,4,24,0.0
2013,4,5,01,0.0
2013,4,5,02,0.0
2013,4,5,03,0.0
2013,4,5,04,0.0
2013,4,5,05,0.0
2013,4,5,06,0.0
2013,4,5,07,192000.0
2013,4,5,08,1766400.0
2013,4,5,09,4310400.0
2013,4,5,10,3945600.0
2013,4,5,11,7200000.0
2013,4,5,12,6576000.0
2013,4,5,13,6384000.0
2013,4,5,14,3955200.0
2013,4,5,15,2937600.0
2013,4,5,16,1824000.0
2013,4,5,17,1209600.0
2013,4,5,18,892800.0
2013,4,5,19,220800.0
2013,4,5,20,0.0
2013,4,5,21,0.0
2013,4,5,22,0.0
2013,4,5,23,0.0
2013,4,5,24,0.0
2013,4,6,01,0.0
2013,4,6,02,0.0
2013,4,6,03,0.0
2013,4,6,04,0.0
2013,4,6,05,0.0
2013,4,6,06,0.0
2013,4,6,07,0.0
2013,4,6,08,28800.0
2013,4,6,09,518400.0
2013,4,6,10,1401600.0
2013,4,6,11,1785600.0
2013,4,6,12,2793600.0
2013,4,6,13,1190400.0
2013,4,6,14,758400.0
2013,4,6,15,1084800.0
2013,4,6,16,844800.0
2013,4,6,17,403200.0
2013,4,6,18,134400.0
2013,4,6,19,0.0
2013,4,6,20,0.0
2013,4,6,21,0.0
2013,4,6,22,0.0
2013,4,6,23,0.0
2013,4,6,24,0.0
2013,4,7,01,0.0
2013,4,7,02,0.0
2013,4,7,03,0.0
2013,4,7,04,0.0
2013,4,7,05,0.0
2013,4,7,06,0.0
2013,4,7,07,0.0
2013,4,7,08,182400.0
2013,4,7,09,1344000.0
2013,4,7,10,1555200.0
2013,4,7,11,2544000.0
2013,4,7,12,4214400.0
2013,4,7,13,5011200.0
2013,4,7,14,5251200.0
2013,4,7,15,8793600.0
2013,4,7,16,4531200.0
2013,4,7,17,4089600.0
2013,4,7,18,1843200.0
2013,4,7,19,489600.0
2013,4,7,20,0.0
2013,4,7,21,0.0
2013,4,7,22,0.0
2013,4,7,23,0.0
2013,4,7,24,0.0
2013,4,8,01,0.0
2013,4,8,02,0.0
2013,4,8,03,0.0
2013,4,8,04,0.0
2013,4,8,05,0.0
2013,4,8,06,0.0
2013,4,8,07,278400.0
2013,4,8,08,2188800.0
2013,4,8,09,4790400.0
2013,4,8,10,5088000.0
2013,4,8,11,6096000.0
2013,4,8,12,7372800.0
2013,4,8,13,7430400.0
2013,4,8,14,9158400.0
2013,4,8,15,7996800.0
2013,4,8,16,7488000.0
2013,4,8,17,5251200.0
2013,4,8,18,2784000.0
2013,4,8,19,460800.0
2013,4,8,20,0.0
2013,4,8,21,0.0
2013,4,8,22,0.0
2013,4,8,23,0.0
2013,4,8,24,0.0
2013,4,9,01,0.0
2013,4,9,02,0.0
2013,4,9,03,0.0
2013,4,9,04,0.0
2013,4,9,05,0.0
2013,4,9,06,0.0
2013,4,9,07,192000.0
2013,4,9,08,1948800.0
2013,4,9,09,5097600.0
2013,4,9,10,7891200.0
2013,4,9,11,9926400.0
2013,4,9,12,11097600.0
2013,4,9,13,11539200.0
2013,4,9,14,11212800.0
2013,4,9,15,10368000.0
2013,4,9,16,8582400.0
2013,4,9,17,5683200.0
2013,4,9,18,2601600.0
2013,4,9,19,451200.0
2013,4,9,20,0.0
2013,4,9,21,0.0
2013,4,9,22,0.0
2013,4,9,23,0.0
2013,4,9,24,0.0
2013,4,10,01,0.0
2013,4,10,02,0.0
2013,4,10,03,0.0
2013,4,10,04,0.0
2013,4,10,05,0.0
2013,4,10,06,0.0
2013,4,10,07,249600.0
2013,4,10,08,2294400.0
2013,4,10,09,3878400.0
2013,4,10,10,6758400.0
2013,4,10,11,9398400.0
2013,4,10,12,11894400.0
2013,4,10,13,12124800.0
2013,4,10,14,11568000.0
2013,4,10,15,10588800.0
2013,4,10,16,8563200.0
2013,4,10,17,5040000.0
2013,4,10,18,2515200.0
2013,4,10,19,441600.0
2013,4,10,20,0.0
2013,4,10,21,0.0
2013,4,10,22,0.0
2013,4,10,23,0.0
2013,4,10,24,0.0
2013,4,11,01,0.0
2013,4,11,02,0.0
2013,4,11,03,0.0
2013,4,11,04,0.0
2013,4,11,05,0.0
2013,4,11,06,0.0
2013,4,11,07,249600.0
2013,4,11,08,2304000.0
2013,4,11,09,5433600.0
2013,4,11,10,8361600.0
2013,4,11,11,10387200.0
2013,4,11,12,11587200.0
2013,4,11,13,11990400.0
2013,4,11,14,11635200.0
2013,4,11,15,10608000.0
2013,4,11,16,8793600.0
2013,4,11,17,5952000.0
2013,4,11,18,2697600.0
2013,4,11,19,432000.0
2013,4,11,20,0.0
2013,4,11,21,0.0
2013,4,11,22,0.0
2013,4,11,23,0.0
2013,4,11,24,0.0
2013,4,12,01,0.0
2013,4,12,02,0.0
2013,4,12,03,0.0
2013,4,12,04,0.0
2013,4,12,05,0.0
2013,4,12,06,0.0
2013,4,12,07,259200.0
2013,4,12,08,2112000.0
2013,4,12,09,5356800.0
2013,4,12,10,8198400.0
2013,4,12,11,10435200.0
2013,4,12,12,11702400.0
2013,4,12,13,12192000.0
2013,4,12,14,11798400.0
2013,4,12,15,10723200.0
2013,4,12,16,8889600.0
2013,4,12,17,6028800.0
2013,4,12,18,2851200.0
2013,4,12,19,460800.0
2013,4,12,20,0.0
2013,4,12,21,0.0
2013,4,12,22,0.0
2013,4,12,23,0.0
2013,4,12,24,0.0
2013,4,13,01,0.0
2013,4,13,02,0.0
2013,4,13,03,0.0
2013,4,13,04,0.0
2013,4,13,05,0.0
2013,4,13,06,0.0
2013,4,13,07,355200.0
2013,4,13,08,2188800.0
2013,4,13,09,4876800.0
2013,4,13,10,7411200.0
2013,4,13,11,9264000.0
2013,4,13,12,10502400.0
2013,4,13,13,10876800.0
2013,4,13,14,10416000.0
2013,4,13,15,9552000.0
2013,4,13,16,7641600.0
2013,4,13,17,5136000.0
2013,4,13,18,2352000.0
2013,4,13,19,422400.0
2013,4,13,20,0.0
2013,4,13,21,0.0
2013,4,13,22,0.0
2013,4,13,23,0.0
2013,4,13,24,0.0
2013,4,14,01,0.0
2013,4,14,02,0.0
2013,4,14,03,0.0
2013,4,14,04,0.0
2013,4,14,05,0.0
2013,4,14,06,0.0
2013,4,14,07,163200.0
2013,4,14,08,1536000.0
2013,4,14,09,3993600.0
2013,4,14,10,5865600.0
2013,4,14,11,7190400.0
2013,4,14,12,2937600.0
2013,4,14,13,2304000.0
2013,4,14,14,9436800.0
2013,4,14,15,10368000.0
2013,4,14,16,8784000.0
2013,4,14,17,6048000.0
2013,4,14,18,2956800.0
2013,4,14,19,508800.0
2013,4,14,20,0.0
2013,4,14,21,0.0
2013,4,14,22,0.0
2013,4,14,23,0.0
2013,4,14,24,0.0
2013,4,15,01,0.0
2013,4,15,02,0.0
2013,4,15,03,0.0
2013,4,15,04,0.0
2013,4,15,05,0.0
2013,4,15,06,0.0
2013,4,15,07,297600.0
2013,4,15,08,2025600.0
2013,4,15,09,4742400.0
2013,4,15,10,7363200.0
2013,4,15,11,8649600.0
2013,4,15,12,9820800.0
2013,4,15,13,10051200.0
2013,4,15,14,9494400.0
2013,4,15,15,8524800.0
2013,4,15,16,6912000.0
2013,4,15,17,4598400.0
2013,4,15,18,2102400.0
2013,4,15,19,432000.0
2013,4,15,20,0.0
2013,4,15,21,0.0
2013,4,15,22,0.0
2013,4,15,23,0.0
2013,4,15,24,0.0
2013,4,16,01,0.0
2013,4,16,02,0.0
2013,4,16,03,0.0
2013,4,16,04,0.0
2013,4,16,05,0.0
2013,4,16,06,0.0
2013,4,16,07,403200.0
2013,4,16,08,1862400.0
2013,4,16,09,3398400.0
2013,4,16,10,5788800.0
2013,4,16,11,7584000.0
2013,4,16,12,9446400.0
2013,4,16,13,10598400.0
2013,4,16,14,9494400.0
2013,4,16,15,5184000.0
2013,4,16,16,4483200.0
2013,4,16,17,2198400.0
2013,4,16,18,336000.0
2013,4,16,19,48000.0
2013,4,16,20,0.0
2013,4,16,21,0.0
2013,4,16,22,0.0
2013,4,16,23,0.0
2013,4,16,24,0.0
2013,4,17,01,0.0
2013,4,17,02,0.0
2013,4,17,03,0.0
2013,4,17,04,0.0
2013,4,17,05,0.0
2013,4,17,06,0.0
2013,4,17,07,76800.0
2013,4,17,08,816000.0
2013,4,17,09,2448000.0
2013,4,17,10,6441600.0
2013,4,17,11,6969600.0
2013,4,17,12,3705600.0
2013,4,17,13,5404800.0
2013,4,17,14,5289600.0
2013,4,17,15,3772800.0
2013,4,17,16,4012800.0
2013,4,17,17,3360000.0
2013,4,17,18,2380800.0
2013,4,17,19,374400.0
2013,4,17,20,0.0
2013,4,17,21,0.0
2013,4,17,22,0.0
2013,4,17,23,0.0
2013,4,17,24,0.0
2013,4,18,01,0.0
2013,4,18,02,0.0
2013,4,18,03,0.0
2013,4,18,04,0.0
2013,4,18,05,0.0
2013,4,18,06,0.0
2013,4,18,07,76800.0
2013,4,18,08,768000.0
2013,4,18,09,1680000.0
2013,4,18,10,3043200.0
2013,4,18,11,2726400.0
2013,4,18,12,2736000.0
2013,4,18,13,5616000.0
2013,4,18,14,10396800.0
2013,4,18,15,9110400.0
2013,4,18,16,7123200.0
2013,4,18,17,4723200.0
2013,4,18,18,2313600.0
2013,4,18,19,518400.0
2013,4,18,20,0.0
2013,4,18,21,0.0
2013,4,18,22,0.0
2013,4,18,23,0.0
2013,4,18,24,0.0
2013,4,19,01,0.0
2013,4,19,02,0.0
2013,4,19,03,0.0
2013,4,19,04,0.0
2013,4,19,05,0.0
2013,4,19,06,0.0
2013,4,19,07,432000.0
2013,4,19,08,2188800.0
2013,4,19,09,4972800.0
2013,4,19,10,7708800.0
2013,4,19,11,9139200.0
2013,4,19,12,10416000.0
2013,4,19,13,11193600.0
2013,4,19,14,10953600.0
2013,4,19,15,10012800.0
2013,4,19,16,8025600.0
2013,4,19,17,5452800.0
2013,4,19,18,2572800.0
2013,4,19,19,556800.0
2013,4,19,20,0.0
2013,4,19,21,0.0
2013,4,19,22,0.0
2013,4,19,23,0.0
2013,4,19,24,0.0
2013,4,20,01,0.0
2013,4,20,02,0.0
2013,4,20,03,0.0
2013,4,20,04,0.0
2013,4,20,05,0.0
2013,4,20,06,0.0
2013,4,20,07,0.0
2013,4,20,08,153600.0
2013,4,20,09,528000.0
2013,4,20,10,816000.0
2013,4,20,11,1027200.0
2013,4,20,12,1257600.0
2013,4,20,13,2630400.0
2013,4,20,14,1401600.0
2013,4,20,15,528000.0
2013,4,20,16,1036800.0
2013,4,20,17,787200.0
2013,4,20,18,537600.0
2013,4,20,19,76800.0
2013,4,20,20,0.0
2013,4,20,21,0.0
2013,4,20,22,0.0
2013,4,20,23,0.0
2013,4,20,24,0.0
2013,4,21,01,0.0
2013,4,21,02,0.0
2013,4,21,03,0.0
2013,4,21,04,0.0
2013,4,21,05,0.0
2013,4,21,06,0.0
2013,4,21,07,432000.0
2013,4,21,08,2448000.0
2013,4,21,09,5462400.0
2013,4,21,10,7996800.0
2013,4,21,11,10147200.0
2013,4,21,12,11654400.0
2013,4,21,13,12211200.0
2013,4,21,14,11654400.0
2013,4,21,15,10492800.0
2013,4,21,16,8611200.0
2013,4,21,17,5606400.0
2013,4,21,18,2457600.0
2013,4,21,19,633600.0
2013,4,21,20,0.0
2013,4,21,21,0.0
2013,4,21,22,0.0
2013,4,21,23,0.0
2013,4,21,24,0.0
2013,4,22,01,0.0
2013,4,22,02,0.0
2013,4,22,03,0.0
2013,4,22,04,0.0
2013,4,22,05,0.0
2013,4,22,06,0.0
2013,4,22,07,518400.0
2013,4,22,08,2668800.0
2013,4,22,09,5577600.0
2013,4,22,10,8179200.0
2013,4,22,11,10003200.0
2013,4,22,12,10137600.0
2013,4,22,13,11270400.0
2013,4,22,14,11232000.0
2013,4,22,15,10108800.0
2013,4,22,16,7286400.0
2013,4,22,17,5145600.0
2013,4,22,18,2131200.0
2013,4,22,19,451200.0
2013,4,22,20,0.0
2013,4,22,21,0.0
2013,4,22,22,0.0
2013,4,22,23,0.0
2013,4,22,24,0.0
2013,4,23,01,0.0
2013,4,23,02,0.0
2013,4,23,03,0.0
2013,4,23,04,0.0
2013,4,23,05,0.0
2013,4,23,06,0.0
2013,4,23,07,9600.0
2013,4,23,08,240000.0
2013,4,23,09,345600.0
2013,4,23,10,470400.0
2013,4,23,11,960000.0
2013,4,23,12,604800.0
2013,4,23,13,585600.0
2013,4,23,14,518400.0
2013,4,23,15,681600.0
2013,4,23,16,595200.0
2013,4,23,17,499200.0
2013,4,23,18,172800.0
2013,4,23,19,0.0
2013,4,23,20,0.0
2013,4,23,21,0.0
2013,4,23,22,0.0
2013,4,23,23,0.0
2013,4,23,24,0.0
2013,4,24,01,0.0
2013,4,24,02,0.0
2013,4,24,03,0.0
2013,4,24,04,0.0
2013,4,24,05,0.0
2013,4,24,06,0.0
2013,4,24,07,96000.0
2013,4,24,08,384000.0
2013,4,24,09,1104000.0
2013,4,24,10,3993600.0
2013,4,24,11,9254400.0
2013,4,24,12,10396800.0
2013,4,24,13,11788800.0
2013,4,24,14,11356800.0
2013,4,24,15,10156800.0
2013,4,24,16,8332800.0
2013,4,24,17,5040000.0
2013,4,24,18,2611200.0
2013,4,24,19,643200.0
2013,4,24,20,0.0
2013,4,24,21,0.0
2013,4,24,22,0.0
2013,4,24,23,0.0
2013,4,24,24,0.0
2013,4,25,01,0.0
2013,4,25,02,0.0
2013,4,25,03,0.0
2013,4,25,04,0.0
2013,4,25,05,0.0
2013,4,25,06,0.0
2013,4,25,07,67200.0
2013,4,25,08,412800.0
2013,4,25,09,979200.0
2013,4,25,10,2467200.0
2013,4,25,11,5980800.0
2013,4,25,12,4464000.0
2013,4,25,13,2179200.0
2013,4,25,14,547200.0
2013,4,25,15,2083200.0
2013,4,25,16,1574400.0
2013,4,25,17,3350400.0
2013,4,25,18,2534400.0
2013,4,25,19,633600.0
2013,4,25,20,0.0
2013,4,25,21,0.0
2013,4,25,22,0.0
2013,4,25,23,0.0
2013,4,25,24,0.0
2013,4,26,01,0.0
2013,4,26,02,0.0
2013,4,26,03,0.0
2013,4,26,04,0.0
2013,4,26,05,0.0
2013,4,26,06,0.0
2013,4,26,07,470400.0
2013,4,26,08,2592000.0
2013,4,26,09,5654400.0
2013,4,26,10,8371200.0
2013,4,26,11,10281600.0
2013,4,26,12,11328000.0
2013,4,26,13,11683200.0
2013,4,26,14,11414400.0
2013,4,26,15,10464000.0
2013,4,26,16,8553600.0
2013,4,26,17,5913600.0
2013,4,26,18,2908800.0
2013,4,26,19,614400.0
2013,4,26,20,0.0
2013,4,26,21,0.0
2013,4,26,22,0.0
2013,4,26,23,0.0
2013,4,26,24,0.0
2013,4,27,01,0.0
2013,4,27,02,0.0
2013,4,27,03,0.0
2013,4,27,04,0.0
2013,4,27,05,0.0
2013,4,27,06,0.0
2013,4,27,07,595200.0
2013,4,27,08,2438400.0
2013,4,27,09,4848000.0
2013,4,27,10,7171200.0
2013,4,27,11,9158400.0
2013,4,27,12,10204800.0
2013,4,27,13,10272000.0
2013,4,27,14,4089600.0
2013,4,27,15,748800.0
2013,4,27,16,3782400.0
2013,4,27,17,2601600.0
2013,4,27,18,1824000.0
2013,4,27,19,316800.0
2013,4,27,20,0.0
2013,4,27,21,0.0
2013,4,27,22,0.0
2013,4,27,23,0.0
2013,4,27,24,0.0
2013,4,28,01,0.0
2013,4,28,02,0.0
2013,4,28,03,0.0
2013,4,28,04,0.0
2013,4,28,05,0.0
2013,4,28,06,0.0
2013,4,28,07,460800.0
2013,4,28,08,2198400.0
2013,4,28,09,4608000.0
2013,4,28,10,6604800.0
2013,4,28,11,7334400.0
2013,4,28,12,9830400.0
2013,4,28,13,10396800.0
2013,4,28,14,10406400.0
2013,4,28,15,9187200.0
2013,4,28,16,8006400.0
2013,4,28,17,6019200.0
2013,4,28,18,2803200.0
2013,4,28,19,566400.0
2013,4,28,20,0.0
2013,4,28,21,0.0
2013,4,28,22,0.0
2013,4,28,23,0.0
2013,4,28,24,0.0
2013,4,29,01,0.0
2013,4,29,02,0.0
2013,4,29,03,0.0
2013,4,29,04,0.0
2013,4,29,05,0.0
2013,4,29,06,0.0
2013,4,29,07,201600.0
2013,4,29,08,576000.0
2013,4,29,09,1420800.0
2013,4,29,10,1411200.0
2013,4,29,11,1219200.0
2013,4,29,12,460800.0
2013,4,29,13,1257600.0
2013,4,29,14,1228800.0
2013,4,29,15,758400.0
2013,4,29,16,1776000.0
2013,4,29,17,1900800.0
2013,4,29,18,1142400.0
